school_code	name	grade_span	subject	grade	type	subgroup	num_tested	num_l1	pct_l1	num_l2	pct_l2	num_l3	pct_l3	num_l4	pct_l4	num_l5	pct_l5	num_ccr	pct_ccr	num_glp	pct_glp	avg_score
140304	Baton Elementary	PK-05	RD	03	ALL	MALE_WHTE	37	8	21.6	8	21.6	4	10.8	14	37.8	3	8.1	17	45.9	21	56.8	
140304	Baton Elementary	PK-05	RD	03	ALL	NOT_EDS	28	6	21.4	6	21.4	3	10.7	10	35.7	3	10.7	13	46.4	16	57.1	
140304	Baton Elementary	PK-05	RD	03	ALL	NOT_LEP	70	12	17.1	17	24.3	7	10.0	29	41.4	5	7.1	34	48.6	41	58.6	
140304	Baton Elementary	PK-05	RD	03	ALL	NOT_SWD	60	7	11.7	14	23.3	6	10.0	28	46.7	5	8.3	33	55.0	39	65.0	
140304	Baton Elementary	PK-05	RD	03	ALL	SWD	10	-	-	-	-	-	-	-	-	-	<5	1	10.0	2	20.0	
140304	Baton Elementary	PK-05	RD	03	ALL	WHTE	68	12	17.6	16	23.5	7	10.3	29	42.6	4	5.9	33	48.5	40	58.8	
140304	Baton Elementary	PK-05	RD	03	RG	ALL	70	12	17.1	17	24.3	7	10.0	29	41.4	5	7.1	34	48.6	41	58.6	439.9
140304	Baton Elementary	PK-05	RD	03	RG	EDS	42	-	-	-	-	-	-	-	-	-	<5	21	50.0	25	59.5	439.7
140304	Baton Elementary	PK-05	RD	03	RG	FEM	33	4	12.1	9	27.3	3	9.1	15	45.5	2	6.1	17	51.5	20	60.6	440.4
140304	Baton Elementary	PK-05	RD	03	RG	FEM_WHTE	31	-	-	-	-	-	-	-	-	-	<5	16	51.6	19	61.3	440.0
140304	Baton Elementary	PK-05	RD	03	RG	MALE	37	8	21.6	8	21.6	4	10.8	14	37.8	3	8.1	17	45.9	21	56.8	439.5
140304	Baton Elementary	PK-05	RD	03	RG	MALE_WHTE	37	8	21.6	8	21.6	4	10.8	14	37.8	3	8.1	17	45.9	21	56.8	439.5
140304	Baton Elementary	PK-05	RD	03	RG	NOT_EDS	28	6	21.4	6	21.4	3	10.7	10	35.7	3	10.7	13	46.4	16	57.1	440.3
140304	Baton Elementary	PK-05	RD	03	RG	NOT_LEP	70	12	17.1	17	24.3	7	10.0	29	41.4	5	7.1	34	48.6	41	58.6	439.9
140304	Baton Elementary	PK-05	RD	03	RG	NOT_SWD	60	7	11.7	14	23.3	6	10.0	28	46.7	5	8.3	33	55.0	39	65.0	441.5
140304	Baton Elementary	PK-05	RD	03	RG	SWD	10	-	-	-	-	-	-	-	-	-	<5	1	10.0	2	20.0	430.4
140304	Baton Elementary	PK-05	RD	03	RG	WHTE	68	12	17.6	16	23.5	7	10.3	29	42.6	4	5.9	33	48.5	40	58.8	439.8
140304	Baton Elementary	PK-05	RD	04	ALL	AIG	11	-	<5	-	-	-	<5	-	-	-	-	10	90.9	10	90.9	
140304	Baton Elementary	PK-05	RD	04	ALL	AIG_MATH	7	-	<5	-	-	-	<5	-	-	-	-	6	85.7	6	85.7	
140304	Baton Elementary	PK-05	RD	04	ALL	AIG_READ	6	-	<5	-	<5	-	<5	-	>95	-	<5	-	>95	-	>95	
140304	Baton Elementary	PK-05	RD	04	ALL	ALL	61	-	-	-	-	-	-	-	-	-	<5	27	44.3	35	57.4	
140304	Baton Elementary	PK-05	RD	04	ALL	EDS	33	-	-	-	-	-	-	-	-	-	<5	11	33.3	17	51.5	
140304	Baton Elementary	PK-05	RD	04	ALL	FEM	28	-	-	-	-	-	-	-	-	-	<5	13	46.4	17	60.7	
140304	Baton Elementary	PK-05	RD	04	ALL	FEM_WHTE	27	-	-	-	-	-	-	-	-	-	<5	13	48.1	17	63.0	
140304	Baton Elementary	PK-05	RD	04	ALL	MALE	33	6	18.2	9	27.3	4	12.1	12	36.4	2	6.1	14	42.4	18	54.5	
140304	Baton Elementary	PK-05	RD	04	ALL	MALE_WHTE	29	5	17.2	7	24.1	3	10.3	12	41.4	2	6.9	14	48.3	17	58.6	
140304	Baton Elementary	PK-05	RD	04	ALL	NOT_EDS	28	4	14.3	6	21.4	2	7.1	14	50.0	2	7.1	16	57.1	18	64.3	
140304	Baton Elementary	PK-05	RD	04	ALL	NOT_LEP	60	-	-	-	-	-	-	-	-	-	<5	27	45.0	35	58.3	
140304	Baton Elementary	PK-05	RD	04	ALL	NOT_SWD	56	-	-	-	-	-	-	-	-	-	<5	27	48.2	35	62.5	
140304	Baton Elementary	PK-05	RD	04	ALL	SWD	5	-	-	-	-	-	<5	-	<5	-	<5	-	<5	-	<5	
140304	Baton Elementary	PK-05	RD	04	ALL	WHTE	56	-	-	-	-	-	-	-	-	-	<5	27	48.2	34	60.7	
140304	Baton Elementary	PK-05	RD	04	RG	AIG	11	-	<5	-	-	-	<5	-	-	-	-	10	90.9	10	90.9	454.2
140304	Baton Elementary	PK-05	RD	04	RG	AIG_MATH	7	-	<5	-	-	-	<5	-	-	-	-	6	85.7	6	85.7	454.9
140304	Baton Elementary	PK-05	RD	04	RG	AIG_READ	6	-	<5	-	<5	-	<5	-	>95	-	<5	-	>95	-	>95	453.5
140304	Baton Elementary	PK-05	RD	04	RG	ALL	61	-	-	-	-	-	-	-	-	-	<5	27	44.3	35	57.4	446.2
140304	Baton Elementary	PK-05	RD	04	RG	EDS	33	-	-	-	-	-	-	-	-	-	<5	11	33.3	17	51.5	444.6
140304	Baton Elementary	PK-05	RD	04	RG	FEM	28	-	-	-	-	-	-	-	-	-	<5	13	46.4	17	60.7	446.5
140304	Baton Elementary	PK-05	RD	04	RG	FEM_WHTE	27	-	-	-	-	-	-	-	-	-	<5	13	48.1	17	63.0	447.0
140304	Baton Elementary	PK-05	RD	04	RG	MALE	33	6	18.2	9	27.3	4	12.1	12	36.4	2	6.1	14	42.4	18	54.5	445.9
140304	Baton Elementary	PK-05	RD	04	RG	MALE_WHTE	29	5	17.2	7	24.1	3	10.3	12	41.4	2	6.9	14	48.3	17	58.6	446.8
140304	Baton Elementary	PK-05	RD	04	RG	NOT_EDS	28	4	14.3	6	21.4	2	7.1	14	50.0	2	7.1	16	57.1	18	64.3	448.0
140304	Baton Elementary	PK-05	RD	04	RG	NOT_LEP	60	-	-	-	-	-	-	-	-	-	<5	27	45.0	35	58.3	446.4
140304	Baton Elementary	PK-05	RD	04	RG	NOT_SWD	56	-	-	-	-	-	-	-	-	-	<5	27	48.2	35	62.5	446.9
140304	Baton Elementary	PK-05	RD	04	RG	SWD	5	-	-	-	-	-	<5	-	<5	-	<5	-	<5	-	<5	437.8
140304	Baton Elementary	PK-05	RD	04	RG	WHTE	56	-	-	-	-	-	-	-	-	-	<5	27	48.2	34	60.7	446.9
140304	Baton Elementary	PK-05	RD	05	ALL	AIG	9	-	<5	-	<5	-	-	-	-	-	-	8	88.9	-	>95	
140304	Baton Elementary	PK-05	RD	05	ALL	AIG_MATH	7	-	<5	-	<5	-	-	-	-	-	-	6	85.7	-	>95	
140304	Baton Elementary	PK-05	RD	05	ALL	AIG_READ	8	-	<5	-	<5	-	-	-	-	-	-	7	87.5	-	>95	
140304	Baton Elementary	PK-05	RD	05	ALL	ALL	68	15	22.1	11	16.2	7	10.3	30	44.1	5	7.4	35	51.5	42	61.8	
140304	Baton Elementary	PK-05	RD	05	ALL	EDS	45	-	-	-	-	-	-	-	-	-	<5	17	37.8	22	48.9	
140304	Baton Elementary	PK-05	RD	05	ALL	FEM	34	6	17.6	6	17.6	3	8.8	15	44.1	4	11.8	19	55.9	22	64.7	
140304	Baton Elementary	PK-05	RD	05	ALL	FEM_WHTE	30	5	16.7	4	13.3	2	6.7	15	50.0	4	13.3	19	63.3	21	70.0	
140304	Baton Elementary	PK-05	RD	05	ALL	MALE	34	-	-	-	-	-	-	-	-	-	<5	16	47.1	20	58.8	
140304	Baton Elementary	PK-05	RD	05	ALL	MALE_WHTE	33	-	-	-	-	-	-	-	-	-	<5	16	48.5	20	60.6	
140304	Baton Elementary	PK-05	RD	05	ALL	NOT_EDS	23	-	-	-	<5	-	-	-	-	-	-	18	78.3	20	87.0	
140304	Baton Elementary	PK-05	RD	05	ALL	NOT_LEP	68	15	22.1	11	16.2	7	10.3	30	44.1	5	7.4	35	51.5	42	61.8	
140304	Baton Elementary	PK-05	RD	05	ALL	NOT_SWD	58	5	8.6	11	19.0	7	12.1	30	51.7	5	8.6	35	60.3	42	72.4	
140304	Baton Elementary	PK-05	RD	05	ALL	SWD	10	-	>95	-	<5	-	<5	-	<5	-	<5	-	<5	-	<5	
140304	Baton Elementary	PK-05	RD	05	ALL	WHTE	63	14	22.2	8	12.7	6	9.5	30	47.6	5	7.9	35	55.6	41	65.1	
140304	Baton Elementary	PK-05	RD	05	RG	AIG	9	-	<5	-	<5	-	-	-	-	-	-	8	88.9	-	>95	459.7
140304	Baton Elementary	PK-05	RD	05	RG	AIG_MATH	7	-	<5	-	<5	-	-	-	-	-	-	6	85.7	-	>95	460.9
140304	Baton Elementary	PK-05	RD	05	RG	AIG_READ	8	-	<5	-	<5	-	-	-	-	-	-	7	87.5	-	>95	459.4
140304	Baton Elementary	PK-05	RD	05	RG	ALL	68	15	22.1	11	16.2	7	10.3	30	44.1	5	7.4	35	51.5	42	61.8	451.1
140304	Baton Elementary	PK-05	RD	05	RG	EDS	45	-	-	-	-	-	-	-	-	-	<5	17	37.8	22	48.9	448.4
140304	Baton Elementary	PK-05	RD	05	RG	FEM	34	6	17.6	6	17.6	3	8.8	15	44.1	4	11.8	19	55.9	22	64.7	451.9
140304	Baton Elementary	PK-05	RD	05	RG	FEM_WHTE	30	5	16.7	4	13.3	2	6.7	15	50.0	4	13.3	19	63.3	21	70.0	453.0
140304	Baton Elementary	PK-05	RD	05	RG	MALE	34	-	-	-	-	-	-	-	-	-	<5	16	47.1	20	58.8	450.3
140304	Baton Elementary	PK-05	RD	05	RG	MALE_WHTE	33	-	-	-	-	-	-	-	-	-	<5	16	48.5	20	60.6	450.3
140304	Baton Elementary	PK-05	RD	05	RG	NOT_EDS	23	-	-	-	<5	-	-	-	-	-	-	18	78.3	20	87.0	456.3
140304	Baton Elementary	PK-05	RD	05	RG	NOT_LEP	68	15	22.1	11	16.2	7	10.3	30	44.1	5	7.4	35	51.5	42	61.8	451.1
140304	Baton Elementary	PK-05	RD	05	RG	NOT_SWD	58	5	8.6	11	19.0	7	12.1	30	51.7	5	8.6	35	60.3	42	72.4	453.8
140304	Baton Elementary	PK-05	RD	05	RG	SWD	10	-	>95	-	<5	-	<5	-	<5	-	<5	-	<5	-	<5	435.5
140304	Baton Elementary	PK-05	RD	05	RG	WHTE	63	14	22.2	8	12.7	6	9.5	30	47.6	5	7.9	35	55.6	41	65.1	451.6
140304	Baton Elementary	PK-05	RD	GS	ALL	AIG	23	-	<5	-	<5	-	<5	-	-	-	-	21	91.3	-	>95	
140304	Baton Elementary	PK-05	RD	GS	ALL	AIG_MATH	17	-	<5	-	-	-	-	-	-	-	-	15	88.2	16	94.1	
140304	Baton Elementary	PK-05	RD	GS	ALL	AIG_READ	16	-	<5	-	<5	-	-	-	-	-	-	15	93.8	-	>95	
140304	Baton Elementary	PK-05	RD	GS	ALL	ALL	199	38	19.1	43	21.6	22	11.1	84	42.2	12	6.0	96	48.2	118	59.3	
140304	Baton Elementary	PK-05	RD	GS	ALL	EDS	120	-	-	-	-	-	-	-	-	-	<5	49	40.8	64	53.3	
140304	Baton Elementary	PK-05	RD	GS	ALL	FEM	95	15	15.8	21	22.1	10	10.5	43	45.3	6	6.3	49	51.6	59	62.1	
140304	Baton Elementary	PK-05	RD	GS	ALL	FEM_HISP	6	-	-	-	-	-	-	-	<5	-	-	1	16.7	2	33.3	
140304	Baton Elementary	PK-05	RD	GS	ALL	FEM_WHTE	88	13	14.8	18	20.5	9	10.2	43	48.9	5	5.7	48	54.5	57	64.8	
140304	Baton Elementary	PK-05	RD	GS	ALL	HISP	7	-	-	-	-	-	-	-	<5	-	-	1	14.3	3	42.9	
140304	Baton Elementary	PK-05	RD	GS	ALL	MALE	104	23	22.1	22	21.2	12	11.5	41	39.4	6	5.8	47	45.2	59	56.7	
140304	Baton Elementary	PK-05	RD	GS	ALL	MALE_WHTE	99	22	22.2	19	19.2	11	11.1	41	41.4	6	6.1	47	47.5	58	58.6	
140304	Baton Elementary	PK-05	RD	GS	ALL	NOT_EDS	79	13	16.5	12	15.2	7	8.9	38	48.1	9	11.4	47	59.5	54	68.4	
140304	Baton Elementary	PK-05	RD	GS	ALL	NOT_LEP	198	37	18.7	43	21.7	22	11.1	84	42.4	12	6.1	96	48.5	118	59.6	
140304	Baton Elementary	PK-05	RD	GS	ALL	NOT_SWD	174	19	10.9	39	22.4	21	12.1	83	47.7	12	6.9	95	54.6	116	66.7	
140304	Baton Elementary	PK-05	RD	GS	ALL	SWD	25	-	-	-	-	-	<5	-	<5	-	<5	-	<5	2	8.0	
140304	Baton Elementary	PK-05	RD	GS	ALL	WHTE	187	35	18.7	37	19.8	20	10.7	84	44.9	11	5.9	95	50.8	115	61.5	
140304	Baton Elementary	PK-05	RD	GS	RG	AIG	23	-	<5	-	<5	-	<5	-	-	-	-	21	91.3	-	>95	
140304	Baton Elementary	PK-05	RD	GS	RG	AIG_MATH	17	-	<5	-	-	-	-	-	-	-	-	15	88.2	16	94.1	
140304	Baton Elementary	PK-05	RD	GS	RG	AIG_READ	16	-	<5	-	<5	-	-	-	-	-	-	15	93.8	-	>95	
140304	Baton Elementary	PK-05	RD	GS	RG	ALL	199	38	19.1	43	21.6	22	11.1	84	42.2	12	6.0	96	48.2	118	59.3	
140304	Baton Elementary	PK-05	RD	GS	RG	EDS	120	-	-	-	-	-	-	-	-	-	<5	49	40.8	64	53.3	
140304	Baton Elementary	PK-05	RD	GS	RG	FEM	95	15	15.8	21	22.1	10	10.5	43	45.3	6	6.3	49	51.6	59	62.1	
140304	Baton Elementary	PK-05	RD	GS	RG	FEM_HISP	6	-	-	-	-	-	-	-	<5	-	-	1	16.7	2	33.3	
140304	Baton Elementary	PK-05	RD	GS	RG	FEM_WHTE	88	13	14.8	18	20.5	9	10.2	43	48.9	5	5.7	48	54.5	57	64.8	
140304	Baton Elementary	PK-05	RD	GS	RG	HISP	7	-	-	-	-	-	-	-	<5	-	-	1	14.3	3	42.9	
140304	Baton Elementary	PK-05	RD	GS	RG	MALE	104	23	22.1	22	21.2	12	11.5	41	39.4	6	5.8	47	45.2	59	56.7	
140304	Baton Elementary	PK-05	RD	GS	RG	MALE_WHTE	99	22	22.2	19	19.2	11	11.1	41	41.4	6	6.1	47	47.5	58	58.6	
140304	Baton Elementary	PK-05	RD	GS	RG	NOT_EDS	79	13	16.5	12	15.2	7	8.9	38	48.1	9	11.4	47	59.5	54	68.4	
140304	Baton Elementary	PK-05	RD	GS	RG	NOT_LEP	198	37	18.7	43	21.7	22	11.1	84	42.4	12	6.1	96	48.5	118	59.6	
140304	Baton Elementary	PK-05	RD	GS	RG	NOT_SWD	174	19	10.9	39	22.4	21	12.1	83	47.7	12	6.9	95	54.6	116	66.7	
140304	Baton Elementary	PK-05	RD	GS	RG	SWD	25	-	-	-	-	-	<5	-	<5	-	<5	-	<5	2	8.0	
140304	Baton Elementary	PK-05	RD	GS	RG	WHTE	187	35	18.7	37	19.8	20	10.7	84	44.9	11	5.9	95	50.8	115	61.5	
140304	Baton Elementary	PK-05	SC	05	ALL	AIG	9	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	05	ALL	AIG_MATH	7	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	05	ALL	AIG_READ	8	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	05	ALL	ALL	68	6	8.8	12	17.6	6	8.8	27	39.7	17	25.0	44	64.7	50	73.5	
140304	Baton Elementary	PK-05	SC	05	ALL	EDS	45	6	13.3	9	20.0	5	11.1	17	37.8	8	17.8	25	55.6	30	66.7	
140304	Baton Elementary	PK-05	SC	05	ALL	FEM	34	4	11.8	4	11.8	3	8.8	14	41.2	9	26.5	23	67.6	26	76.5	
140304	Baton Elementary	PK-05	SC	05	ALL	FEM_WHTE	30	4	13.3	3	10.0	2	6.7	12	40.0	9	30.0	21	70.0	23	76.7	
140304	Baton Elementary	PK-05	SC	05	ALL	MALE	34	2	5.9	8	23.5	3	8.8	13	38.2	8	23.5	21	61.8	24	70.6	
140304	Baton Elementary	PK-05	SC	05	ALL	MALE_WHTE	33	2	6.1	8	24.2	2	6.1	13	39.4	8	24.2	21	63.6	23	69.7	
140304	Baton Elementary	PK-05	SC	05	ALL	NOT_EDS	23	-	<5	-	-	-	<5	-	-	-	-	19	82.6	20	87.0	
140304	Baton Elementary	PK-05	SC	05	ALL	NOT_LEP	68	6	8.8	12	17.6	6	8.8	27	39.7	17	25.0	44	64.7	50	73.5	
140304	Baton Elementary	PK-05	SC	05	ALL	NOT_SWD	58	3	5.2	6	10.3	5	8.6	27	46.6	17	29.3	44	75.9	49	84.5	
140304	Baton Elementary	PK-05	SC	05	ALL	SWD	10	-	-	-	-	-	-	-	<5	-	<5	-	<5	1	10.0	
140304	Baton Elementary	PK-05	SC	05	ALL	WHTE	63	6	9.5	11	17.5	4	6.3	25	39.7	17	27.0	42	66.7	46	73.0	
140304	Baton Elementary	PK-05	SC	05	RG	AIG	9	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	264.7
140304	Baton Elementary	PK-05	SC	05	RG	AIG_MATH	7	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	266.9
140304	Baton Elementary	PK-05	SC	05	RG	AIG_READ	8	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	264.0
140304	Baton Elementary	PK-05	SC	05	RG	ALL	68	6	8.8	12	17.6	6	8.8	27	39.7	17	25.0	44	64.7	50	73.5	254.9
140304	Baton Elementary	PK-05	SC	05	RG	EDS	45	6	13.3	9	20.0	5	11.1	17	37.8	8	17.8	25	55.6	30	66.7	252.5
140304	Baton Elementary	PK-05	SC	05	RG	FEM	34	4	11.8	4	11.8	3	8.8	14	41.2	9	26.5	23	67.6	26	76.5	255.0
140304	Baton Elementary	PK-05	SC	05	RG	FEM_WHTE	30	4	13.3	3	10.0	2	6.7	12	40.0	9	30.0	21	70.0	23	76.7	255.4
140304	Baton Elementary	PK-05	SC	05	RG	MALE	34	2	5.9	8	23.5	3	8.8	13	38.2	8	23.5	21	61.8	24	70.6	254.8
140304	Baton Elementary	PK-05	SC	05	RG	MALE_WHTE	33	2	6.1	8	24.2	2	6.1	13	39.4	8	24.2	21	63.6	23	69.7	254.9
140304	Baton Elementary	PK-05	SC	05	RG	NOT_EDS	23	-	<5	-	-	-	<5	-	-	-	-	19	82.6	20	87.0	259.6
140304	Baton Elementary	PK-05	SC	05	RG	NOT_LEP	68	6	8.8	12	17.6	6	8.8	27	39.7	17	25.0	44	64.7	50	73.5	254.9
140304	Baton Elementary	PK-05	SC	05	RG	NOT_SWD	58	3	5.2	6	10.3	5	8.6	27	46.6	17	29.3	44	75.9	49	84.5	257.0
140304	Baton Elementary	PK-05	SC	05	RG	SWD	10	-	-	-	-	-	-	-	<5	-	<5	-	<5	1	10.0	242.7
140304	Baton Elementary	PK-05	SC	05	RG	WHTE	63	6	9.5	11	17.5	4	6.3	25	39.7	17	27.0	42	66.7	46	73.0	255.1
140304	Baton Elementary	PK-05	SC	GS	ALL	AIG	9	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	GS	ALL	AIG_MATH	7	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	GS	ALL	AIG_READ	8	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	GS	ALL	ALL	68	6	8.8	12	17.6	6	8.8	27	39.7	17	25.0	44	64.7	50	73.5	
140304	Baton Elementary	PK-05	SC	GS	ALL	EDS	45	6	13.3	9	20.0	5	11.1	17	37.8	8	17.8	25	55.6	30	66.7	
140304	Baton Elementary	PK-05	SC	GS	ALL	FEM	34	4	11.8	4	11.8	3	8.8	14	41.2	9	26.5	23	67.6	26	76.5	
140304	Baton Elementary	PK-05	SC	GS	ALL	FEM_WHTE	30	4	13.3	3	10.0	2	6.7	12	40.0	9	30.0	21	70.0	23	76.7	
140304	Baton Elementary	PK-05	SC	GS	ALL	MALE	34	2	5.9	8	23.5	3	8.8	13	38.2	8	23.5	21	61.8	24	70.6	
140304	Baton Elementary	PK-05	SC	GS	ALL	MALE_WHTE	33	2	6.1	8	24.2	2	6.1	13	39.4	8	24.2	21	63.6	23	69.7	
140304	Baton Elementary	PK-05	SC	GS	ALL	NOT_EDS	23	-	<5	-	-	-	<5	-	-	-	-	19	82.6	20	87.0	
140304	Baton Elementary	PK-05	SC	GS	ALL	NOT_LEP	68	6	8.8	12	17.6	6	8.8	27	39.7	17	25.0	44	64.7	50	73.5	
140304	Baton Elementary	PK-05	SC	GS	ALL	NOT_SWD	58	3	5.2	6	10.3	5	8.6	27	46.6	17	29.3	44	75.9	49	84.5	
140304	Baton Elementary	PK-05	SC	GS	ALL	SWD	10	-	-	-	-	-	-	-	<5	-	<5	-	<5	1	10.0	
140304	Baton Elementary	PK-05	SC	GS	ALL	WHTE	63	6	9.5	11	17.5	4	6.3	25	39.7	17	27.0	42	66.7	46	73.0	
140304	Baton Elementary	PK-05	SC	GS	RG	AIG	9	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	GS	RG	AIG_MATH	7	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	GS	RG	AIG_READ	8	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
140304	Baton Elementary	PK-05	SC	GS	RG	ALL	68	6	8.8	12	17.6	6	8.8	27	39.7	17	25.0	44	64.7	50	73.5	
140304	Baton Elementary	PK-05	SC	GS	RG	EDS	45	6	13.3	9	20.0	5	11.1	17	37.8	8	17.8	25	55.6	30	66.7	
140304	Baton Elementary	PK-05	SC	GS	RG	FEM	34	4	11.8	4	11.8	3	8.8	14	41.2	9	26.5	23	67.6	26	76.5	
140304	Baton Elementary	PK-05	SC	GS	RG	FEM_WHTE	30	4	13.3	3	10.0	2	6.7	12	40.0	9	30.0	21	70.0	23	76.7	
140304	Baton Elementary	PK-05	SC	GS	RG	MALE	34	2	5.9	8	23.5	3	8.8	13	38.2	8	23.5	21	61.8	24	70.6	
140304	Baton Elementary	PK-05	SC	GS	RG	MALE_WHTE	33	2	6.1	8	24.2	2	6.1	13	39.4	8	24.2	21	63.6	23	69.7	
140304	Baton Elementary	PK-05	SC	GS	RG	NOT_EDS	23	-	<5	-	-	-	<5	-	-	-	-	19	82.6	20	87.0	
140304	Baton Elementary	PK-05	SC	GS	RG	NOT_LEP	68	6	8.8	12	17.6	6	8.8	27	39.7	17	25.0	44	64.7	50	73.5	
140304	Baton Elementary	PK-05	SC	GS	RG	NOT_SWD	58	3	5.2	6	10.3	5	8.6	27	46.6	17	29.3	44	75.9	49	84.5	
140304	Baton Elementary	PK-05	SC	GS	RG	SWD	10	-	-	-	-	-	-	-	<5	-	<5	-	<5	1	10.0	
140304	Baton Elementary	PK-05	SC	GS	RG	WHTE	63	6	9.5	11	17.5	4	6.3	25	39.7	17	27.0	42	66.7	46	73.0	
