"RegionName"	"LEACode"	"LEAName"	"SchoolCode"	"SchoolName"	"CharterSchool"	"SchoolType"	"GradeSpan"	"TotalResidentChildren"	"#LowIncomeStudents"	"%LowIncomeStudents"	"SchoolServed"	"Eligibility-ProgramModel"	"EligibilitJustification"	"ProgramJustification"	"#StudentsServedTAS"	"GradesServedTAS"	"Served1stYear"	"Served1stYearComment"	"InEDDIE"	"SchoolYear"
Region 3	390	Granville County Schools	390333	Mount Energy Elementary	N	Regular	 P3-05	471	248	52.65	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	390	Granville County Schools	390334	Northern Granville Middle	N	Regular	 06-08	425	289	68	Y	SW-SW					2012-2013		Y	2013-2014
Region 3	390	Granville County Schools	390336	Joe Toler-Oak Hill Elementary	N	Regular	 PK-05	193	139	72.02	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	390	Granville County Schools	390360	Stovall-Shaw Elementary	N	Regular	 PK-05	346	232	67.05	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	390	Granville County Schools	390362	Tar River Elementary	N	Regular	 PK-05	530	236	44.53	Y	SW-SW					2011-2012		Y	2013-2014
Region 3	390	Granville County Schools	390364	West Oxford Elementary	N	Regular	 PK-05	601	466	77.54	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	390	Granville County Schools	390368	Wilton Elementary	N	Regular	 PK-05	301	143	47.51	Y	SW-SW					2010-2011		Y	2013-2014
Region 3	390	Granville County Schools	390700	JF Webb High School Of Health And Life S	N	Regular	 09-12	299	83	27.76	N	Not Eligible							Y	2013-2014
Region 3	390	Granville County Schools	390704	S Granville High of Health Sci	N	Regular	 09-12	434	129	29.72	N	Not Eligible							Y	2013-2014
Region 3	390	Granville County Schools	390705	S Granville HS of Integ Tech & Lead	N	Regular	 09-12	411	147	35.77	N	TAS							Y	2013-2014
Region 3	39A	Falls Lake Academy	39A000	Falls Lake Academy	Y	Regular	 KG-07	320	55	17.19	N	Not Eligible							Y	2013-2014
Region 3	39B	Oxford Preparatory High School	39B000	Oxford Preparatory High	Y	Regular	 09-09	80	20	25	N	Not Eligible							Y	2013-2014
Region 2	400	Greene County Schools	400308	Greene Central High	N	Regular	 09-12	831	544	65.46	N	SW							Y	2013-2014
Region 2	400	Greene County Schools	400312	Greene County Middle	N	Regular	 06-08	761	547	71.88	Y	SW-SW					2011-2012		Y	2013-2014
Region 2	400	Greene County Schools	400315	Greene Early College High	N	Regular	 09-13	152	99	65.13	N	SW							Y	2013-2014
Region 2	400	Greene County Schools	400318	Greene County Intermediate	N	Regular	 04-05	505	400	79.21	Y	SW-SW					2012-2013		Y	2013-2014
Region 2	400	Greene County Schools	400321	Snow Hill Primary	N	Regular	 PK-01	713	602	84.43	Y	SW-SW					2002-2003		Y	2013-2014
Region 2	400	Greene County Schools	400332	West Greene Elementary	N	Regular	 02-03	451	348	77.16	Y	SW-SW					2002-2003		Y	2013-2014
Region 5	410	Guilford County Schools	410304	Alamance Elementary	N	Regular	 PK-05	842	408	48.46	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410307	Edwin A Alderman Elementary	N	Regular	 PK-05	365	310	84.93	Y	SW-SW					2005-2006		Y	2013-2014
Region 5	410	Guilford County Schools	410310	Allen Jay Elementary	N	Regular	 PK-05	427	391	91.57	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410311	Allen Jay Middle, A Preparatory Academy	N	Regular	 05-08	109	81	74.31	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410313	Southern Guilford Middle 	N	Regular	 06-08	796	617	77.51	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	410	Guilford County Schools	410316	Allen Middle	N	Regular	 06-08	702	614	87.46	Y	SW-SW					2007-2008		Y	2013-2014
Region 5	410	Guilford County Schools	410319	T Wingate Andrews High	N	Regular	 09-12	660	535	81.06	Y	SW-SW					2011-2012		Y	2013-2014
Region 5	410	Guilford County Schools	410322	Archer Elementary	N	Regular	 PK-05	437	398	91.08	Y	SW-SW					2005-2006		Y	2013-2014
Region 5	410	Guilford County Schools	410325	Aycock Middle	N	Regular	 06-08	624	474	75.96	Y	SW-SW					2009-2010		Y	2013-2014
Region 5	410	Guilford County Schools	410326	Middle College High at Bennett	N	Regular	 09-12	94	69	73.4	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410328	Bessemer Elementary	N	Regular	 P1-05	413	397	96.13	Y	SW-SW					2002-2003		Y	2013-2014
Region 5	410	Guilford County Schools	410331	Bluford Elementary	N	Regular	 PK-05	299	270	90.3	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410334	Brightwood Elementary	N	Regular	 PK-05	577	502	87	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410337	Brooks Global Elementary	N	Regular	 PK-05	403	134	33.25	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410340	Monticello-Brown Summit Elem	N	Regular	 PK-05	397	232	58.44	Y	SW-SW					2013-2014		Y	2013-2014
Region 5	410	Guilford County Schools	410341	Brown Summit Middle	N	Regular	 06-08	245	37	15.1	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410343	Claxton Elementary	N	Regular	 PK-05	618	181	29.29	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410346	Colfax Elementary	N	Regular	 P1-05	705	272	38.58	N	TAS							Y	2013-2014
Region 5	410	Guilford County Schools	410349	Ceasar Cone Elementary	N	Regular	 P2-05	388	375	96.65	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410355	James B Dudley High	N	Regular	 09-12	1130	879	77.79	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	410	Guilford County Schools	410358	Eastern Guilford High	N	Regular	 09-12	1003	684	68.2	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410361	Erwin Montessori	N	Regular	 PK-05	294	133	45.24	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410364	Fairview Elementary	N	Regular	 P1-05	425	419	98.59	Y	SW-SW					2005-2006		Y	2013-2014
Region 5	410	Guilford County Schools	410366	Waldo C Falkener Sr Elementary	N	Regular	 PK-05	618	592	95.79	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410367	Ferndale Middle	N	Regular	 06-08	881	716	81.27	Y	SW-SW					2002-2003		Y	2013-2014
Region 5	410	Guilford County Schools	410370	Florence Elementary	N	Regular	 PK-05	738	272	36.86	N	TAS							Y	2013-2014
Region 5	410	Guilford County Schools	410373	Julius I Foust Elementary	N	Regular	 PK-05	379	361	95.25	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410376	Cyrus P Frazier Elementary	N	Regular	 P2-05	293	258	88.05	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410379	Gateway Education Center	N	EC	 P2-UG	64	38	59.38	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410382	Gibsonville Elementary	N	Regular	 PK-05	463	250	54	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410385	Gillespie Park Elementary	N	Regular	 PK-05	224	215	95.98	Y	SW-SW					2003-2004		Y	2013-2014
Region 5	410	Guilford County Schools	410388	General Greene Elementary	N	Regular	 PK-05	501	172	34.33	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410390	GC Middle College High	N	Regular	 11-12	94	15	15.96	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410391	Penn-Griffin Schools	N	Regular	 06-12	628	359	57.17	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410394	Grimsley High	N	Regular	 09-12	1527	519	33.99	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410395	Early College at Guilford	N	Regular	 09-12	178	15	8.43	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410396	High School Ahead Academy	N	Alternate	 08-08	97	87	89.69	Y	SW-SW					2009-2010		Y	2013-2014
Region 5	410	Guilford County Schools	410397	Guilford Middle	N	Regular	 06-08	757	545	71.99	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410398	Doris Henderson Newcomers Sch	N	Regular	 03-12	225	216	96	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410399	Middle College at GTCC-GSO	N	Regular	 09-13	85	53	62.35	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410400	Guilford Elementary	N	Regular	 PK-05	568	449	79.05	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410401	GTCC Middle College High	N	Regular	 09-13	134	64	47.76	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410402	Otis L Hairston Sr Middle 	N	Regular	 06-08	693	643	92.78	Y	SW-SW					2003-2004		Y	2013-2014
Region 5	410	Guilford County Schools	410403	Hampton Elem Univ Partnership	N	Regular	 P2-05	248	242	97.58	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	410	Guilford County Schools	410406	High Point Central High	N	Regular	 09-12	1184	745	62.92	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410407	The Academy at Central	N	Regular	 09-12	118	96	81.36	Y	SW-SW					2009-2010		Y	2013-2014
Region 5	410	Guilford County Schools	410408	Middle College GTCC High Point	N	Regular	 09-13	97	47	48.45	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410409	Hunter Elementary	N	Regular	 PK-05	432	421	97.45	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410412	Irving Park Elementary	N	Regular	 PK-05	640	470	73.44	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	410	Guilford County Schools	410415	Jackson Middle	N	Regular	 06-08	449	436	97.1	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	410	Guilford County Schools	410418	Jamestown Elementary	N	Regular	 PK-05	495	358	72.32	Y	SW-SW					2008-2009		Y	2013-2014
Region 5	410	Guilford County Schools	410421	Jamestown Middle	N	Regular	 06-08	1160	621	53.53	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410423	Jefferson Elementary	N	Regular	 PK-05	685	435	63.5	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410424	Jesse Wharton Elem	N	Regular	 PK-05	538	176	32.71	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410427	Johnson Street Global Studies	N	Regular	 KG-08	335	259	77.31	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410430	David D Jones Elementary	N	Regular	 PK-05	690	388	56.23	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410436	James Y Joyner Elementary	N	Regular	 PK-05	341	254	74.49	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	410	Guilford County Schools	410437	Kernodle Middle	N	Regular	 06-08	969	230	23.74	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410439	Kirkman Park Elementary	N	Regular	 PK-05	241	226	93.78	Y	SW-SW					2003-2004		Y	2013-2014
Region 5	410	Guilford County Schools	410442	Kiser Middle	N	Regular	 06-08	880	500	56.82	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410448	Lincoln Academy	N	Regular	 04-08	759	317	41.77	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410451	John Van Lindley Elementary 	N	Regular	 P2-05	419	226	53.94	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410454	Madison Elementary	N	Regular	 PK-05	213	123	57.75	Y	SW-SW					2013-2014		Y	2013-2014
Region 5	410	Guilford County Schools	410457	Herbin Metz Education Center	N	EC	 P2-UG	44	25	56.82	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410458	C Joyner Greene Education Center	N	EC	 09-12	60	44	73.33	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410460	Eastern Guilford Middle	N	Regular	 06-08	972	705	72.53	Y	SW-SW					2011-2012		Y	2013-2014
Region 5	410	Guilford County Schools	410461	McLeansville Elementary	N	Regular	 PK-05	428	319	74.53	Y	SW-SW					2008-2009		Y	2013-2014
Region 5	410	Guilford County Schools	410462	Ronald E. McNair Elementary 	N	Regular	 PK-05	489	394	80.57	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410463	Mendenhall Middle	N	Regular	 06-08	936	454	48.5	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410464	Haynes Inman Education Center	N	EC	 P2-UG	63	35	55.56	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410466	Millis Road Elementary	N	Regular	 PK-05	482	192	39.83	N	TAS							Y	2013-2014
Region 5	410	Guilford County Schools	410469	Montlieu Academy of Technology	N	Regular	 PK-05	522	496	95.02	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410472	Morehead Elementary	N	Regular	 PK-05	542	294	54.24	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410478	Murphey Traditional Academy	N	Regular	 PK-05	312	267	85.58	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410481	Nathanael Greene Elementary	N	Regular	 PK-05	297	121	40.74	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410483	Middle College High @ NC A&T	N	Regular	 09-12	112	69	61.61	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410484	Northeast Guilford High	N	Regular	 09-12	876	535	61.07	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410486	Northern Guilford Elementary	N	Regular	 PK-05	670	101	15.07	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410487	Northeast Guilford Middle	N	Regular	 06-08	831	587	70.64	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410488	Northern Guilford Middle	N	Regular	 06-08	947	208	21.96	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410489	Northern Guilford High	N	Regular	 09-12	1177	191	16.23	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410490	Northwest Guilford High	N	Regular	 09-12	1750	222	12.69	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410491	EP Pearce Elementary	N	Regular	 PK-05	662	105	15.86	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410493	Northwest Guilford Middle	N	Regular	 06-08	997	142	14.24	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410496	Northwood Elementary	N	Regular	 PK-05	648	559	86.27	Y	SW-SW					2003-2004		Y	2013-2014
Region 5	410	Guilford County Schools	410499	Oak Hill Elementary	N	Regular	 PK-05	426	421	98.83	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	410	Guilford County Schools	410502	Oak Ridge Elementary	N	Regular	 PK-05	684	66	9.65	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410505	Oak View Elementary	N	Regular	 PK-05	462	387	83.77	Y	SW-SW					2005-2006		Y	2013-2014
Region 5	410	Guilford County Schools	410508	Page High	N	Regular	 09-12	1666	748	44.9	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410511	Parkview Village Elementary	N	Regular	 PK-05	349	343	98.28	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410514	Clara J Peck Elementary 	N	Regular	 P2-05	303	296	97.69	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410517	Peeler Open Elementary	N	Regular	 PK-05	369	238	64.5	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410522	Pilot Elementary	N	Regular	 PK-05	888	443	49.89	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410523	Pleasant Garden Elementary	N	Regular	 PK-05	522	255	48.85	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410529	Lucy Ragsdale High	N	Regular	 09-12	1202	556	46.26	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410530	Reedy Fork Elementary	N	Regular	 PK-05	489	364	74.44	Y	SW-SW					2011-2012		Y	2013-2014
Region 5	410	Guilford County Schools	410532	Rankin Elementary	N	Regular	 PK-05	761	734	96.45	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	410	Guilford County Schools	410533	SCALE School	N	Alternate	 06-12	39	32	82.05	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410534	Pruett SCALE Academy	N	Alternate	 06-12	35	26	74.29	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410535	Sedalia Elementary	N	Regular	 PK-05	403	217	53.85	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410538	Sedgefield Elementary	N	Regular	 P2-05	496	478	96.37	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410541	Shadybrook Elementary	N	Regular	 PK-05	589	222	37.69	N	TAS							Y	2013-2014
Region 5	410	Guilford County Schools	410544	Ben L. Smith High School	N	Regular	 09-12	1025	872	85.07	Y	SW-SW					2010-2011		Y	2013-2014
Region 5	410	Guilford County Schools	410545	The Academy at Smith	N	Regular	 09-12	186	130	69.89	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410547	Southeast Guilford High	N	Regular	 09-12	1280	407	31.8	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410550	Southeast Guilford Middle	N	Regular	 06-08	982	411	41.85	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410553	Southern Elementary	N	Regular	 PK-05	333	213	63.96	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410556	Southern Guilford High	N	Regular	 09-12	1047	652	62.27	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410559	Southwest  Elementary	N	Regular	 PK-05	712	149	20.93	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410562	Southwest Guilford High	N	Regular	 09-12	1257	485	38.58	N	TAS							Y	2013-2014
Region 5	410	Guilford County Schools	410565	Southwest Guilford Middle	N	Regular	 06-08	1145	482	42.1	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410568	Sternberger Elementary	N	Regular	 P2-05	356	53	14.89	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410569	STEM Early College @ NC A&T SU	N	Regular	 09-10	48	15	31.25	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410571	Stokesdale Elementary	N	Regular	 P1-05	510	102	20	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410574	Summerfield Elementary	N	Regular	 PK-05	670	119	17.76	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410577	Sumner Elementary	N	Regular	 PK-05	575	488	84.87	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410578	Triangle Lake Montessori Elem	N	Regular	 P1-05	470	309	65.74	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	410	Guilford County Schools	410579	UNCG Early/Middle College	N	Regular	 09-12	101	44	43.56	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410580	Union Hill Elementary	N	Regular	 PK-05	449	410	91.31	Y	SW-SW					2004-2005		Y	2013-2014
Region 5	410	Guilford County Schools	410583	Vandalia Elementary	N	Regular	 P1-05	261	223	85.44	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	410	Guilford County Schools	410586	Washington Elementary	N	Regular	 PK-05	351	288	82.05	Y	SW-SW					2001-2002		Y	2013-2014
Region 5	410	Guilford County Schools	410589	Philip J Weaver Ed Center	N	Regular	 09-12	275	42	15.27	N	Not Eligible							Y	2013-2014
Region 5	410	Guilford County Schools	410592	Welborn Middle	N	Regular	 06-08	489	432	88.34	Y	SW-SW					2008-2009		Y	2013-2014
Region 5	410	Guilford County Schools	410595	Western Guilford High	N	Regular	 09-12	1078	471	43.69	N	SW							Y	2013-2014
Region 5	410	Guilford County Schools	410598	Wiley Accel/Enrichment	N	Regular	 PK-05	257	256	99.61	Y	SW-SW					2001-2002		Y	2013-2014
Region 5	41B	Greensboro Academy	41B000	Greensboro Academy	Y	Regular	 KG-08	741	59	7.96	N	Not Eligible							Y	2013-2014
Region 5	41C	Guilford Preparatory Academy	41C000	Guilford Preparatory Academy	Y	Regular	 KG-08	266	216	81.2	Y	SW-SW					2006-2007		Y	2013-2014
Region 5	41D	Phoenix Academy Inc	41D000	Phoenix Academy	Y	Regular	 KG-05	720	30	4.17	N	Not Eligible							Y	2013-2014
Region 5	41F	Triad Math and Science Academy	41F000	Triad Math and Science Academy	Y	Regular	 KG-11	591	204	34.52	N	Not Eligible							Y	2013-2014
Region 5	41G	Cornerstone Charter Academy	41G000	Cornerstone Charter Academy-CFA	Y	Regular	 KG-07	647	10	1.55	N	Not Eligible							Y	2013-2014
Region 5	41H	The College Preparatory and Leadership A	41H000	College Prep and Leadership Academy	Y	Regular	 KG-05	102	68	66.67	Y	SW-SW					2012-2013		Y	2013-2014
Region 5	41J	Summerfield Charter Academy	41J000	Summerfield Charter Academy	Y	Regular	 KG-06	589	0	0	N	Not Eligible							Y	2013-2014
