RegionName	LEACode	LEA Name	SchoolCode	School Name	CharterSchool	SchoolType	GradeSpan	TotalResident	# LowIncome	% LowIncome	SchoolServed	Eligibility -ProgramModel	EligibilityJustification	ProgramJustification	# StudentsServedTAS	GradesServedTAS	Served1st Year	Served1st YearComment	InEDDIE	SchoolYear
Region 1	280	Dare County Schools	280310	Nags Head Elementary School	N		PK,0K,01,02,03,04,05	602	269	44.68	Y	SW-SW					2006-2007		Y	2014-2015
Region 1	280	Dare County Schools	280312	Manteo Elementary School	N		PK,0K,01,02,03,04,05	752	462	61.44	Y	SW-SW					2006-2007		Y	2014-2015
Region 1	280	Dare County Schools	280316	Manteo High School	N		09,10,11,12	441	191	43.31	N	SW							Y	2014-2015
Region 1	280	Dare County Schools	280320	Manteo Middle School	N		06,07,08	375	219	58.4	N	SW							Y	2014-2015
Region 1	280	Dare County Schools	280324	First Flight Elementary School	N		PK,0K,01,02,03,04,05	387	167	43.15	Y	SW-SW					2006-2007		Y	2014-2015
Region 1	280	Dare County Schools	280328	First Flight Middle School	N		06,07,08	621	216	34.78	N	Not Title I							Y	2014-2015
Region 1	280	Dare County Schools	280330	First Flight High School	N		09,10,11,12	786	211	26.84	N	Not Title I							Y	2014-2015
Region 5	290	Davidson County Schools	290302	Brier Creek Elementary	N		PK,0K,01,02,03,04,05	347	206	59.37	Y	SW-SW					2001-2002		Y	2014-2015
Region 5	290	Davidson County Schools	290306	Northwest Elementary	N		PK,0K,01,02,03,04,05	553	201	36.35	N	TAS							Y	2014-2015
Region 5	290	Davidson County Schools	290307	Southmont Elementary	N		PK,0K,01,02,03,04,05	386	243	62.95	Y	SW-SW					2009-2010		Y	2014-2015
Region 5	290	Davidson County Schools	290308	Central Davidson High	N		09,10,11,12	773	349	45.15	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290309	Central Davidson Middle	N		06,07,08	822	456	55.47	Y	SW-SW					2014-2015		Y	2014-2015
Region 5	290	Davidson County Schools	290310	Stoner-Thomas School	N		0K,01,02,03,04,05,06,07,08,09,10,11,12	68	48	70.59	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290312	Churchland Elementary	N		PK,0K,01,02,03,04,05	456	298	65.35	Y	SW-SW					2005-2006		Y	2014-2015
Region 5	290	Davidson County Schools	290314	Davidson County High School	N		06,07,08,09,10,11,12	53	37	69.81	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290315	Davidson Early College	N		09,10,11,12,13	107	52	48.6	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290316	Davis-Townsend Elementary	N		PK,0K,01,02,03,04,05	530	247	46.6	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290320	Denton Elementary	N		PK,0K,01,02,03,04,05	387	245	63.31	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	290	Davidson County Schools	290322	E Lawson Brown Middle	N		06,07,08	775	410	52.9	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290324	East Davidson High	N		09,10,11,12	757	305	40.29	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290328	Fair Grove Elementary	N		PK,0K,01,02,03,04,05	530	287	54.15	Y	SW-SW					2009-2010		Y	2014-2015
Region 5	290	Davidson County Schools	290330	Friedberg Elementary	N		PK,0K,01,02,03,04,05	467	146	31.26	N	Not Title I							Y	2014-2015
Region 5	290	Davidson County Schools	290332	Hasty Elementary	N		PK,0K,01,02,03,04,05	574	337	58.71	Y	SW-SW					2009-2010		Y	2014-2015
Region 5	290	Davidson County Schools	290333	Friendship Elementary	N		PK,0K,01,02,03,04,05	462	171	37.01	N	TAS							Y	2014-2015
Region 5	290	Davidson County Schools	290334	Ledford Middle	N		06,07,08	709	292	41.18	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290336	Ledford Senior High	N		09,10,11,12	982	294	29.94	N	Not Title I							Y	2014-2015
Region 5	290	Davidson County Schools	290344	Midway Elementary	N		PK,0K,01,02,03,04,05	530	233	43.96	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290348	North Davidson High	N		09,10,11,12	1236	354	28.64	N	Not Title I							Y	2014-2015
Region 5	290	Davidson County Schools	290350	North Davidson Middle	N		06,07,08	809	305	37.7	N	TAS							Y	2014-2015
Region 5	290	Davidson County Schools	290351	Oak Grove Middle	N		06,07,08	749	263	35.11	N	TAS							Y	2014-2015
Region 5	290	Davidson County Schools	290352	Pilot Elementary	N		PK,0K,01,02,03,04,05	440	248	56.36	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	290	Davidson County Schools	290356	Reeds Elementary	N		PK,0K,01,02,03,04,05	389	206	52.96	Y	SW-SW					2009-2010		Y	2014-2015
Region 5	290	Davidson County Schools	290364	Silver Valley Elementary	N		PK,0K,01,02,03,04,05	252	196	77.78	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	290	Davidson County Schools	290365	South Davidson High	N		09,10,11,12	338	173	51.18	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290366	Southwood Elementary	N		PK,0K,01,02,03,04,05	621	430	69.24	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	290	Davidson County Schools	290367	South Davidson Middle	N		06,07,08	379	232	61.21	Y	SW-SW					2014-2015		Y	2014-2015
Region 5	290	Davidson County Schools	290375	Tyro Elementary	N		PK,0K,01,02,03,04,05	394	242	61.42	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	290	Davidson County Schools	290376	Tyro Middle	N		06,07,08	668	341	51.05	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290380	Wallburg Elementary	N		PK,0K,01,02,03,04,05	859	303	35.27	N	TAS							Y	2014-2015
Region 5	290	Davidson County Schools	290384	Welcome Elementary	N		PK,0K,01,02,03,04,05	591	310	52.45	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	290	Davidson County Schools	290388	West Davidson High	N		09,10,11,12	615	272	44.23	N	SW							Y	2014-2015
Region 5	290	Davidson County Schools	290389	Yadkin Valley Regional Career Academy	N		09,10,11	98	54	55.1	N	SW							Y	2014-2015
Region 5	291	Lexington City Schools	291308	Charles England Elementary School	N		01,02,03,04,05	611	519	84.94	Y	SW-SW					2005-2006		Y	2014-2015
Region 5	291	Lexington City Schools	291332	Lexington Middle School	N		06,07,08	672	586	87.2	Y	SW-SW					2002-2003		Y	2014-2015
Region 5	291	Lexington City Schools	291336	Lexington Senior High	N		09,10,11,12	735	574	78.1	N	SW							Y	2014-2015
Region 5	291	Lexington City Schools	291340	Pickett Elementary School	N		01,02,03,04,05	359	335	93.31	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	291	Lexington City Schools	291348	South Lexington School	N		PK,0K	428	393	91.82	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	291	Lexington City Schools	291350	South Lexington Development Center	N		0K,01,02,03,04,05,06,07,08,09,10,11,12	31	18	58.06	N	SW							Y	2014-2015
Region 5	291	Lexington City Schools	291352	Southwest Elementary School	N		01,02,03,04,05	349	318	91.12	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	292	Thomasville City Schools	292316	Liberty Drive Elementary	N		04,05	342	314	91.81	Y	SW-SW					2004-2005		Y	2014-2015
Region 5	292	Thomasville City Schools	292318	Thomasville Primary	N		PK,0K,01,02,03	811	764	94.2	Y	SW-SW					2004-2005		Y	2014-2015
Region 5	292	Thomasville City Schools	292320	Thomasville Middle	N		06,07,08	565	506	89.56	N	SW							Y	2014-2015
Region 5	292	Thomasville City Schools	292324	Thomasville High	N		09,10,11,12	687	567	82.53	N	SW							Y	2014-2015
Region 7	300	Davie County Schools	300306	Central Davie Academy	N		06,07,08,09,10,11,12	19	17	89.47	N	SW							Y	2014-2015
Region 7	300	Davie County Schools	300308	Cooleemee Elementary	N		0K,01,02,03,04,05	468	382	81.62	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	300	Davie County Schools	300310	Cornatzer Elementary	N		0K,01,02,03,04,05	391	256	65.47	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	300	Davie County Schools	300312	Davie County High	N		09,10,11,12	1437	614	42.73	N	SW							Y	2014-2015
Region 7	300	Davie County Schools	300314	Davie County Early College High	N		09,10,11,12,13	136	60	44.12	N	SW							Y	2014-2015
Region 7	300	Davie County Schools	300320	Mocksville Elementary	N		0K,01,02,03,04,05	566	342	60.42	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	300	Davie County Schools	300325	North Davie Middle	N		06,07,08	470	201	42.77	N	SW							Y	2014-2015
Region 7	300	Davie County Schools	300326	Pinebrook Elementary	N		0K,01,02,03,04,05	516	210	40.7	Y	SW-SW					2011-2012		Y	2014-2015
Region 7	300	Davie County Schools	300328	Shady Grove Elementary	N		0K,01,02,03,04,05	558	111	19.89	N	Not Title I							Y	2014-2015
Region 7	300	Davie County Schools	300330	South Davie Middle	N		06,07,08	543	326	60.04	N	SW							Y	2014-2015
Region 7	300	Davie County Schools	300336	William R Davie Elementary	N		0K,01,02,03,04,05	407	239	58.72	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	300	Davie County Schools	300337	William Ellis Middle	N		06,07,08	536	162	30.22	N	Not Title I							Y	2014-2015
Region 2	310	Duplin County Schools	310304	B F Grady Elementary	N		PK,0K,01,02,03,04,05,06,07,08	929	789	84.93	Y	SW-SW					2005-2006		Y	2014-2015
Region 2	310	Duplin County Schools	310308	Beulaville Elementary	N		PK,0K,01,02,03,04,05,06,07,08	962	621	64.55	Y	SW-SW					2002-2003		Y	2014-2015
Region 2	310	Duplin County Schools	310324	Charity Middle	N		06,07,08	543	410	75.51	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	310	Duplin County Schools	310330	Chinquapin Elementary	N		PK,0K,01,02,03,04,05,06,07,08	593	365	61.55	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	310	Duplin County Schools	310336	Warsaw Elementary	N		PK,0K,01,02,03,04,05	557	518	93	Y	SW-SW					2004-2005		Y	2014-2015
Region 2	310	Duplin County Schools	310338	Duplin Early College High	N		09,10,11,12,13	171	122	71.35	N	SW							Y	2014-2015
Region 2	310	Duplin County Schools	310340	E E Smith Middle	N		PK,06,07,08	424	321	75.71	Y	SW-SW					2005-2006		Y	2014-2015
Region 2	310	Duplin County Schools	310344	East Duplin High	N		09,10,11,12	937	535	57.1	N	SW							Y	2014-2015
Region 2	310	Duplin County Schools	310352	James Kenan High	N		09,10,11,12	672	491	73.07	N	SW							Y	2014-2015
Region 2	310	Duplin County Schools	310356	Kenansville Elementary	N		PK,0K,01,02,03,04,05	388	309	79.64	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	310	Duplin County Schools	310360	North Duplin Elementary	N		PK,0K,01,02,03,04,05,06	639	491	76.84	Y	SW-SW					2004-2005		Y	2014-2015
Region 2	310	Duplin County Schools	310364	North Duplin Jr Sr High	N		07,08,09,10,11,12	512	306	59.77	N	SW							Y	2014-2015
Region 2	310	Duplin County Schools	310384	Rose Hill-Magnolia Elementary	N		PK,0K,01,02,03,04,05	766	726	94.78	Y	SW-SW					2004-2005		Y	2014-2015
Region 2	310	Duplin County Schools	310388	Wallace Elementary	N		PK,0K,01,02,03,04,05	785	611	77.83	Y	SW-SW					2006-2007		Y	2014-2015
Region 2	310	Duplin County Schools	310392	Wallace-Rose Hill High	N		09,10,11,12	591	376	63.62	N	SW							Y	2014-2015
Region 2	310	Duplin County Schools	310396	Warsaw Middle	N		PK,06,07,08	223	201	90.13	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	320	Durham Public Schools	320304	Bethesda Elementary	N		0K,01,02,03,04,05	695	563	81.01	Y	SW-SW					2002-2003		Y	2014-2015
Region 3	320	Durham Public Schools	320306	Brogden Middle	N		06,07,08	680	498	73.24	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320308	Burton Elementary	N		PK,0K,01,02,03,04,05	378	329	87.04	Y	SW-SW					2002-2003		Y	2014-2015
Region 3	320	Durham Public Schools	320309	J D Clement Early College HS	N		09,10,11,12	336	196	58.33	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320310	Eastway Elementary	N		PK,0K,01,02,03,04,05	619	619	100	Y	SW-SW					2001-2002		Y	2014-2015
Region 3	320	Durham Public Schools	320312	C E Jordan High	N		09,10,11,12	1774	708	39.91	N	TAS							Y	2014-2015
Region 3	320	Durham Public Schools	320313	Easley Elementary	N		0K,01,02,03,04,05	590	157	26.61	N	Not Title I							Y	2014-2015
Region 3	320	Durham Public Schools	320314	The School for Creative Studies	N		06,07,08,09,10,11	261	138	52.87	Y	SW-SW					2010-2011		Y	2014-2015
Region 3	320	Durham Public Schools	320315	Eno Valley Elementary	N		PK,0K,01,02,03,04,05	636	530	83.33	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	320	Durham Public Schools	320316	George L Carrington Middle	N		06,07,08	1156	720	62.28	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320317	City of Medicine Academy	N		09,10,11,12	330	186	56.36	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320318	Club Boulevard Elementary	N		0K,01,02,03,04,05	519	313	60.31	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	320	Durham Public Schools	320319	Creekside Elementary	N		0K,01,02,03,04,05	873	387	44.33	Y	SW-SW					2009-2010		Y	2014-2015
Region 3	320	Durham Public Schools	320320	Glenn Elementary	N		0K,01,02,03,04,05	671	622	92.7	Y	SW-SW					2002-2003		Y	2014-2015
Region 3	320	Durham Public Schools	320322	Durham's Performance Learning Center	N		09,10,11,12	217	145	66.82	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320323	Durham School of the Arts	N		06,07,08,09,10,11,12	1567	607	38.74	N	TAS							Y	2014-2015
Region 3	320	Durham Public Schools	320324	Hillandale Elementary	N		PK,0K,01,02,03,04,05	698	400	57.31	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	320	Durham Public Schools	320325	Hillside High	N		09,10,11,12	1227	802	65.36	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320327	Hope Valley Elementary	N		0K,01,02,03,04,05	652	413	63.34	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	320	Durham Public Schools	320328	Holt Elementary	N		PK,0K,01,02,03,04,05	588	519	88.27	Y	SW-SW					2004-2005		Y	2014-2015
Region 3	320	Durham Public Schools	320329	Holton Career and Resource Center	N		NG	0	0	0	N	Not Title I							Y	2014-2015
Region 3	320	Durham Public Schools	320332	Forest View Elementary	N		0K,01,02,03,04,05	692	420	60.69	Y	SW-SW					2004-2005		Y	2014-2015
Region 3	320	Durham Public Schools	320336	DPS Hospital School	N		PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	58	19	32.76	N	Not Title I							Y	2014-2015
Region 3	320	Durham Public Schools	320338	James E Shepard Middle	N		06,07,08	526	382	72.62	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320339	Lakewood Elementary	N		PK,0K,01,02,03,04,05	460	460	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	320	Durham Public Schools	320340	Little River Elementary	N		PK,0K,01,02,03,04,05,06	397	153	38.54	N	TAS							Y	2014-2015
Region 3	320	Durham Public Schools	320341	Lakeview School	N		06,07,08,09,10,11,12	139	139	100	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320342	Lakewood Montessori Middle	N		06,07,08	289	140	48.44	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320343	Lucas Middle	N		06,07,08	620	396	63.87	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320344	Fayetteville Street Elementary	N		PK,0K,01,02,03,04,05	246	246	100	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	320	Durham Public Schools	320346	Lowe's Grove Middle	N		06,07,08	697	545	78.19	Y	SW-SW					2010-2011		Y	2014-2015
Region 3	320	Durham Public Schools	320347	George Watts Elementary	N		PK,0K,01,02,03,04,05	340	163	47.94	Y	SW-SW					2004-2005		Y	2014-2015
Region 3	320	Durham Public Schools	320348	Mangum Elementary	N		0K,01,02,03,04,05	370	98	26.49	N	Not Title I							Y	2014-2015
Region 3	320	Durham Public Schools	320352	Merrick-Moore Elementary	N		PK,0K,01,02,03,04,05	708	634	89.55	Y	SW-SW					2002-2003		Y	2014-2015
Region 3	320	Durham Public Schools	320353	Middle College HS @ DTCC	N		11,12	31	16	51.61	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320354	Morehead Montessori	N		PK,0K,01,02,03,04,05	212	85	40.09	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320355	Neal Middle	N		06,07,08	891	746	83.73	Y	SW-SW					2010-2011		Y	2014-2015
Region 3	320	Durham Public Schools	320356	Northern High	N		09,10,11,12	1403	826	58.87	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320360	Oak Grove Elementary	N		PK,0K,01,02,03,04,05	580	443	76.38	Y	SW-SW					2004-2005		Y	2014-2015
Region 3	320	Durham Public Schools	320362	Parkwood Elementary	N		0K,01,02,03,04,05	562	401	71.35	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	320	Durham Public Schools	320363	E K Powe Elementary	N		PK,0K,01,02,03,04,05	396	255	64.39	Y	SW-SW					2002-2003		Y	2014-2015
Region 3	320	Durham Public Schools	320364	Pearsontown Elementary	N		PK,0K,01,02,03,04,05	823	255	30.98	N	Not Title I							Y	2014-2015
Region 3	320	Durham Public Schools	320365	Riverside High	N		09,10,11,12	1810	944	52.15	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320366	Sherwood Githens Middle	N		06,07,08	1008	694	68.85	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320367	R N Harris Elementary	N		PK,0K,01,02,03,04,05	363	323	88.98	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	320	Durham Public Schools	320368	Southern School of Energy and Sustainabi	N		09,10,11,12	953	700	73.45	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320369	Sandy Ridge Elementary	N		PK,0K,01,02,03,04,05	594	345	58.08	Y	SW-SW					2012-2013		Y	2014-2015
Region 3	320	Durham Public Schools	320370	Rogers-Herr Middle	N		06,07,08	632	283	44.78	N	SW							Y	2014-2015
Region 3	320	Durham Public Schools	320372	Southwest Elementary	N		PK,0K,01,02,03,04,05	635	401	63.15	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	320	Durham Public Schools	320374	C C Spaulding Elementary	N		PK,0K,01,02,03,04,05	270	270	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	320	Durham Public Schools	320376	Spring Valley Elementary	N		PK,0K,01,02,03,04,05	597	386	64.66	Y	SW-SW					2009-2010		Y	2014-2015
Region 3	320	Durham Public Schools	320388	W G Pearson Elementary	N		PK,0K,01,02,03,04,05	555	489	88.11	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	320	Durham Public Schools	320400	Y E Smith Elementary	N		PK,0K,01,02,03,04,05	400	400	100	Y	SW-SW					2004-2005		Y	2014-2015
Region 3	320	Durham Public Schools	320701	Hillside New Tech High	N		09,10,11,12	321	178	55.45	N	SW							Y	2014-2015
Region 3	32A	Maureen Joy Charter School	32A000	Maureen Joy Charter School	Y		0K,01,02,03,04,05,06,07,08	472	415	87.92	Y	SW-SW					2011-2012		Y	2014-2015
Region 3	32B	Healthy Start Academy	32B000	Healthy Start Academy	Y		0K,01,02,03,04,05,06,07,08	333	325	97.6	Y	SW-SW					2001-2002		Y	2014-2015
Region 3	32C	Carter Community Charter	32C000	Carter Community Charter	Y		0K,01,02,03,04,05,06,07,08	285	231	81.05	Y	SW-SW					2001-2002		Y	2014-2015
Region 3	32D	Kestrel Heights School	32D000	Kestrel Heights School	Y		0K,01,02,03,04,05,06,07,08,09,10,11,12	984	91	9.25	N	Not Title I					2014-2015		Y	2014-2015
Region 3	32H	Research Triangle Charter	32H000	Research Triangle Charter	Y		0K,01,02,03,04,05,06,07,08	678	415	61.21	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	32K	Central Park School For Child	32K000	Central Park School For Child	Y		0K,01,02,03,04,05,06	366	50	13.66	N	Not Title I							Y	2014-2015
Region 3	32L	Voyager Academy	32L000	Voyager Academy	Y		0K,01,02,03,04,05,06,07,08,09,10,11,12	1346	131	9.73	Y	TAS-TAS	Charter School		20		2012-2013		Y	2014-2015
Region 3	32M	Global Scholars Academy	32M000	Global Scholars Academy	Y		0K,01,02,03,04,05,06,07	167	167	100	Y	SW-SW					2011-2012		Y	2014-2015
Region 3	32N	Research Triangle High	32N000	Research Triangle High	Y		09,10,11,12	350	70	20	N	Not Title I							Y	2014-2015
Region 3	32P	The Institute Development Young Leaders	32P000	The Institute Development Young Leaders	Y		0K,01,02,03,04,05,06	138	100	72.46	N	SW							Y	2014-2015
Region 3	32Q	Reaching All Minds Academy	32Q000	Reaching All Minds Academy	Y		0K,01,02,03	124	116	93.55	Y	SW-SW					2014-2015		Y	2014-2015
Region 3	330	Edgecombe County Public Schools	330304	G W Bulluck Elementary	N		PK,0K,01,02,03,04,05	711	410	57.67	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	330	Edgecombe County Public Schools	330308	G W Carver Elementary	N		PK,0K,01,02,03,04,05	770	397	51.56	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	330	Edgecombe County Public Schools	330312	Coker-Wimberly Elementary	N		PK,0K,01,02,03,04,05	379	241	63.59	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	330	Edgecombe County Public Schools	330326	Edgecombe Early College High	N		09,10,11,12,13	151	29	19.21	N	Not Title I							Y	2014-2015
Region 3	330	Edgecombe County Public Schools	330328	North Edgecombe High	N		09,10,11,12	260	158	60.77	Y	SW-SW					2013-2014		Y	2014-2015
