year	unit_code	category_cd	avg_daily_attend_pct	crime_per_c_num	short_susp_per_c_num	long_susp_per_c_num	expelled_per_c_num	ttl_crimes_num	stud_internet_comp_num	lea_avg_daily_attend_pct	lea_crime_per_c_num	lea_short_susp_per_c_num	lea_long_susp_per_c_num	lea_expelled_per_c_num	lea_stud_internet_comp_num	st_avg_daily_attend_pct	st_crime_per_c_num	st_short_susp_per_c_num	st_long_susp_per_c_num	st_expelled_per_c_num	st_stud_internet_comp_num	digital_media_pct	Byod	grades_BYOD	avg_age_media_collection	_1_to_1_access	books_per_student	grades_1_to_1_access	lea_avg_age_media_collection	lea_books_per_student	st_avg_age_media_collection	st_books_per_student	wap_num	wap_per_classroom	lea_wap_num	lea_wap_per_classroom	st_wap_num	st_wap_per_classroom
2013	32D000	A	0.953	0	6.21	0	0		3.68							0.953	0.4				1.79																	
2013	32H000	I	0.964	0.16	16.98	0	0		5.85							0.952	0.33				1.79																	
2013	32K000	E	0.963	0	0	0	0		4.5							0.949	0.22				1.79																	
2013	32L000	A	0.962	0.08	7.75	0	0									0.953	0.4				1.79																	
2013	32M000	E	0.943	0	4.1	0	0									0.949	0.22				1.79																	
2013	32N000	H	0.951	3.47	26.39	0	0		1.83							0.949	1.34				1.79																	
2013	330304	E	0.933	0.27	28.96	0	0		2.32	0.935	0.27	30.23	0	0	1.18	0.949	0.22				1.79																	
2013	330308	E	0.933	0.12	10.84	0	0		3.03	0.935	0.27	30.23	0	0	1.18	0.949	0.22				1.79																	
2013	330312	E	0.939	0	20.78	0	0		1.82	0.935	0.27	30.23	0	0	1.18	0.949	0.22				1.79																	
2013	330324	M	0.927	3.09	98.31	0	0		5.38	0.937	1.28	72.26	0.08	0	1.18	0.949	0.91				1.79																	
2013	330326	H	0.98	0	0	0	0		0.93	0.936	1.36	40.36	0.1	0	1.18	0.949	1.34				1.79																	
2013	330328	H	0.935	2.75	85.91	0	0		0.48	0.936	1.36	40.36	0.1	0	1.18	0.949	1.34				1.79																	
2013	330330	E	0.946	0.87	75.49	0	0		1.39	0.935	0.27	30.23	0	0	1.18	0.949	0.22				1.79																	
2013	330332	M	0.932	1.45	57.49	0.48	0		1.32	0.937	1.28	72.26	0.08	0	1.18	0.949	0.91				1.79																	
2013	330334	E	0.951	0.31	47.24	0	0		1.03	0.935	0.27	30.23	0	0	1.18	0.949	0.22				1.79																	
2013	330340	M	0.931	0.27	43.5	0	0		2.38	0.937	1.28	72.26	0.08	0	1.18	0.949	0.91				1.79																	
2013	330348	M	0.928	0.51	84.1	0	0		1.4	0.937	1.28	72.26	0.08	0	1.18	0.949	0.91				1.79																	
2013	330350	H	0.931	1.23	37.96	0	0		0.67	0.936	1.36	40.36	0.1	0	1.18	0.949	1.34				1.79																	
2013	330354	E	0.951	0.19	19.51	0	0		1.87	0.935	0.27	30.23	0	0	1.18	0.949	0.22				1.79																	
2013	330358	H	0.942	1.23	32.72	0.31	0		0.61	0.936	1.36	40.36	0.1	0	1.18	0.949	1.34				1.79																	
2013	330LEA	E								0.935	0.27	30.23	0	0	1.18	0.949	0.22				1.79																	
2013	330LEA	H								0.936	1.36	40.36	0.1	0	1.18	0.949	1.34				1.79																	
2013	330LEA	M								0.937	1.28	72.26	0.08	0	1.18	0.949	0.91				1.79																	
2013	330LEA	T								0.935					1.18	0.949	2.36				1.79																	
2013	33A000	I	0.95	0.76	19.14	0.25	0									0.952	0.33				1.79																	
2013	340308	E	0.946	1.24	4.98	0	0		1.27	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340311	H	0.948	1.3	9.87	0	0		0.61	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340314	E	0.96	0	5.97	0	0		1.78	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340320	E	0.956	0	5.42	0	0		1.93	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340326	E	0.957	0.11	1.96	0	0		2.52	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340330	H	0.896	1.85	123.84	0.92	0.37		0.73	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340332				0	0	0		0																													
2013	340334	E	0.952	0.57	2.42	0	0		1.76	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340336	H	0.922	0	7.23	0	0		1.17	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340344	E	0.882	0	0	0	0		2.83	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340348	E	0.96	0.14	2.18	0	0		1.51	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340350	M	0.942	1.15	14.68	0	0		1.63	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340351	E	0.934	2.06	38.68	0	0		1.26	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340354	I	0.974	0	0.79	0	0		1.04	0.946	0	0.79	0	0	1.55	0.952	0.33				1.79																	
2013	340362	H	0.978	0	0.87	0	0		1.48	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340364	H	0.932	0.44	10.62	0	0		1.84	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340366	M	0.926	1.65	43.46	0	0		1.99	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340368	E	0.951	0.19	10.36	0	0		1.3	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340372	M	0.933	0.69	55.7	0	0		1.56	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340376	E	0.938	0	13.62	0	0		2.37	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340380	E	0.943	0.27	3.58	0	0		1.56	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340382	H	0.927	1.5	44.59	0	0		2.04	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340384	E	0.948	0	3.54	0	0		1.3	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340385	T	0.819	12.07	454.31	0	0		1.14	0.938	2.49	68.18	0.06	0	1.55	0.949	2.36				1.79																	
2013	340390	E	0.95	0	4.85	0	0		1.45	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340392	M	0.94	1.24	61.11	0	0		2.89	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340398	A	1	0	0	0	0		0.5	0.94	3.57	242.86	0	0	1.55	0.953	0.4				1.79																	
2013	340400	E	0.948	0	40.78	0	0		1.33	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340403	E	0.96	0	1.32	0	0		1.3	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340406	M	0.952	0.81	10.57	0	0		2.63	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340416	E	0.941	0	2.3	0	0		1.45	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340420	M	0.935	1.13	20.23	0.13	0		2.5	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340424	E	0.939	0	11.15	0	0		1.54	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340426	E	0.954	0	13.81	0	0		2.18	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340427	A	0.852	5.56	377.78	0	0		0.71	0.94	3.57	242.86	0	0	1.55	0.953	0.4				1.79																	
2013	340428	E	0.948	0.14	17.24	0	0		1.91	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340430	E	0.952	0	4.77	0	0		0.93	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340432	E	0.963	0.15	0.46	0	0		2.07	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340436		0.92	0	5.6	0	0		0.8																													
2013	340440	E	0.958	0.12	0.82	0	0		4.37	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340442	M	0.947	0.09	2.21	0	0		1.88	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340446	H	0.904	1.2	15.66	0	0			0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340447	E	0.957	0	3.41	0	0		1.05	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340448	E	0.945	0.15	24.08	0	0		1.15	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340452	M	0.937	1.89	52.73	0	0		0.97	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340453	E	0.967	0.32	5.05	0	0		2.07	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340454	H	0.931	0.91	25.52	0	0		2.36	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340457	E	0.955	0	2.27	0	0		1.87	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340460	H	0.907	1.39	35.45	0	0		1.47	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340462	E	0.946	0.23	13.38	0	0		1.34	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340464	M	0.941	1.62	35.78	0	0		1.58	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340472	E	0.953	0.9	4.05	0	0		1.53	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340476	E	0.95	0.32	12.76	0.32	0		1.21	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340480	T	0.944	1.49	34.7	0.12	0		1.97	0.938	2.49	68.18	0.06	0	1.55	0.949	2.36				1.79																	
2013	340486	H	0.92	1.56	48.03	0	0		1.16	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340488	T	0.931	1.61	31.85	0	0		0.63	0.938	2.49	68.18	0.06	0	1.55	0.949	2.36				1.79																	
2013	340490	E	0.927	0.28	12.85	0	0		1.05	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340492	M	0.914	3.39	121.56	0.2	0		1.01	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340494	E	0.947	0.16	3.07	0	0		1.98	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340495	H	0.951	0.51	6.39	0	0		2.63	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340496	H	0.945	1.31	15.6	0	0.06		1.68	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340504	E	0.955	0	6.11	0	0		1.52	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340508	E	0.953	0	6.91	0	0		1.68	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340512	E	0.96	0	0.55	0	0		1.39	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340516	M	0.945	0.88	15.3	0	0		2.9	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340520	E	0.949	0	3.31	0	0		1.39	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340528	E	0.951	0.22	2.25	0	0		0.99	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340530	E	0.939	0.26	20.11	0	0		1.36	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340531	E	1	0	0	0	0		0.42	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340532	E	0.958	0.24	3.97	0	0		1.88	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340536	E	0.959	0.16	0.32	0	0		2.36	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340540	E	0.948	0	4.15	0	0		1.56	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340542	H	0.926	0.22	17.53	0	0		1.17	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340544	M	0.943	1.21	28.17	0	0		1.58	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340548	E	0.953	0.43	5.39	0	0		1.53	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340556	H	0.939	0.64	13.61	0.05	0		1.79	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340560	E	0.965	0	1.01	0	0		1.98	0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340564	M	0.931	8.15	46.84	0.41	0		1.88	0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340568	T	0.935	2.25	46	0	0		1.39	0.938	2.49	68.18	0.06	0	1.55	0.949	2.36				1.79																	
2013	340703	H	1	0	2.13	0	0		1.47	0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340LEA	A								0.94	3.57	242.86	0	0	1.55	0.953	0.4				1.79																	
2013	340LEA	E								0.943	0.17	6.9	0.01	0	1.55	0.949	0.22				1.79																	
2013	340LEA	H								0.943	0.97	25.58	0.04	0.02	1.55	0.949	1.34				1.79																	
2013	340LEA	I								0.946	0	0.79	0	0	1.55	0.952	0.33				1.79																	
2013	340LEA	M								0.942	1.47	33.7	0.04	0	1.55	0.949	0.91				1.79																	
2013	340LEA	T								0.938	2.49	68.18	0.06	0	1.55	0.949	2.36				1.79																	
2013	34B000	A	0.955	0	0	0	0		4.31							0.953	0.4				1.79																	
2013	34C000	M	0.916	0	0	0	0									0.949	0.91				1.79																	
2013	34D000	A	0.947	0	0	0	0		2.42							0.953	0.4				1.79																	
2013	34F000	I	0.945	0.43	14.02	0.14	0		3.84							0.952	0.33				1.79																	
2013	34G000	E	0.957	0	0	0	0									0.949	0.22				1.79																	
2013	350304	E	0.956	0.72	4.72	0	0		1.96	0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350308	H	0.922	1.13	26.16	0.79	0		2.28	0.941	1.07	25.21	1.27	0	2.47	0.949	1.34				1.79																	
2013	350310	M	0.945	0.44	31.05	0.15	0		4.7	0.943	0.85	23.47	0.1	0	2.47	0.949	0.91				1.79																	
2013	350312	M	0.945	1.16	19.37	0	0		3.85	0.943	0.85	23.47	0.1	0	2.47	0.949	0.91				1.79																	
2013	350316	E	0.949	0.64	7.71	0	0		2.42	0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350317	H	0.976	0.79	31.75	0	0		1.68	0.941	1.07	25.21	1.27	0	2.47	0.949	1.34				1.79																	
2013	350318	E	0.939	1.08	20.13	0	0		1.86	0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350321	H	0.941	0.76	17.26	1.83	0		2.53	0.941	1.07	25.21	1.27	0	2.47	0.949	1.34				1.79																	
2013	350330	E	0.945	1.03	4.12	0	0		1.45	0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350331	E	0.954	0.18	5.45	0	0		1.75	0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350332	E	0.953	0.59	11.22	0	0		2.8	0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350336	H	0.922	1.53	34.92	1.36	0		3.08	0.941	1.07	25.21	1.27	0	2.47	0.949	1.34				1.79																	
2013	350338	M	0.953	0.9	19.73	0.22	0		2.55	0.943	0.85	23.47	0.1	0	2.47	0.949	0.91				1.79																	
2013	350339	E	0.955	0	5.42	0	0		2.74	0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350340	E	0.959	0	4.96	0	0		2.94	0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350LEA	E								0.942	0.5	7.84	0	0	2.47	0.949	0.22				1.79																	
2013	350LEA	H								0.941	1.07	25.21	1.27	0	2.47	0.949	1.34				1.79																	
2013	350LEA	M								0.943	0.85	23.47	0.1	0	2.47	0.949	0.91				1.79																	
2013	35A000	I	0.943	0.57	7.47	0	0									0.952	0.33				1.79																	
2013	360310	H	0.931	0.84	29.68	0.14	0		2.17	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360320	E	0.965	0	0.88	0	0		3.88	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360324	M	0.951	0.26	15.79	0.26	0		2.61	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360332	E	0.951	0	12.31	0	0		1.38	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360336	H	0.922	1.03	107.41	0.17	0		1.17	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360337	H	0.949	0.85	14.53	0	0		1.63	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360338	E	0.946	0	4.8	0	0		1.39	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360339	E	0.956	0	0.87	0	0		2.58	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360340	E	0.953	0	1.56	0	0		1.65	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360344	E	0.953	0.15	7.02	0	0		2.12	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360348	E	0.961	0	4.49	0	0		2.79	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360352	E	0.952	0	1.75	0	0		1.94	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360360	H	0.934	0.7	22.3	0	0		1.45	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360364	E	0.949	0	1.85	0	0		2.85	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360372	T	0.841	0.88	230.09	1.77	0		0.64	0.941	0.88	230.09	1.77	0	1.84	0.949	2.36				1.79																	
2013	360376	E	0.957	0	2.49	0	0		3.88	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360380	M	0.957	0.12	9.44	0	0		2.24	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360390	H	0.948	1.35	40.51	0.2	0		2.66	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360392	E	0.948	0	45.63	0	0		1.47	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360394		0.914	0.62	0.62	0	0		1.66																													
2013	360396	H	0.929	0.26	20.29	0	0		2.43	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360400	E	0.958	0	5.85	0	0		3.18	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360408	M	0.946	1.11	59.5	0.28	0		1.71	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360416	E	0.958	0	1.21	0	0		1.17	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360418	H	0.951	0	0.18	0	0		0.78	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360426	M	0.952	0.4	15.59	0.26	0		2.33	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360428	H	0.931	0.42	48.49	0.52	0		1.03	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360430	E	0.958	0	0	0	0		2.96	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360431	M	0.953	0.41	19.43	0	0		1.94	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360432	E	0.949	0	6.21	0.23	0		2.26	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360436	M	0.945	1	66.67	0.17	0		1.34	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360438	E	0.96	0	34.67	0	0		1.91	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360440	E	0.958	0.18	2.77	0	0		2.61	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360448	E	0.951	0	8.39	0	0		0.95	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360456	M	0.954	0.4	13.32	0.53	0		2.49	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360460	E	0.962	0	19.04	0	0		1.43	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360464	E	0.961	0	2.91	0	0		3.5	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360468	E	0.957	0	3.75	0	0		1.84	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360470	H	0.924	0.39	16.47	0	0		2.13	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360478	E	0.961	0.56	12.31	0	0		3.41	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360480	E	0.956	0	19.12	0	0		1.28	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360482	E	0.953	0	0	0	0		3.35	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360484	E	0.956	0.25	30.79	0	0		1.62	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360488	E	0.966	0	4.83	0	0		2.23	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360490	E	0.958	0.32	7.47	0	0		2.23	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360492	E	0.962	0.36	9.96	0	0		1.32	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360494	H	0.934	0.24	8.71	0.24	0.08		2.88	0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360498	M	0.943	0.61	46.59	0.24	0		2.38	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360499	E	0.943	0	3.94	0	0		2.77	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360500	M	0.948	0.56	18.13	0	0		1.82	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360504	E	0.952	0.32	3.82	0	0		1.45	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360510	E	0.96	0.16	7.96	0	0		3.43	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360514	M	0.95	0.6	20.24	0	0		2.71	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360520	E	0.957	0	18.07	0	0		0.76	0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360526	M	0.941	0.27	109.16	0.27	0		0.91	0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360LEA	E								0.947	0.08	8.73	0.01	0	1.84	0.949	0.22				1.79																	
2013	360LEA	H								0.945	0.62	30.28	0.15	0.01	1.84	0.949	1.34				1.79																	
2013	360LEA	M								0.946	0.52	32.22	0.19	0	1.84	0.949	0.91				1.79																	
2013	360LEA	T								0.941	0.88	230.09	1.77	0	1.84	0.949	2.36				1.79																	
2013	36B000	A	0.956	0	12.28	0	0		1.02							0.953	0.4				1.79																	
2013	36C000	I	0.965	0.25	9.38	0	0		12.14							0.952	0.33				1.79																	
2013	370304	E	0.946	0	2.48	0	0		0.94	0.945	0	2.12	0	0	1.18	0.949	0.22				1.79																	
2013	370308	M	0.947	0	16.33	0	0		1.14	0.945	0	16.33	0	0	1.18	0.949	0.91				1.79																	
2013	370312	H	0.944	1.23	27.51	0.88	0		1.47	0.945	1.23	27.51	0.88	0	1.18	0.949	1.34				1.79																	
2013	370316	E	0.948	0	0.37	0	0		1.88	0.945	0	2.12	0	0	1.18	0.949	0.22				1.79																	
2013	370324	E	0.942	0	3.75	0	0		0.75	0.945	0	2.12	0	0	1.18	0.949	0.22				1.79																	
2013	370LEA	E								0.945	0	2.12	0	0	1.18	0.949	0.22				1.79																	
2013	370LEA	H								0.945	1.23	27.51	0.88	0	1.18	0.949	1.34				1.79																	
2013	370LEA	M								0.945	0	16.33	0	0	1.18	0.949	0.91				1.79																	
2013	380306	E	0.938	0	1.7	0	0		2.09	0.939	0	1.7	0	0	1.45	0.949	0.22				1.79																	
2013	380308	H	0.94	0	2.41	0	0		1.16	0.939	0	2.41	0	0	1.45	0.949	1.34				1.79																	
2013	380310	M	0.937	0	4.39	0	0		0.93	0.938	0	4.39	0	0	1.45	0.949	0.91				1.79																	
2013	380LEA	A								0.938					1.45	0.953	0.4				1.79																	
2013	380LEA	E								0.939	0	1.7	0	0	1.45	0.949	0.22				1.79																	
2013	380LEA	H								0.939	0	2.41	0	0	1.45	0.949	1.34				1.79																	
2013	380LEA	M								0.938	0	4.39	0	0	1.45	0.949	0.91				1.79																	
2013	390309	M	0.952	1.47	3.37	0	0		1.95	0.955	0.54	6.13	0.05	0	1.07	0.949	0.91				1.79																	
2013	390311	E	0.957	0	2.26	0	0		1.56	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390312	E	0.958	0	0.42	0	0		1.41	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390314	A	0.844	8.89	602.22	0	0		1.88	0.953	8.89	602.22	0	0	1.07	0.953	0.4				1.79																	
2013	390316	E	0.958	0.22	4.42	0	0		1.79	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390320	M	0.959	0.57	4.41	0.14	0		0.79	0.955	0.54	6.13	0.05	0	1.07	0.949	0.91				1.79																	
2013	390322	H	0.946	1.22	1.91	0.35	0		1.41	0.954	2.27	4.27	0.2	0	1.07	0.949	1.34				1.79																	
2013	390323	H	0.984	0.53	1.06	0	0		0.71	0.954	2.27	4.27	0.2	0	1.07	0.949	1.34				1.79																	
2013	390324	H	0.944	5.33	4.7	0	0		0.52	0.954	2.27	4.27	0.2	0	1.07	0.949	1.34				1.79																	
2013	390331	M	0.958	0	3.46	0	0		1.91	0.955	0.54	6.13	0.05	0	1.07	0.949	0.91				1.79																	
2013	390333	E	0.953	0.21	7.87	0	0		2.08	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390334	M	0.956	0	14.72	0	0		1.65	0.955	0.54	6.13	0.05	0	1.07	0.949	0.91				1.79																	
2013	390336	E	0.963	0	3.17	0	0		0.99	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390360	E	0.962	0.58	13.74	0.29	0		1.91	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390362	E	0.954	0.19	2.66	0	0		0.77	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390364	E	0.953	0	17.3	0.17	0		1.66	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390368	E	0.963	0.33	1.67	0	0		1.02	0.955	0.16	6.4	0.05	0	1.07	0.949	0.22				1.79																	
2013	390700	H	0.953	1.67	1	0.33	0		0.63	0.954	2.27	4.27	0.2	0	1.07	0.949	1.34				1.79																	
