year	unit_code	szip_ad	type_cd	closed_ind	new_ind	category_cd	grade_range_cd	calendar_type_txt	sna_pgm_type_cd	school_type_txt	calendar_only_txt	title1_type_cd	clp_ind	focus_clp_ind	summer_program_ind	asm_no_spg_ind	no_data_spg_ind	esea_status	student_num	lea_avg_student_num	st_avg_student_num	Grad_project_status	stem
2014	190340	27559	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							284	314	454		
2014	190341	27517	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							547	561	496		
2014	190342	27312	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1149	578	837	N	
2014	190346	27312	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								570	561	496		
2014	190348	27312	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							497	561	496		
2014	190350	27344	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							660	561	496		
2014	190352	27344	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								397	314	454		
2014	190370	27344	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							532	561	496		
2014	190LEA	27312	P	0	0	M														501	665		
2014	190LEA	27312	P	0	0	E														561	496		
2014	190LEA	27312	P	0	0	H														578	837		
2014	190LEA	27312	P	0	0	I														314	454		
2014	19A000	27344	C	0	0	A	K-10	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								433		442		
2014	19B000	27516	C	0	0	A	K-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								509		442	N	
2014	19C000	27517	C	0	0	E	1-3	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								90		496		
2014	200304	28901	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							331	247	496		
2014	200308	28901	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								259	256	837	Y	
2014	200310	28901	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								210	288	665		
2014	200312	28906	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							167	229	454		
2014	200314	28906	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								196	256	837	Y	
2014	200316	28905	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							111	247	496		
2014	200320	28906	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							229	229	454		
2014	200322	28906	P	0	0	T	6-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar							P	33	33	259	Y	
2014	200324	28906	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							410	247	496		
2014	200328	28906	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								442	256	837	Y	
2014	200330	28906	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								366	288	665		
2014	200332	28906	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							134	247	496		
2014	200336	28906	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							291	229	454		
2014	200350	28906	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								127	256	837	Y	
2014	200LEA	28906	P	0	0	H														256	837		
2014	200LEA	28906	P	0	0	T														33	259		
2014	200LEA	28906	P	0	0	I														229	454		
2014	200LEA	28906	P	0	0	M														288	665		
2014	200LEA	28906	P	0	0	E														247	496		
2014	20A000	28906	C	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							179		454		
2014	210304	27980	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								533	533	665		
2014	210306	27932	P	0	0	E	3-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	474	517	496		
2014	210312	27932	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								645	645	837	Y	
2014	210316	27932	P	0	0	E	PK-2	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							559	517	496		
2014	210LEA	27932	P	0	0	H														645	837		
2014	210LEA	27932	P	0	0	E														517	496		
2014	210LEA	27932	P	0	0	M														533	665		
2014	220308	28904	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							512	512	496		
2014	220310	28904	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								354	354	837	N	
2014	220312	28904	P	0	0	M	5-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								449	449	665		
2014	220LEA	28904	P	0	0	H														354	837		
2014	220LEA	28904	P	0	0	M														449	665		
2014	220LEA	28904	P	0	0	E														512	496		
2014	230304	28086	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							404	388	496		
2014	230308	28152	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							523	388	496		
2014	230312	28090	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1059	903	837	N	
2014	230316	28090	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								864	678	665		
2014	230320	28020	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							271	388	496		
2014	230322	28152	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								214	903	837	N	
2014	230324	28152	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1218	903	837	N	
2014	230328	28150	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								949	678	665		
2014	230330	28150	P	0	0	T	6-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar								132	132	259	N	
2014	230334	28086	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	250	388	496		
2014	230336	28152	P	0	0	M	5-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	463	678	665		
2014	230340	28042	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							522	388	496		
2014	230342	28150	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							283	388	496		
2014	230344	28073	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							331	388	496		
2014	230346	28152	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							310	388	496		
2014	230348	28150	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							379	388	496		
2014	230350	28086	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1240	903	837	Y	
2014	230351	28086	P	0	0	M	5-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								650	678	665		
2014	230352	28086	P	0	0	M	7-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								657	678	665		
2014	230355	28150	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						RF	319	388	496		
2014	230357	28086	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	238	388	496		
2014	230359	28150	P	0	0	A	PK-12	Special Education, Traditional Calendar	S	Special Education	Traditional Calendar								134	134	442	N	
2014	230361	28152	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								783	903	837	N	
2014	230362	28152	P	0	0	M	7-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								483	678	665		
2014	230364	28152	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							659	388	496		
2014	230368	28152	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							662	388	496		
2014	230370	28150	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	374	388	496		
2014	230376	28150	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							358	388	496		
2014	230380	28086	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							317	388	496		
2014	230LEA	28150	P	0	0	E														388	496		
2014	230LEA	28150	P	0	0	M														678	665		
2014	230LEA	28150	P	0	0	T														132	259		
2014	230LEA	28150	P	0	0	H														903	837		
2014	230LEA	28150	P	0	0	A														134	442		
2014	23A000	28152	C	0	0	E	K-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								290		496		
2014	240304	28436	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							156	197	665		
2014	240308	28456	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							329	305	496		
2014	240328	28430	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							367	454	454		
2014	240330	28431	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							152	197	665		
2014	240332	28431	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							300	305	496		
2014	240334	28450	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								477	474	837	N	
2014	240344	28438	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	298	454	454		
2014	240352	28463	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							164	305	496		
2014	240354	28442	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							387	305	496		
2014	240356	28442	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							219	197	665		
2014	240368	28455	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							227	197	665		
2014	240370	28472	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							246	305	496		
2014	240371	28463	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								740	474	837	N	
2014	240372	28463	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							403	305	496		
2014	240373	28472	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								231	474	837	N	
2014	240376	28463	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							232	197	665		
2014	240380	28430	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								446	474	837	N	
2014	240388	28472	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							697	454	454		
2014	240LEA	28472	P	0	0	T															259		
2014	240LEA	28472	P	0	0	E														305	496		
2014	240LEA	28472	P	0	0	I														454	454		
2014	240LEA	28472	P	0	0	H														474	837		
2014	240LEA	28472	P	0	0	M														197	665		
2014	240LEA	28472	P	0	0	A															442		
2014	241304	28472	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	511	511	665		
2014	241308	28472	P	0	0	E	3-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	473	498	496		
2014	241312	28472	P	0	0	A	3-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar	Y						P	28	28	442	Y	
2014	241316	28472	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							706	706	837	Y	
2014	241320	28472	P	0	0	E	PK-2	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							522	498	496		
2014	241LEA	28472	P	0	0	H														706	837		
2014	241LEA	28472	P	0	0	M														511	665		
2014	241LEA	28472	P	0	0	E														498	496		
2014	241LEA	28472	P	0	0	A														28	442		
2014	24B000	28450	C	0	0	T	6-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							59		259	N	
2014	24C000	28436	C	0	0	E	K-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							70		496		
2014	24N000	28472	C	0	0	I	K-8	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							828		454		
2014	250304	28562	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							340	470	496		
2014	250306	28562	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	508	470	496		
2014	250308	28560	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							498	470	496		
2014	250312	28560	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							681	470	496		
2014	250314	28562	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								200	804	837	Y	
2014	250316	28562	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								601	470	496		
2014	250320	28586	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	628	470	496		
2014	250321	28532	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								186	804	837	Y	
2014	250324	28560	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								610	649	665		
2014	250328	28532	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	344	470	496		
2014	250332	28562	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								895	649	665		
2014	250336	28532	P	0	0	E	K-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y						R	365	470	496		
2014	250340	28532	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1079	804	837	Y	
2014	250344	28532	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								451	649	665		
2014	250348	28560	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							370	470	496		
2014	250350	28523	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	567	470	496		
2014	250356	28562	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1642	804	837	Y	
2014	250360	28560	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							409	470	496		
2014	250362	28532	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							374	470	496		
2014	250364	28562	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							421	470	496		
2014	250368	28532	P	0	0	M	6-8	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar								445	649	665		
2014	250372	28586	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								911	804	837	Y	
2014	250376	28562	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								845	649	665		
2014	250378	28532	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							490	470	496		
2014	250380	28532	P	0	0	E	K-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y						R	457	470	496		
2014	250LEA	28562	P	0	0	M														649	665		
2014	250LEA	28562	P	0	0	E														470	496		
2014	250LEA	28562	P	0	0	H														804	837		
2014	260302	28305	P	0	0	E	K-1	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								284	459	496		
2014	260306	28312	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							404	459	496		
2014	260308	28304	P	0	0	E	3-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							240	459	496		
2014	260310	28304	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							542	459	496		
2014	260312	28382	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							110	459	496		
2014	260316	28390	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							201	459	496		
2014	260318	28306	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1909	967	837	N	
2014	260320	28304	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							501	459	496		
2014	260321	28304	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							721	646	665		
2014	260322	28304	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							1147	967	837	Y	
2014	260325	28301	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1521	967	837	N	
2014	260326	28306	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	691	459	496		
2014	260332	28312	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								438	459	496		
2014	260336	28314	P	0	0	M	6-8	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar								586	646	665		
2014	260338	28304	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							586	459	496		
2014	260340	28311	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	406	459	496		
2014	260342	28348	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							554	459	496		
2014	260344	28304	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							241	459	496		
2014	260347	28303	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								166	967	837	N	
2014	260348	28306	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	658	459	496		
2014	260352	28306	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							402	459	496		
2014	260354	28301	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								241	967	837	N	
2014	260356	28395	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							246	459	496		
2014	260357	28348	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1225	967	837	N	
2014	260358	28301	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							535	646	665		
2014	260359	28301	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1066	967	837	N	
2014	260361	28301	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	329	459	496		
2014	260362	28348	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1045	646	665		
2014	260363	28304	P	0	0	E	K-2	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							243	459	496		
2014	260364	28306	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							624	459	496		
2014	260365	28305	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								871	646	665		
2014	260366	28311	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								582	459	496		
2014	260367	28314	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	762	459	496		
2014	260368	28348	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								706	646	665		
2014	260369	28304	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								959	646	665		
2014	260370	28348	P	0	0	E	PK-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							676	459	496		
2014	260371	28304	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							353	646	665		
2014	260372	28314	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								631	646	665		
2014	260373	28348	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							850	459	496		
2014	260374	28303	P	0	0	H	9-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar								155	967	837	N	
2014	260375	28348	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							429	459	496		
2014	260380	28311	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								473	459	496		
2014	260382	28301	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							463	459	496		
2014	260383	28312	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1156	646	665		
2014	260386	28305	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							307	459	496		
2014	260388	28306	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								344	967	837	Y	
2014	260396	28304	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							416	459	496		
2014	260397	28306	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								742	459	496		
2014	260398	28314	P	0	0	E	PK-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							545	459	496		
2014	260400	28314	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							475	459	496		
2014	260401	28303	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							549	459	496		
2014	260402	28390	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							379	459	496		
2014	260403	28306	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							712	459	496		
2014	260404	28304	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	447	459	496		
2014	260405	28301	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	317	459	496		
2014	260406	28311	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								748	646	665		
2014	260407	28314	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							646	459	496		
2014	260408	28311	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1583	967	837	N	
2014	260410	28303	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							378	459	496		
2014	260411	28301	P	0	0	H	9-12	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar								309	967	837	Y	
2014	260412	28356	P	0	0	E	K-1	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								222	459	496		
2014	260413	28301	P	0	0	M	5-8	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar								71	646	665		
2014	260414	28303	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							490	459	496		
2014	260415	28348	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							767	459	496		
2014	260416	28301	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	273	459	496		
2014	260417	28306	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								386	646	665		
2014	260418	28304	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								510	646	665		
2014	260419	28301	P	0	0	M	6-8	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar								405	646	665		
2014	260424	28304	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1558	967	837	N	
2014	260425	28348	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								708	646	665		
2014	260426	28304	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							416	459	496		
2014	260427	28348	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1769	967	837	Y	
2014	260428	28390	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							461	646	665		
2014	260430	28391	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	300	459	496		
2014	260432	28391	P	0	0	E	PK-1	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							146	459	496		
2014	260434	28306	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								782	459	496		
2014	260440	28312	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	386	459	496		
2014	260444	28301	P	0	0	E	K-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							166	459	496		
2014	260446	28303	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1244	967	837	N	
2014	260448	28303	P	0	0	E	2-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								538	459	496		
2014	260449	28301	P	1	0	H	9-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar							P	100	967	837	N	
2014	260450	28311	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							453	459	496		
2014	260452	28301	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							533	459	496		
2014	260454	28303	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								778	646	665		
2014	260455	28303	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar							P	1139	967	837	N	
2014	260459	28390	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							548	459	496		
2014	260700	28306	P	0	0	A	PK-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								145	145	442	N	
2014	260LEA	28306	P	0	0	M														646	665		
2014	260LEA	28306	P	0	0	E														459	496		
2014	260LEA	28306	P	0	0	A														145	442		
2014	260LEA	28306	P	0	0	H														967	837		
2014	260LEA	28306	P	0	0	T															259		
2014	26B000	28305	C	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							557		454		
2014	270304	27917	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							175	292	496		
2014	270306	27917	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								974	604	837	N	
2014	270308	27917	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								340	458	665		
2014	270309	27947	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	243	292	496		
2014	270310	27973	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							508	292	496		
2014	270311	27929	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								234	604	837	N	
2014	270312	27950	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							93	292	496		
2014	270316	27958	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								479	292	496		
