year	unit_code	szip_ad	type_cd	closed_ind	new_ind	category_cd	grade_range_cd	calendar_type_txt	sna_pgm_type_cd	school_type_txt	calendar_only_txt	title1_type_cd	clp_ind	focus_clp_ind	summer_program_ind	asm_no_spg_ind	no_data_spg_ind	esea_status	student_num	lea_avg_student_num	st_avg_student_num	Grad_project_status	stem
2013	010303	27253	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								73	938	837	Y	
2013	010304	27253	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								533	511	497		
2013	010308	27244	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								573	511	497		
2013	010310	27217	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	741	767	667		
2013	010311	27217	P	0	0	H	9-12	Vocational Education, Traditional Calendar	V	Vocational Education	Traditional Calendar									938	837	N	
2013	010312	27215	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								668	511	497		
2013	010320	27302	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								344	511	497		
2013	010324	27302	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1149	938	837	Y	
2013	010326	27217	P	0	0	E	PK-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							467	511	497		
2013	010328	27215	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								634	511	497		
2013	010340	27244	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								658	511	497		
2013	010346	27253	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							421	511	497		
2013	010347	27302	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								670	511	497		
2013	010348	27253	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								784	938	837	Y	
2013	010350	27253	P	0	0	M	6-8	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y						F	682	767	667		
2013	010351	27215	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							563	511	497		
2013	010353	27302	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								695	767	667		
2013	010354	27215	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							660	511	497		
2013	010357	27258	P	0	0	E	PK-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							486	511	497		
2013	010358	27215	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							487	511	497		
2013	010360	27217	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								832	938	837	Y	
2013	010362	27215	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								482	511	497		
2013	010364	27253	P	0	0	E	PK-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							352	511	497		
2013	010372	27217	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							218	511	497		
2013	010374	27217	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							588	511	497		
2013	010378	27253	P	0	0	A	K-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar								77	77	441	Y	
2013	010380	27253	P	0	0	E	PK-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							602	511	497		
2013	010384	27302	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								514	511	497		
2013	010388	27253	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1448	938	837	Y	
2013	010390	27253	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								838	767	667		
2013	010392	27349	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							299	511	497		
2013	010394	27215	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	925	767	667		
2013	010396	27215	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1084	938	837	Y	
2013	010400	27244	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1199	938	837	Y	
2013	010403	27244	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								899	767	667		
2013	010406	27302	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								592	767	667		
2013	010LEA	27217	P	0	0	A														77	441		
2013	010LEA	27217	P	0	0	H														938	837		
2013	010LEA	27217	P	0	0	M														767	667		
2013	010LEA	27217	P	0	0	E														511	497		
2013	01B000	27253	C	0	0	A	K-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							584		441	N	
2013	01C000	27217	C	0	0	A	K-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							496		441	N	
2013	01D000	27340	C	0	0	T	6-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								174		251	N	
2013	020302	28681	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1608	1608	837	Y	
2013	020304	28681	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								504	351	497		
2013	020306	28636	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								670	628	667		
2013	020308	28681	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	301	351	497		
2013	020316	28636	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							485	351	497		
2013	020320	28678	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							304	351	497		
2013	020324	28681	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							289	351	497		
2013	020328	28681	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							268	351	497		
2013	020330	28681	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								586	628	667		
2013	020332	28681	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							305	351	497		
2013	020LEA	28681	P	0	0	M														628	667		
2013	020LEA	28681	P	0	0	H														1608	837		
2013	020LEA	28681	P	0	0	E														351	497		
2013	030304	28675	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								414	414	837	Y	
2013	030308	28623	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							253	326	449		
2013	030316	28663	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	166	326	449		
2013	030320	28675	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							559	326	449		
2013	030LEA	28675	P	0	0	H														414	837		
2013	030LEA	28675	P	0	0	I														326	449		
2013	040304	28135	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								169	323	837	Y	
2013	040305	28170	P	0	0	T	6-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar							P	99	99	251	Y	
2013	040306	28170	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar							P	657	323	837	Y	
2013	040308	28007	P	0	0	E	PK-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							258	333	497		
2013	040309	28170	P	0	0	M	7-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								547	547	667		
2013	040311	28170	P	0	0	E	PK-3	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							429	333	497		
2013	040316	28091	P	0	0	E	PK-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							323	333	497		
2013	040324	28119	P	0	0	E	PK-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						P	231	333	497		
2013	040328	28133	P	0	0	E	PK-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							496	333	497		
2013	040330	28710	P	0	0	E	4-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	258	333	497		
2013	040700	28170	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								143	323	837	Y	
2013	040LEA	28170	P	0	0	E														333	497		
2013	040LEA	28170	P	0	0	H														323	837		
2013	040LEA	28170	P	0	0	M														547	667		
2013	040LEA	28170	P	0	0	T														99	251		
2013	050302	28694	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								931	931	837	N	
2013	050305	28693	P	0	0	M	7-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								504	504	667		
2013	050310	28693	P	0	0	E	PK-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							515	577	497		
2013	050330	28640	P	0	0	E	PK-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	595	577	497		
2013	050335	28694	P	0	0	E	PK-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							622	577	497		
2013	050LEA	28640	P	0	0	H														931	837		
2013	050LEA	28640	P	0	0	M														504	667		
2013	050LEA	28640	P	0	0	E														577	497		
2013	060302	28657	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								356	211	837	N	
2013	060304	28604	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							176	195	497		
2013	060310	28622	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							205	259	667		
2013	060316	28616	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							219	195	497		
2013	060318	28657	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							312	259	667	N	
2013	060322	28622	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							224	195	497		
2013	060328	28657	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							231	195	497		
2013	060332	28657	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							124	195	497		
2013	060334	28657	P	0	0	T	6-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar								10	10	251		
2013	060700	28657	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								107	211	837	N	
2013	060701	28657	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								170	211	837	N	
2013	060LEA	28657	P	0	0	H														211	837		
2013	060LEA	28657	P	0	0	M														259	667		
2013	060LEA	28657	P	0	0	E														195	497		
2013	060LEA	28657	P	0	0	T														10	251		
2013	06A000	28604	C	0	0	A	1-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							31		441	N	
2013	06B000	28616	C	0	0	A	K-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						P	96		441	Y	
2013	070302	27889	P	0	0	E	PK-1	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							602	569	497		
2013	070308	27808	P	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							595	444	449		
2013	070310	27899	P	0	0	T	6-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar								59	59	251	Y	
2013	070311	27889	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								198	502	837	Y	
2013	070325	27817	P	0	0	M	5-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								457	653	667		
2013	070326	27817	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	512	569	497		
2013	070327	27889	P	0	0	E	2-3	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							558	569	497		
2013	070328	27889	P	0	0	E	4-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	602	569	497		
2013	070329	27865	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							558	444	449		
2013	070330	27865	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								433	502	837	Y	
2013	070338	27889	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								849	653	667		
2013	070339	27817	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								416	502	837	Y	
2013	070340	27806	P	0	0	I	PK-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							180	444	449		
2013	070342	27889	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								961	502	837	Y	
2013	070LEA	27889	P	0	0	M														653	667		
2013	070LEA	27889	P	0	0	H														502	837		
2013	070LEA	27889	P	0	0	I														444	449		
2013	070LEA	27889	P	0	0	T														59	251		
2013	070LEA	27889	P	0	0	E														569	497		
2013	07A000	27889	C	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								305		449		
2013	080311	27983	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								115	268	837	Y	
2013	080312	27983	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							524	268	837	Y	
2013	080314	27983	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	638	638	667		
2013	080348	27805	P	0	0	E	PK-5	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							165	294	497		
2013	080356	27847	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							332	294	497		
2013	080360	27924	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							219	294	497		
2013	080362	27983	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							460	294	497		
2013	080700	27983	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								166	268	837	Y	
2013	080LEA	27983	P	0	0	H														268	837		
2013	080LEA	27983	P	0	0	M														638	667		
2013	080LEA	27983	P	0	0	T															251		
2013	080LEA	27983	P	0	0	E														294	497		
2013	090304	28433	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							204	308	497		
2013	090315	28320	P	0	0	M	5-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							359	375	667		
2013	090317	28320	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							421	308	497		
2013	090318	28337	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							295	308	497		
2013	090320	28433	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								336	375	667		
2013	090324	28332	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							288	308	497		
2013	090328	28456	P	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							147	147	449		
2013	090330	28337	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								655	707	837	N	
2013	090332	28337	P	0	0	M	5-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	422	375	667		
2013	090333	28337	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							471	308	497		
2013	090352	28392	P	0	0	E	PK-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							171	308	497		
2013	090365	28392	P	0	0	M	5-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							382	375	667		
2013	090368	28320	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								759	707	837	N	
2013	090LEA	28337	P	0	0	T															251		
2013	090LEA	28337	P	0	0	E														308	497		
2013	090LEA	28337	P	0	0	I														147	449		
2013	090LEA	28337	P	0	0	M														375	667		
2013	090LEA	28337	P	0	0	H														707	837		
2013	100302	28451	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							751	587	497		
2013	100304	28422	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							482	587	497		
2013	100307	28422	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								326	887	837	Y	
2013	100308	28422	P	0	0	T	6-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar							P	143	143	251	Y	
2013	100309	28462	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							485	667	667		
2013	100310	28420	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							400	587	497		
2013	100316	28451	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							773	667	667		
2013	100320	28451	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							499	587	497		
2013	100326	28451	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								941	887	837	Y	
2013	100332	28459	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							605	667	667		
2013	100334	28461	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1007	887	837	Y	
2013	100335	28461	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	806	667	667		
2013	100336	28461	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							729	587	497		
2013	100338	28462	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							684	587	497		
2013	100339	28479	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	482	587	497		
2013	100340	28470	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	625	587	497		
2013	100342	28422	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							627	587	497		
2013	100344	28420	P	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	561	561	449		
2013	100348	28470	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1275	887	837	Y	
2013	100LEA	28422	P	0	0	E														587	497		
2013	100LEA	28422	P	0	0	H														887	837		
2013	100LEA	28422	P	0	0	M														667	667		
2013	100LEA	28422	P	0	0	T														143	251		
2013	100LEA	28422	P	0	0	I														561	449		
2013	10A000	28451	C	0	0	I	K-8	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar	Y							898		449		
2013	110303	28778	P	0	0	H	9-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar							P	120	843	837	Y	
2013	110304	28803	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1377	843	837	Y	
2013	110306	28803	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								626	724	667		
2013	110308	28709	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							173	458	497		
2013	110318	28711	P	0	0	E	4-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							236	458	497		
2013	110320	28711	P	0	0	E	K-3	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							494	458	497		
2013	110322	28801	P	0	0	H	9-13	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								248	843	837	Y	
2013	110323	28801	P	0	0	H	11-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar								73	843	837	Y	
2013	110324	28715	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							599	458	497		
2013	110326	28732	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								673	724	667		
2013	110332	28805	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							301	458	497		
2013	110336	28711	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								794	843	837	Y	
2013	110338	28778	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								578	724	667		
2013	110340	28806	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1263	843	837	Y	
2013	110342	28806	P	0	0	M	7-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								830	724	667		
2013	110348	28806	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							425	458	497		
2013	110352	28715	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1204	843	837	Y	
2013	110356	28730	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							738	458	497		
2013	110366	28704	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								485	458	497		
2013	110368	28805	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							417	458	497		
2013	110370	28715	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							489	458	497		
2013	110372	28806	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							333	458	497		
2013	110376	28748	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							500	458	497		
2013	110379	28787	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	710	458	497		
2013	110380	28787	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1056	843	837	Y	
2013	110381	28787	P	0	0	M	7-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								660	724	667		
2013	110382	28787	P	0	0	M	5-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							601	724	667		
2013	110384	28803	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							467	458	497		
2013	110388	28715	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							235	458	497		
2013	110401	28715	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1070	724	667		
2013	110408	28806	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							731	458	497		
2013	110410	28704	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	662	458	497		
2013	110412	28778	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							445	458	497		
2013	110416	28803	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1452	843	837	Y	
2013	110420	28704	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								549	724	667		
2013	110422	28803	P	0	0	E	K-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	744	458	497		
2013	110428	28787	P	0	0	E	2-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	326	458	497		
2013	110432	28787	P	0	0	E	K-1	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							264	458	497		
2013	110436	28806	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						F	624	458	497		
2013	110444	28804	P	0	0	E	K-4	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	143	458	497		
2013	110450	28803	P	0	0	M	5-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								812	724	667		
2013	110451	28806	P	0	0	M	5-6	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								843	724	667		
2013	110LEA	28806	P	0	0	E														458	497		
2013	110LEA	28806	P	0	0	H														843	837		
2013	110LEA	28806	P	0	0	M														724	667		
2013	111302	28803	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1006	622	837	Y	
2013	111304	28806	P	0	0	E	K-5	Magnet School, Traditional Calendar	M	Magnet School	Traditional Calendar	Y							300	412	497		
2013	111306	28801	P	0	0	E	K-5	Magnet School, Traditional Calendar	M	Magnet School	Traditional Calendar	Y							466	412	497		
2013	111312	28801	P	0	0	E	K-5	Magnet School, Traditional Calendar	M	Magnet School	Traditional Calendar	Y						F	430	412	497		
2013	111332	28804	P	0	0	E	K-5	Magnet School, Traditional Calendar	M	Magnet School	Traditional Calendar	Y						F	406	412	497		
2013	111356	28801	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								779	779	667		
2013	111360	28806	P	0	0	E	K-5	Magnet School, Traditional Calendar	M	Magnet School	Traditional Calendar	Y						R	457	412	497		
2013	111700	28803	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								237	622	837	Y	
2013	111LEA	28801	P	0	0	M														779	667		
2013	111LEA	28801	P	0	0	H														622	837		
2013	111LEA	28801	P	0	0	E														412	497		
2013	111LEA	28801	P	0	0	T															251		
2013	11A000	28805	C	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							406		449		
2013	11B000	28778	C	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							376		449		
2013	11K000	28806	C	0	0	I	K-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							163		449		
2013	120304	28655	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							207	373	497		
2013	120308	28619	P	0	0	T	6-12	Alternative Education, Traditional Calendar	A	Alternative Education	Traditional Calendar							P	164	164	251	Y	
2013	120310	28655	P	0	0	H	11-12	Regular School, Year-Round Calendar	Y	Regular School	Year-Round Calendar								125	773	837	Y	
2013	120312	28655	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							442	373	497		
2013	120314	28612	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								918	773	837	Y	
2013	120315	28612	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								777	614	667		
2013	120316	28655	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	459	373	497		
2013	120318	28655	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								1106	773	837	Y	
2013	120320	28612	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							350	373	497		
2013	120324	28655	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	400	373	497		
2013	120334	28690	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								634	614	667		
2013	120338	28637	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	328	373	497		
2013	120340	28655	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y							443	373	497		
2013	120344	28612	P	0	0	E	PK-5	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar	Y						R	268	373	497		
2013	120346	28690	P	0	0	H	9-12	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								730	773	837	Y	
2013	120350	28655	P	0	0	M	6-8	Regular School, Traditional Calendar	R	Regular School	Traditional Calendar								622	614	667		
