2016-17 State, District, and School Level Summary Data																																																																																	
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																	
An * or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																	
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																	
																																																																																	
Note: Filter applied to all column headers.  For sorting or filtering, click on the down arrow.																																																																																	
District Name	School Code	School Name	State Board District	Grade Span	Title I School	School Performance Grade (SPG)	SPG Score	Reading SPG	Reading SPG Score	Math SPG	Math SPG Score	EVAAS Growth Status	EVAAS Growth Index	Number of Participation Targets	Percent Participation Targets Met	Graduation Project	Summer Program	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WOrkKeys Percent	Passing NC Math 3 Denominator	Passing NC Math 3 Percent	4-Year Cohort Graduation Rate Denominator	4-Year Cohort Graduation Rate Percent	5-Year Cohort Graduation Rate Denominator	5-Year Cohort Graduation Rate Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	NC Math 1 Denominator	NC Math 1 Percent College/Career Ready	NC Math 1 Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Rowan-Salisbury Schools	800359	Dole Elementary	Southwest	PK-05	Y	D	42	D	42	F	35	Met	-0.35	13	100.0		Y											574	22.5	33.1										92	19.6	34.8	81	18.5	23.5	76	7.9	18.4										92	26.1	37.0	81	22.2	30.9	76	17.1	28.9										76	46.1	57.9			
Rowan-Salisbury Schools	800360	Hurley Elementary	Southwest	0K-05	Y	D	41	D	43	D	41	Met	-1.85	15	100.0		Y											613	21.0	33.8										103	19.4	30.1	73	21.9	31.5	87	18.4	29.9										103	19.4	34.0	73	19.2	37.0	87	21.8	35.6										87	27.6	39.1			
Rowan-Salisbury Schools	800361	Carson High	Southwest	09-12		B	72					Exceeded	5.3	31	100.0	Y	Y	279	63.4	81	77.8	247	>95	277	88.4	309	90.6	981	43.4	53.0	366	35.2	45.1	282	50.0	59.2	333	46.8	56.5																																										
Rowan-Salisbury Schools	800362	Knollwood Elementary	Southwest	0K-05	Y	D	52	D	51	D	50	Exceeded	3.6	16	100.0		Y											769	30.0	42.4										101	36.6	52.5	111	21.6	27.9	115	35.7	42.6										101	34.7	44.6	111	24.3	38.7	115	27.0	42.6										115	31.3	48.7			
Rowan-Salisbury Schools	800363	Knox Middle	Southwest	06-08	Y	F	38	D	43	F	29	NotMet	-4.85	20	95.0		Y											1355	24.1	32.6	31	64.5	90.3																194	12.4	18.6	182	19.2	23.1	191	11.5	14.1										195	32.8	43.6	182	29.7	41.2	189	19.6	30.2				191	37.2	48.2
Rowan-Salisbury Schools	800364	Landis Elementary	Southwest	PK-05	Y	C	60	D	54	C	63	Exceeded	2.69	13	100.0		Y											593	41.0	53.0										79	67.1	81.0	72	36.1	44.4	97	36.1	46.4										79	41.8	55.7	72	30.6	45.8	97	30.9	40.2										97	45.4	58.8			
Rowan-Salisbury Schools	800366	Millbridge Elementary	Southwest	PK-05	Y	C	62	C	62	C	59	NotMet	-2.14	13	100.0		Y											659	51.9	59.6										96	51.0	63.5	85	47.1	52.9	99	52.5	54.5										96	46.9	57.3	85	44.7	56.5	99	55.6	60.6										99	63.6	70.7			
Rowan-Salisbury Schools	800368	Morgan Elementary	Southwest	PK-05	Y	C	65	C	65	C	62	Met	-0.02	8	100.0		Y											376	52.1	60.9										48	62.5	70.8	62	37.1	45.2	52	53.8	61.5										48	56.3	62.5	62	50.0	59.7	52	50.0	59.6										52	59.6	71.2			
Rowan-Salisbury Schools	800372	Mt Ulla Elementary	Southwest	0K-05	Y	C	65	C	61	C	69	Met	0.4	10	100.0		Y											354	51.7	61.6										56	58.9	69.6	46	41.3	50.0	50	72.0	76.0										56	48.2	62.5	46	41.3	54.3	50	40.0	52.0										50	58.0	64.0			
Rowan-Salisbury Schools	800373	North Rowan Elementary	Southwest	PK-05	Y	F	36	F	39	F	33	Met	-0.45	15	100.0		Y											646	17.2	25.2										95	10.5	20.0	96	16.7	18.8	88	14.8	20.5										95	22.1	31.6	96	27.1	37.5	88	13.6	21.6										88	14.8	26.1			
Rowan-Salisbury Schools	800376	North Rowan High	Southwest	09-12		D	53					NotMet	-7.62	29	100.0	Y	Y	127	40.2	54	57.4	125	>95	146	86.3	181	80.7	493	24.1	33.9	173	16.8	29.5	169	25.4	30.8	151	31.1	42.4																																										
Rowan-Salisbury Schools	800377	North Rowan Middle	Southwest	06-08	Y	D	47	D	45	D	40	Exceeded	2.7	18	100.0		Y											1146	28.2	36.8	20	>95	>95																154	23.4	31.8	142	28.2	33.1	178	14.6	19.1										155	31.0	42.6	142	32.4	42.3	177	22.0	29.9				178	38.2	52.2
Rowan-Salisbury Schools	800392	Rockwell Elementary	Southwest	PK-05	Y	C	59	C	60	C	64	NotMet	-3.68	11	100.0		Y											648	44.6	58.2										87	42.5	55.2	108	52.8	63.9	86	52.3	58.1										87	49.4	60.9	108	41.7	59.3	86	34.9	59.3										86	37.2	48.8			
Rowan-Salisbury Schools	800394	Rowan Co Early College	Southwest	09-12		A+NG	85					Met	1	16	100.0	Y	Y	52	92.3			52	>95	52	>95	51	>95	194	62.4	74.7	65	60.0	73.8	65	52.3	69.2	64	75.0	81.3																																										
Rowan-Salisbury Schools	800396	Salisbury High	Southwest	09-12		D	52					NotMet	-5.03	30	96.7	Y	Y	163	47.2	54	44.4	164	>95	213	72.3	219	84.5	664	24.8	32.4	231	14.3	22.1	220	26.4	32.3	213	34.7	43.7																																										
Rowan-Salisbury Schools	800398	Southeast Middle	Southwest	06-08		C	55	D	54	D	43	Met	0.13	25	100.0		Y											1905	38.9	48.2	69	79.7	>95																248	24.6	31.5	226	29.2	36.3	296	26.0	34.1										248	43.1	52.8	226	39.4	46.0	296	33.4	47.0				296	63.2	73.3
Rowan-Salisbury Schools	800400	South Rowan High	Southwest	09-12		C	61					Met	-1.14	27	100.0	Y	Y	213	42.7	99	64.6	183	>95	221	82.8	238	86.6	743	29.6	42.0	252	22.6	34.1	244	27.9	39.8	247	38.5	52.2																																										
Rowan-Salisbury Schools	800408	West Rowan High	Southwest	09-12		C	60					NotMet	-7.59	35	97.1	Y	Y	255	56.1	91	72.5	240	>95	268	91.0	281	86.5	783	29.4	40.2	268	22.8	34.0	245	20.0	27.3	270	44.4	58.1																																										
Rowan-Salisbury Schools	800410	West Rowan Middle	Southwest	06-08		D	43	D	45	F	32	NotMet	-15.28	23	100.0		Y											1524	30.6	40.9	49	69.4	91.8																239	20.1	29.3	203	21.2	30.5	197	17.3	22.8										239	36.8	48.1	203	33.0	43.8	197	25.4	36.0				197	51.8	64.5
Rowan-Salisbury Schools	800412	Woodleaf Elementary	Southwest	PK-05	Y	C	67	C	62	C	68	Exceeded	2.12	11	100.0		Y											386	51.0	62.4										58	58.6	69.0	60	56.7	63.3	50	52.0	58.0										58	43.1	58.6	60	48.3	56.7	50	32.0	54.0										50	66.0	78.0			
Rutherford County Schools	810	Rutherford County Schools	Western											70	95.7			585	59.1	269	77.7	597	>95	698	85.0	693	83.3	10401	47.6	60.6	714	45.9	59.1	546	38.6	47.8	683	43.6	55.8	630	59.8	74.8	660	56.4	66.7	572	57.5	66.8	594	44.3	54.0	610	36.6	46.7	587	31.9	44.1	630	50.8	62.7	660	46.4	67.3	572	40.2	62.2	592	43.1	58.3	605	44.6	57.7	586	34.5	47.6	572	70.8	84.4	588	63.9	73.1
Rutherford County Schools	810324	Chase High School	Western	09-12		C	65					NotMet	-3.85	27	96.3	Y	Y	164	62.2	75	82.7	158	>95	174	93.1	172	89.0	580	35.7	48.1	202	35.6	50.0	169	32.5	43.8	209	38.3	49.8																																										
Rutherford County Schools	810326	Chase Middle School	Western	06-08		C	59	C	57	C	60	NotMet	-3.25	21	100.0		Y											1333	47.3	58.1	20	>95	>95																185	61.1	71.4	197	42.1	54.8	183	29.5	37.2										185	45.9	62.7	197	48.7	59.4	183	32.8	45.9				183	65.6	71.0
Rutherford County Schools	810328	Cliffside Elementary School	Western	0K-05	Y	B	70	C	63	B	70	Met	-0.18	11	100.0		Y											408	51.7	67.6										55	41.8	58.2	63	61.9	69.8	57	56.1	75.4										55	50.9	60.0	63	36.5	55.6	57	38.6	63.2										58	75.9	91.4			
Rutherford County Schools	810336	Forest City-Dunbar Elementary School	Western	PK-05	Y	C	59	C	62	C	59	NotMet	-3.12	16	100.0		Y											516	43.8	57.9										70	78.6	85.7	85	34.1	44.7	69	44.9	46.4										70	44.3	57.1	85	36.5	63.5	69	26.1	50.7										68	45.6	58.8			
Rutherford County Schools	810340	East Rutherford High School	Western	09-12		B	71					Met	1.48	28	100.0	Y	Y	156	56.4	106	79.2	138	>95	162	88.3	165	88.5	539	41.2	55.1	190	41.1	62.1	163	38.7	44.2	186	43.5	57.5																																										
Rutherford County Schools	810342	East Rutherford Middle School	Western	06-08		D	53	D	54	D	48	NotMet	-7.44	20	100.0		Y											1378	38.8	53.1	23	73.9	>95																197	33.5	44.2	194	26.8	38.1	191	33.5	48.2										197	41.1	53.8	194	38.1	57.2	191	33.0	51.3				191	61.8	74.3
Rutherford County Schools	810344	Ellenboro Elementary School	Western	PK-05	Y	B	74	B	71	B	73	Met	-1.07	13	100.0		Y											681	61.5	74.4										104	66.3	76.0	112	71.4	80.4	83	57.8	68.7										104	60.6	66.3	112	52.7	72.3	83	45.8	67.5										83	74.7	90.4			
Rutherford County Schools	810350	Forrest W. Hunt Elementary School	Western	PK-05	Y	B	72	C	69	C	68	Met	-0.51	12	100.0		Y											423	53.2	70.2										66	56.1	66.7	66	50.0	72.7	53	54.7	66.0										66	47.0	63.6	66	45.5	66.7	53	41.5	66.0										53	81.1	92.5			
Rutherford County Schools	810360	Harris Elementary School	Western	PK-05	Y	B	75	B	70	B	74	Exceeded	2.3	11	100.0		Y											521	56.2	71.8										73	64.4	82.2	72	52.8	59.7	77	66.2	72.7										73	45.2	67.1	72	47.2	69.4	77	40.3	63.6										77	76.6	87.0			
Rutherford County Schools	810364	Mt. Vernon-Ruth Elementary School	Western	PK-05	Y	B	71	C	65	B	73	Exceeded	4.37	8	100.0		Y											325	52.0	65.8										49	40.8	61.2	55	67.3	72.7	39	59.0	64.1										49	44.9	57.1	55	52.7	70.9	39	41.0	56.4										39	56.4	76.9			
Rutherford County Schools	810370	Pinnacle Elementary School	Western	PK-05	Y	B	80	B	77	B	80	Met	1.15	8	100.0		Y											323	65.9	79.9										48	70.8	87.5	55	52.7	67.3	39	82.1	87.2										48	66.7	70.8	55	58.2	81.8	39	51.3	74.4										39	87.2	94.9			
Rutherford County Schools	810378	R-S Middle School	Western	06-08		C	57	C	57	D	53	NotMet	-4.4	22	100.0		Y											1447	45.7	56.5	21	>95	>95																202	41.6	50.5	213	41.3	48.4	201	34.3	48.8										201	44.3	61.2	208	48.1	58.2	199	39.2	48.2				202	66.3	76.2
Rutherford County Schools	810384	R-S Central High School	Western	09-12		C	66					NotMet	-3.35	32	100.0	Y	Y	206	55.8	70	75.7	181	>95	203	89.7	187	87.7	596	40.9	51.2	201	39.3	47.3	177	44.6	54.2	218	39.4	52.3																																										
Rutherford County Schools	810385	Rutherford Early College High School	Western	09-13		A	90					Met	-1.05	9	100.0	Y	Y	39	>95			32	>95	34	>95	36	>95	126	78.6	88.9	49	83.7	89.8	21	47.6	71.4	56	85.7	94.6																																										
Rutherford County Schools	810386	Rutherford Opportunity Center	Western	06-12		N/A		N/A		N/A		NotMet	-3.73	5	0.0	Y		20	10.0	18	55.6	88	>95	95	75.8	98	70.4	106	12.3	14.2	<10	*	*	16	25.0	25.0	14	21.4	21.4										10	<5	<5	<10	*	*	12	<5	8.3										<10	*	*	<10	*	*	13	7.7	7.7				12	33.3	33.3
Rutherford County Schools	810388	Rutherfordton Elementary School	Western	PK-05	Y	B	74	B	71	B	72	Met	1.39	8	100.0		Y											433	55.9	71.6										68	58.8	77.9	69	63.8	72.5	53	54.7	58.5										68	55.9	69.1	69	43.5	68.1	53	41.5	66.0										53	73.6	88.7			
Rutherford County Schools	810396	Spindale Elementary School	Western	PK-05	Y	C	66	C	58	C	66	Exceeded	2.38	13	100.0		Y											466	47.0	60.9										62	45.2	64.5	60	45.0	51.7	74	52.7	66.2										62	35.5	46.8	60	38.3	51.7	74	36.5	56.8										74	71.6	83.8			
Rutherford County Schools	810400	Sunshine Elementary School	Western	PK-05	Y	B	76	B	71	B	80	Met	-0.37	6	100.0		Y											200	61.0	76.0										35	68.6	88.6	23	69.6	82.6	28	53.6	71.4										35	57.1	68.6	23	65.2	78.3	28	50.0	60.7										28	64.3	82.1			
Sampson County Schools	820	Sampson County Schools	Sandhills											72	100.0			594	50.7	370	74.3	523	>95	659	79.8	649	82.9	10783	52.6	65.9	822	61.1	73.8	585	42.4	49.4	673	46.8	59.9	627	62.0	80.1	629	57.7	69.0	628	63.5	73.1	630	49.2	61.0	578	47.4	59.3	630	41.0	49.8	627	46.4	60.0	629	50.2	69.5	628	44.6	65.4	630	48.9	62.1	578	48.1	61.2	631	39.8	55.3	628	71.2	84.2	630	71.1	82.5
Sampson County Schools	820312	Roseboro Elementary	Sandhills	PK-05	Y	B	70	C	62	B	73	Met	1.39	12	100.0		Y											441	51.2	67.1										66	59.1	74.2	69	56.5	66.7	57	52.6	71.9										66	30.3	45.5	69	40.6	62.3	57	43.9	64.9										57	78.9	87.7			
Sampson County Schools	820320	Clement Elementary	Sandhills	PK-05	Y	A+NG	86	A	85	B	82	Exceeded	2.59	15	100.0		Y											476	74.2	85.7										63	84.1	88.9	61	70.5	80.3	76	80.3	85.5										63	74.6	79.4	61	65.6	86.9	76	64.5	82.9										76	78.9	94.7			
Sampson County Schools	820324	Sampson Early College High	Sandhills	09-13		A	92					Exceeded	6.43	13	100.0	Y		57	66.7	10	>95	48	>95	42	>95	40	90.0	191	90.1	94.2	63	>95	>95	68	89.7	92.6	60	83.3	93.3																																										
Sampson County Schools	820340	Hargrove Elementary	Sandhills	PK-05	Y	B	75	C	68	B	76	Exceeded	2.11	12	100.0		Y											421	56.5	72.0										68	45.6	67.6	63	63.5	79.4	53	64.2	77.4										68	36.8	52.9	63	57.1	73.0	53	52.8	67.9										53	83.0	90.6			
Sampson County Schools	820346	Hobbton Elementary	Sandhills	PK-05	Y	B	74	B	73	B	75	NotMet	-2.09	16	100.0		Y											548	56.4	75.4										73	60.3	86.3	87	62.1	73.6	76	60.5	73.7										73	49.3	64.4	87	51.7	79.3	76	47.4	71.1										76	63.2	78.9			
Sampson County Schools	820347	Hobbton Middle	Sandhills	06-08	Y	C	64	C	65	C	59	NotMet	-3.62	20	100.0		Y											1001	49.7	64.0	27	>95	>95																131	51.1	68.7	136	47.8	62.5	146	37.7	44.5										131	55.7	71.8	136	42.6	60.3	147	40.8	55.1				147	63.3	79.6
Sampson County Schools	820348	Hobbton High	Sandhills	09-12		B	70					Exceeded	2.26	28	100.0	N	Y	135	52.6	92	78.3	106	>95	142	76.8	143	81.8	399	44.4	55.6	127	49.6	65.4	149	32.9	38.9	123	52.8	65.9																																										
Sampson County Schools	820349	Lakewood High	Sandhills	09-12		C	63					Met	-1.99	25	96.0	N	Y	114	43.9	79	65.8	111	>95	151	78.8	134	80.6	379	33.5	48.0	124	40.3	58.1	101	26.7	42.6	154	32.5	43.5																																										
Sampson County Schools	820350	Midway Elementary	Sandhills	PK-05	Y	B	78	B	70	B	82	Exceeded	3.83	13	100.0		Y											485	65.8	75.5										62	69.4	85.5	74	66.2	75.7	71	83.1	85.9										62	59.7	67.7	74	56.8	63.5	71	49.3	64.8										71	76.1	85.9			
Sampson County Schools	820352	Midway High	Sandhills	09-12		B	77					Exceeded	2.88	32	100.0	N	Y	165	60.6	125	82.4	157	>95	186	84.4	183	88.0	560	56.1	67.5	222	60.8	77.9	135	51.1	56.3	203	54.2	63.5																																										
Sampson County Schools	820354	Midway Middle	Sandhills	06-08	Y	B	78	B	70	B	77	Exceeded	4.33	26	100.0		Y											1485	65.5	74.5	64	>95	>95																208	58.2	69.7	195	69.2	77.4	205	65.9	71.7										208	52.9	65.9	195	60.5	70.3	205	53.2	63.9				205	88.3	>95
Sampson County Schools	820364	Plain View Elementary	Sandhills	PK-05	Y	B	81	B	73	B	82	Exceeded	3.4	10	100.0		Y											454	67.2	79.5										57	75.4	89.5	65	53.8	67.7	70	78.6	90.0										57	59.6	64.9	65	56.9	70.8	70	58.6	74.3										70	85.7	>95			
Sampson County Schools	820370	Union Middle	Sandhills	06-08	Y	C	58	C	58	C	55	Met	-0.48	20	100.0		Y											979	39.2	53.3	31	74.2	93.5																136	44.1	55.9	113	36.3	53.1	150	27.3	37.3										136	43.4	57.4	113	38.9	53.1	150	29.3	46.0				150	48.0	62.7
Sampson County Schools	820372	Roseboro-Salemburg Middle	Sandhills	06-08	Y	C	58	C	59	D	46	Met	-0.23	18	100.0		Y											983	41.1	53.3	19	94.7	>95																155	40.0	47.1	134	24.6	35.1	129	20.9	35.7										155	42.6	52.9	134	43.3	56.0	129	29.5	52.7				128	79.7	89.1
Sampson County Schools	820376	Salemburg Elementary	Sandhills	PK-05	Y	C	65	C	57	C	64	Exceeded	2.21	15	100.0		Y											515	44.7	59.6										70	41.4	64.3	78	32.1	46.2	73	56.2	65.8										70	32.9	42.9	78	35.9	52.6	73	35.6	58.9										73	79.5	87.7			
Sampson County Schools	820384	Union Elementary	Sandhills	PK-03	Y	B	75	C	67	B	83	Exceeded	2.62	12	100.0		Y											336	52.4	72.3										168	63.7	82.7																168	41.1	61.9																					
Sampson County Schools	820385	Union Intermediate	Sandhills	04-05	Y	C	62	C	64	C	60	NotMet	-4.08	16	100.0		Y											720	45.7	62.6													132	59.1	67.4	152	48.0	55.3													132	45.5	69.7	152	26.3	52.6										152	51.3	69.7			
Sampson County Schools	820388	Union High	Sandhills	09-12	Y	C	64					Exceeded	3.96	25	100.0	N	Y	123	34.1	64	59.4	101	>95	136	73.5	147	76.9	410	35.4	48.3	145	43.4	54.5	132	31.8	37.1	133	30.1	52.6																																										
Clinton City Schools	821	Clinton City Schools	Sandhills											64	98.4			182	47.8	85	76.5	184	>95	206	87.4	221	90.0	4008	43.3	56.3	316	53.8	64.9	207	30.9	41.1	244	43.4	53.3	261	51.7	71.6	245	42.4	53.5	227	57.7	65.6	241	31.1	41.9	201	46.3	54.2	222	41.4	50.0	261	37.5	55.2	245	33.5	52.7	227	34.4	48.5	241	32.4	49.8	201	45.3	58.7	221	38.0	52.9	227	53.7	67.4	221	59.7	71.9
Clinton City Schools	821304	Butler Avenue Elementary	Sandhills	02-03	Y	C	69	C	62	B	72	Exceeded	3.68	10	100.0		Y											522	44.6	63.4										261	51.7	71.6																261	37.5	55.2																					
Clinton City Schools	821308	Clinton High	Sandhills	09-12		C	63					NotMet	-5.41	36	97.2	N	Y	182	47.8	85	76.5	184	>95	206	87.4	221	90.0	692	38.9	50.4	241	41.1	55.6	207	30.9	41.1	244	43.4	53.3																																										
Clinton City Schools	821316	Langdon C Kerr Elementary	Sandhills	PK-01	Y	I																																																																											
Clinton City Schools	821320	Sampson Middle	Sandhills	06-08	Y	C	58	C	58	D	52	NotMet	-2.84	27	100.0		Y											1623	44.1	55.8	75	94.7	94.7																241	31.1	41.9	201	46.3	54.2	222	41.4	50.0										241	32.4	49.8	201	45.3	58.7	221	38.0	52.9				221	59.7	71.9
Clinton City Schools	821330	Sunset Avenue Elementary	Sandhills	04-05	Y	C	58	C	56	C	59	NotMet	-4.82	20	100.0		Y											1171	44.2	57.4													245	42.4	53.5	227	57.7	65.6													245	33.5	52.7	227	34.4	48.5										227	53.7	67.4			
Scotland County Schools	830	Scotland County Schools	Sandhills											67	91.0			390	39.2	130	63.8	382	>95	471	82.8	474	84.2	7629	40.9	53.0	568	48.9	60.9	458	32.8	44.3	422	36.5	46.4	481	43.7	59.7	472	42.8	51.7	471	47.1	56.9	381	51.4	63.5	386	40.7	47.4	443	27.5	34.3	480	30.2	43.5	472	31.6	49.2	471	31.8	50.7	381	45.4	57.7	387	42.6	49.9	443	33.9	46.0	472	54.9	70.1	441	53.5	67.1
Scotland County Schools	830304	Carver Middle	Sandhills	06-08	Y	C	55	D	51	C	55	NotMet	-3.7	22	100.0		Y											1447	43.3	53.7	41	87.8	>95																197	57.4	69.5	213	46.9	54.0	196	21.9	27.6										197	48.2	60.4	213	41.8	47.4	196	26.0	40.3				194	51.5	68.0
Scotland County Schools	830312	Covington Street Elementary	Sandhills	0K-05	Y	C	63	C	55	C	62	Met	1.41	9	100.0		Y											307	44.6	57.3										50	32.0	42.0	43	48.8	58.1	40	65.0	75.0										50	18.0	30.0	43	39.5	55.8	40	37.5	62.5										41	80.5	87.8			
Scotland County Schools	830316	Shaw Academy	Sandhills	06-12		N/A		N/A		N/A		NotMet	-2.32	1	0.0	N	Y	<10	*	<10	*	24	>95	29	75.9	24	62.5	68	<5	5.9	15	<5	6.7	<10	*	*	<10	*	*										<10	*	*	<10	*	*	<10	*	*										<10	*	*	<10	*	*	<10	*	*				<10	*	*
Scotland County Schools	830320	I E Johnson Elementary	Sandhills	PK-05	Y	C	55	D	46	C	62	Met	1.75	11	100.0		Y											360	31.9	47.2										63	38.1	57.1	54	42.6	61.1	42	40.5	47.6										63	33.3	42.9	54	20.4	40.7	42	14.3	23.8										42	31.0	52.4			
Scotland County Schools	830328	Laurel Hill Elementary	Sandhills	PK-05	Y	B	75	B	70	B	73	Met	1.39	17	100.0		Y											639	58.2	72.3										77	62.3	81.8	94	62.8	70.2	99	65.7	71.7										77	59.7	76.6	94	40.4	58.5	99	41.4	62.6										99	75.8	86.9			
Scotland County Schools	830336	North Laurinburg Elementary	Sandhills	PK-05	Y	D	53	D	49	D	52	NotMet	-2.17	8	100.0		Y											287	32.4	49.1										50	48.0	64.0	37	10.8	18.9	38	44.7	57.9										49	24.5	40.8	37	10.8	37.8	38	28.9	50.0										38	55.3	71.1			
Scotland County Schools	830343	Scotland High School	Sandhills	09-12		C	57					NotMet	-6.38	40	85.0	N	Y	351	35.3	129	63.6	306	>95	385	82.1	395	84.3	1161	31.6	43.5	387	35.4	47.8	414	29.5	41.3	360	30.0	41.4																																										
Scotland County Schools	830348	Scotland Early College High	Sandhills	09-13		A	90					Met	1.25	8	100.0	N	Y	37	78.4			52	>95	52	>95	47	>95	139	81.3	89.2	50	78.0	92.0	36	77.8	88.9	53	86.8	86.8																																										
Scotland County Schools	830349	Spring Hill Middle	Sandhills	06-08	Y	C	60	C	58	D	53	Met	-0.29	24	100.0		Y											1495	45.0	55.2	75	88.0	>95																180	46.1	58.3	171	33.3	39.8	239	33.1	41.0										180	42.8	55.6	172	44.2	53.5	239	41.4	52.3				239	56.9	68.2
Scotland County Schools	830356	South Scotland Elementary	Sandhills	PK-05	Y	C	58	C	57	D	54	Met	-1.81	14	100.0		Y											457	44.0	54.9										63	52.4	60.3	65	46.2	52.3	67	41.8	46.3										63	39.7	49.2	65	43.1	53.8	67	29.9	49.3										67	55.2	73.1			
Scotland County Schools	830360	Wagram Elementary	Sandhills	PK-05	Y	D	54	D	51	D	54	Met	1.17	15	100.0		Y											511	33.7	46.4										66	45.5	60.6	71	33.8	39.4	79	36.7	46.8										66	21.2	36.4	71	23.9	43.7	79	31.6	45.6										79	41.8	51.9			
Scotland County Schools	830364	Sycamore Lane Elementary	Sandhills	0K-05	Y	D	53	D	50	D	52	NotMet	-2.79	16	100.0		Y											758	32.6	49.2										112	31.3	50.9	108	38.0	47.2	106	37.7	53.8										112	16.1	29.5	108	31.5	47.2	106	30.2	50.9										106	44.3	66.0			
Stanly County Schools	840	Stanly County Schools	Southwest											72	95.8			510	52.4	310	69.0	580	>95	657	87.8	656	84.1	11210	46.6	57.5	761	53.2	63.2	664	38.6	49.2	722	41.6	54.2	655	52.5	64.1	659	38.7	46.0	661	47.7	54.2	628	44.1	53.0	639	42.3	49.8	639	42.3	49.1	655	45.3	59.5	660	38.9	53.5	661	36.8	52.5	628	52.2	66.4	639	53.1	64.6	639	45.1	58.1	661	54.2	64.3	639	66.7	76.2
Stanly County Schools	840302	Albemarle High	Southwest	09-12		D	49					NotMet	-11.96	22	100.0	Y		80	30.0	49	63.3	85	>95	108	79.6	104	77.9	401	19.0	30.7	125	22.4	36.8	140	15.0	22.9	136	19.9	33.1																																										
Stanly County Schools	840303	Albemarle Middle	Southwest	06-08	Y	C	57	C	61	D	47	Exceeded	3.55	19	100.0													904	39.4	49.4	21	>95	>95																132	35.6	42.4	116	30.2	34.5	129	31.0	36.4										132	47.7	62.9	116	42.2	53.4	129	31.0	45.7				129	48.1	61.2
Stanly County Schools	840304	Aquadale Elementary	Southwest	PK-05	Y	B	73	B	71	B	70	Met	0.22	13	100.0													427	58.1	70.5										53	73.6	86.8	57	52.6	57.9	69	65.2	71.0										53	52.8	73.6	57	54.4	66.7	69	42.0	62.3										69	66.7	76.8			
Stanly County Schools	840308	Badin Elementary	Southwest	0K-05	Y	C	68	C	68	C	59	Met	1.13	13	100.0													509	55.6	63.9										74	58.1	63.5	71	45.1	52.1	73	43.8	49.3										74	54.1	68.9	71	52.1	64.8	73	54.8	61.6										73	80.8	86.3			
Stanly County Schools	840310	Central Elementary	Southwest	0K-05	Y	D	53	D	52	C	55	NotMet	-2.84	18	100.0													730	39.2	49.7										117	35.9	47.9	96	45.8	50.0	101	50.5	55.4										117	34.2	41.0	97	34.0	49.5	101	32.7	50.5										101	42.6	55.4			
Stanly County Schools	840312	Endy Elementary	Southwest	PK-05	Y	C	58	C	61	C	60	Met	0.69	10	100.0													394	40.1	52.3										51	60.8	70.6	53	39.6	47.2	62	38.7	45.2										51	51.0	74.5	53	32.1	50.9	62	29.0	43.5										62	33.9	40.3			
Stanly County Schools	840316	East Albemarle Elementary	Southwest	0K-05	Y	D	49	D	45	D	50	NotMet	-2.08	11	100.0													415	30.8	44.1										62	53.2	64.5	69	15.9	27.5	51	41.2	47.1										62	29.0	50.0	69	13.0	27.5	51	27.5	33.3										51	43.1	64.7			
