LEA,LEAname,SchoolCode,SchoolName,OfficialSchoolName,GradeLevelCurrent,SchoolType,SchoolProgramType,SchoolYear
300,Davie County Schools,300312,Davie County High,Davie County High,09:10:11:12,Regular School,None,2013-14
300,Davie County Schools,300314,Davie County Early College High,Davie County Early College High,09:10:11:12:13,Regular School,Early College,2013-14
300,Davie County Schools,300320,Mocksville Elementary,Mocksville Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
300,Davie County Schools,300325,North Davie Middle,North Davie Middle,06:07:08,Regular School,None,2013-14
300,Davie County Schools,300326,Pinebrook Elementary,Pinebrook Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
300,Davie County Schools,300328,Shady Grove Elementary,Shady Grove Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
300,Davie County Schools,300330,South Davie Middle,South Davie Middle,06:07:08,Regular School,None,2013-14
300,Davie County Schools,300336,William R Davie Elementary,William R Davie Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
300,Davie County Schools,300337,William Ellis Middle,William Ellis Middle,06:07:08,Regular School,None,2013-14
310,Duplin County Schools,310304,B F Grady Elementary,B F Grady Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
310,Duplin County Schools,310308,Beulaville Elementary,Beulaville Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
310,Duplin County Schools,310324,Charity Middle,Charity Middle,06:07:08,Regular School,None,2013-14
310,Duplin County Schools,310330,Chinquapin Elementary,Chinquapin Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
310,Duplin County Schools,310336,Warsaw Elementary,Warsaw Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
310,Duplin County Schools,310338,Duplin Early College High,Duplin Early College High School,09:10:11:12:13,Regular School,Early College,2013-14
310,Duplin County Schools,310340,E E Smith Middle,E E Smith Middle,P0:P1:P2:P3:PK:06:07:08,Regular School,None,2013-14
310,Duplin County Schools,310344,East Duplin High,East Duplin High,09:10:11:12,Regular School,None,2013-14
310,Duplin County Schools,310352,James Kenan High,James Kenan High,09:10:11:12,Regular School,None,2013-14
310,Duplin County Schools,310356,Kenansville Elementary,Kenansville Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
310,Duplin County Schools,310360,North Duplin Elementary,North Duplin Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
310,Duplin County Schools,310364,North Duplin Jr Sr High,North Duplin Jr Sr High,07:08:09:10:11:12,Regular School,None,2013-14
310,Duplin County Schools,310384,Rose Hill-Magnolia Elementary,Rose Hill-Magnolia Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
310,Duplin County Schools,310388,Wallace Elementary,Wallace Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
310,Duplin County Schools,310392,Wallace-Rose Hill High,Wallace-Rose Hill High,09:10:11:12,Regular School,None,2013-14
310,Duplin County Schools,310396,Warsaw Middle,Warsaw Middle,P0:P1:P2:P3:PK:06:07:08,Regular School,None,2013-14
320,Durham Public Schools,320304,Bethesda Elementary,Bethesda Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320306,Brogden Middle,Brogden Middle,06:07:08,Regular School,None,2013-14
320,Durham Public Schools,320308,Burton Elementary,Burton Elementary,PK:KG:01:02:03:04:05,Regular School,Magnet,2013-14
320,Durham Public Schools,320309,J D Clement Early College HS,Josephine Dobbs Clement Early College High School,09:10:11:12,Regular School,Early College,2013-14
320,Durham Public Schools,320310,Eastway Elementary,Eastway Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320312,C E Jordan High,Charles E Jordan Sr High School,09:10:11:12,Regular School,None,2013-14
320,Durham Public Schools,320313,Easley Elementary,Easley Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320314,The School for Creative Studies,The School for Creative Studies,06:07:09,Regular School,None,2013-14
320,Durham Public Schools,320315,Eno Valley Elementary,Eno Valley Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320316,George L Carrington Middle,George L Carrington Middle,06:07:08,Regular School,None,2013-14
320,Durham Public Schools,320317,City of Medicine Academy,City of Medicine Academy,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
320,Durham Public Schools,320318,Club Boulevard Elementary,Club Boulevard Elementary,KG:01:02:03:04:05,Regular School,Magnet,2013-14
320,Durham Public Schools,320319,Creekside Elementary,Creekside Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320320,Glenn Elementary,Glenn Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320322,Durham's Performance Learning Center,Durham's Performance Learning Center,08:09:10:11:12,Alternative Education,None,2013-14
320,Durham Public Schools,320323,Durham School of the Arts,Durham School of the Arts,06:07:08:09:10:11:12,Regular School,Magnet,2013-14
320,Durham Public Schools,320324,Hillandale Elementary,Hillandale Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320325,Hillside High,Hillside High,09:10:11:12,Regular School,None,2013-14
320,Durham Public Schools,320327,Hope Valley Elementary,Hope Valley Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320328,Holt Elementary,Holt Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320329,Holton Career and Resource Center,Holton Career and Resource Center,NG,Vocational Education,None,2013-14
320,Durham Public Schools,320332,Forest View Elementary,Forest View Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320336,DPS Hospital School,DPS Hospital School,KG:01:02:03:04:05:06:07:08:09:10:11:12:UG,Regular School,Hospital,2013-14
320,Durham Public Schools,320338,James E Shepard Middle,James E Shepard Magnet Middle School,06:07:08,Regular School,Magnet,2013-14
320,Durham Public Schools,320339,Lakewood Elementary,Lakewood Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320340,Little River Elementary,Little River Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320341,Lakeview School,Lakeview School,06:07:08:09:10:11:12,Alternative Education,None,2013-14
320,Durham Public Schools,320342,Lakewood Montessori Middle,Lakewood Montessori Middle School,06:07:08,Regular School,Magnet,2013-14
320,Durham Public Schools,320343,Lucas Middle,Lucas Middle School,06:07:08,Regular School,None,2013-14
320,Durham Public Schools,320344,Fayetteville Street Elementary,Fayetteville Street Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320346,Lowe's Grove Middle,Lowe's Grove Middle,06:07:08,Regular School,None,2013-14
320,Durham Public Schools,320347,George Watts Elementary,George Watts Elementary,PK:KG:01:02:03:04:05,Regular School,Magnet,2013-14
320,Durham Public Schools,320348,Mangum Elementary,Mangum Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320352,Merrick-Moore Elementary,Merrick-Moore Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320353,Middle College HS @ DTCC,Middle College HS @ DTCC,11:12,Regular School,Early College,2013-14
320,Durham Public Schools,320354,Morehead Montessori,Morehead Montessori,PK:KG:01:02:03:04:05,Regular School,Magnet,2013-14
320,Durham Public Schools,320355,Neal Middle,Neal Middle,06:07:08,Regular School,None,2013-14
320,Durham Public Schools,320356,Northern High,Northern High,09:10:11:12,Regular School,None,2013-14
320,Durham Public Schools,320360,Oak Grove Elementary,Oak Grove Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320362,Parkwood Elementary,Parkwood Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320363,E K Powe Elementary,E K Powe Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320364,Pearsontown Elementary,Pearsontown Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320365,Riverside High,Riverside High,09:10:11:12,Regular School,None,2013-14
320,Durham Public Schools,320366,Sherwood Githens Middle,Sherwood Githens Middle,06:07:08,Regular School,None,2013-14
320,Durham Public Schools,320367,R N Harris Elementary,R N Harris Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320368,Southern School of Energy and Sustainabi,Southern School of Energy and Sustainability,09:10:11:12,Regular School,None,2013-14
320,Durham Public Schools,320369,Sandy Ridge Elementary,Sandy Ridge Elementary School,PK:KG:01:02:03:04:05,Regular School,Magnet,2013-14
320,Durham Public Schools,320370,Rogers-Herr Middle,Rogers-Herr Middle,06:07:08,Regular School,None,2013-14
320,Durham Public Schools,320372,Southwest Elementary,Southwest Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320374,C C Spaulding Elementary,C C Spaulding Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320376,Spring Valley Elementary,Spring Valley Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320388,W G Pearson Elementary,W G Pearson Elementary,PK:KG:01:02:03:04:05,Regular School,Magnet,2013-14
320,Durham Public Schools,320389,WG Pearson Magnet Middle,WG Pearson Magnet Middle,8,Regular School,None,2013-14
320,Durham Public Schools,320400,Y E Smith Elementary,Y E Smith Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
320,Durham Public Schools,320700,Southern School of Engineering,Southern High School of Engineering,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
320,Durham Public Schools,320701,Hillside New Tech High,Hillside New Tech High School,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
330,Edgecombe County Public Schools,330304,G W Bulluck Elementary,G W Bulluck Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
330,Edgecombe County Public Schools,330308,G W Carver Elementary,G W Carver Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
330,Edgecombe County Public Schools,330312,Coker-Wimberly Elementary,Coker-Wimberly Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
330,Edgecombe County Public Schools,330324,C B Martin Middle,C B Martin Middle,07:08,Regular School,None,2013-14
330,Edgecombe County Public Schools,330326,Edgecombe Early College High,Edgecombe Early College High,09:10:11:12:13,Regular School,Early College,2013-14
330,Edgecombe County Public Schools,330328,North Edgecombe High,North Edgecombe High,09:10:11:12,Regular School,None,2013-14
330,Edgecombe County Public Schools,330330,W A Pattillo School,W A Pattillo School,04:05:06,Regular School,None,2013-14
330,Edgecombe County Public Schools,330332,Phillips Middle,Phillips Middle,06:07:08,Regular School,None,2013-14
330,Edgecombe County Public Schools,330334,Princeville Elementary,Princeville Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
330,Edgecombe County Public Schools,330340,South Edgecombe Middle,South Edgecombe Middle,06:07:08,Regular School,None,2013-14
330,Edgecombe County Public Schools,330348,West Edgecombe Middle,West Edgecombe Middle,06:07:08,Regular School,None,2013-14
330,Edgecombe County Public Schools,330350,SouthWest Edgecombe High,SouthWest Edgecombe High,09:10:11:12,Regular School,None,2013-14
330,Edgecombe County Public Schools,330354,Stocks Elementary,Stocks Elementary,PK:KG:01:02:03,Regular School,None,2013-14
330,Edgecombe County Public Schools,330358,Tarboro High,Tarboro High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340308,Ashley Elementary,Ashley Elementary,P3:PK:KG:01:02:03:04:05,Regular School,Magnet,2013-14
340,Winston Salem/Forsyth County Schools,340311,Atkins Academic & Tech High,Atkins Academic & Technology High ,09:10:11:12,Regular School,Magnet,2013-14
340,Winston Salem/Forsyth County Schools,340314,Bolton Elementary,Bolton Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340320,Brunson Elementary,Brunson Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340326,Caleb's Creek Elementary,Caleb's Creek Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340330,Carver High,Carver High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340332,Career Center,Career Center,09:10:11:12,Vocational Education,None,2013-14
340,Winston Salem/Forsyth County Schools,340334,Cash Elementary,Cash Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340336,Carter High School,C. Douglas Carter High School,09:10:11:12,Exceptional Children,None,2013-14
340,Winston Salem/Forsyth County Schools,340344,Childrens Center,Children's Center,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Exceptional Children,None,2013-14
340,Winston Salem/Forsyth County Schools,340348,Clemmons Elementary,Clemmons Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340350,Clemmons Middle School,Clemmons Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340351,Cook Elementary,Cook Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340354,The Downtown School,The Downtown School,P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,Magnet,2013-14
340,Winston Salem/Forsyth County Schools,340362,Early College of Forsyth Co,Early College of Forsyth Count,09:10:11:12,Regular School,Early College,2013-14
340,Winston Salem/Forsyth County Schools,340364,East Forsyth High,East Forsyth High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340366,East Forsyth Middle School,East Forsyth Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340368,Easton Elementary School,Easton Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340372,Flat Rock Middle,Flat Rock Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340376,Forest Park Elementary,Forest Park Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340380,Gibson Elementary,Gibson Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340382,Robert B Glenn High School,Robert B Glenn High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340384,Griffith Elementary,Griffith Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340385,Main Street Academy,Main Street Academy,06:07:08:09:10:11:12,Alternative Education,None,2013-14
340,Winston Salem/Forsyth County Schools,340390,Hall-Woodward Elementary,Hall-Woodward Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340392,Hanes Middle School,Hanes Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340398,Homebound/ Hospital Education,Hospital/Homebound Education Center,P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Regular School,Hospital,2013-14
340,Winston Salem/Forsyth County Schools,340400,Ibraham Elementary,Ibraham Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340403,Jefferson Elementary,Jefferson Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340406,Thomas Jefferson Middle,Thomas Jefferson Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340416,Kernersville Elementary,Kernersville Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340420,Kernersville Middle,Kernersville Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340424,Kimberley Park Elementary,Kimberley Park Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340426,Kimmel Farm Elementary,Kimmel Farm Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340427,Kingswood School,Kingswood School at the Children's Home,P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Alternative Education,None,2013-14
340,Winston Salem/Forsyth County Schools,340428,Konnoak Elementary,Konnoak Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340430,Diggs-Latham Elementary,Diggs-Latham Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340432,Lewisville Elementary,Lewisville Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340436,Lowrance Middle,Lowrance Middle,06:07:08,Exceptional Children,None,2013-14
340,Winston Salem/Forsyth County Schools,340440,Meadowlark Elementary,Meadowlark Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340442,Meadowlark Middle,Meadowlark Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340446,Middle College of Forsyth Cnty,Middle College of Forsyth County,11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340447,Middle Fork Elementary,Middle Fork Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340448,Mineral Springs Elementary,Mineral Springs Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340452,Mineral Springs Middle,Mineral Springs Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340453,Moore Magnet Elementary,Moore Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340454,Mount Tabor High School,Mount Tabor High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340457,Frank Morgan Elementary,Frank Morgan Elementary School,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340460,North Forsyth High,North Forsyth High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340462,North Hills Elementary,North Hills Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340464,Northwest Middle,Northwest Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340472,Old Richmond Elementary,Old Richmond Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340476,Old Town Elementary,Old Town Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340480,Paisley IB Magnet School,Paisley Magnet School,06:07:08:09:10,Regular School,Magnet,2013-14
340,Winston Salem/Forsyth County Schools,340486,Parkland High,Parkland High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340488,J F Kennedy High,J. F. Kennedy High School,06:07:08:09:10:11:12,Regular School,Magnet,2013-14
340,Winston Salem/Forsyth County Schools,340490,Petree Elementary,Petree Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340492,Philo-Hill Magnet Academy,Philo-Hill Magnet Academy,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340494,Piney Grove Elementary,Piney Grove Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340495,Ronald W Reagan High School,Ronald Wilson Reagan High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340496,R J Reynolds High,R J Reynolds High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340504,Rural Hall Elementary,Rural Hall Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340508,Sedge Garden Elementary,Sedge Garden Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340512,Sherwood Forest Elementary,Sherwood Forest Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340514,Smith Farm Elementary,Smith Farm Elementary School,P3:PK:KG:01:02:03,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340516,Southeast Middle,Southeast Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340520,South Fork Elementary,South Fork Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340528,Southwest Elementary,Southwest Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340530,Speas Elementary,Speas Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340531,The Special Children's School,The Special Children's School,P2:P3:PK:KG:01:02:03:04:05,Exceptional Children,None,2013-14
340,Winston Salem/Forsyth County Schools,340532,Union Cross Traditional Acad,Union Cross Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340536,Vienna Elementary,Vienna Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340540,Walkertown Elementary,Walkertown Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340542,Walkertown High,Walkertown High School,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340544,Walkertown Middle,Walkertown Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340548,Ward Elementary,Ward Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340556,West Forsyth High,West Forsyth High,09:10:11:12,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340560,Whitaker Elementary,Whitaker Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340564,Wiley Middle,Wiley Middle,06:07:08,Regular School,None,2013-14
340,Winston Salem/Forsyth County Schools,340568,Winston-Salem Preparatory Acad,Winston-Salem Preparatory Acad,06:07:08:09:10:11:12,Regular School,Magnet,2013-14
340,Winston Salem/Forsyth County Schools,340703,Jacket Academy at Carver,Jacket Integrated Academy,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
350,Franklin County Schools,350304,Bunn Elementary,Bunn Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
350,Franklin County Schools,350308,Bunn High,Bunn High,09:10:11:12,Regular School,None,2013-14
350,Franklin County Schools,350310,Bunn Middle,Bunn Middle,06:07:08,Regular School,None,2013-14
350,Franklin County Schools,350312,Cedar Creek Middle,Cedar Creek Middle,06:07:08,Regular School,None,2013-14
350,Franklin County Schools,350316,Edward Best Elementary,Edward Best Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
350,Franklin County Schools,350317,Franklin County Early College,Franklin County Early College,09:10:11:12:13,Regular School,Early College,2013-14
350,Franklin County Schools,350318,Franklinton Elementary,Franklinton Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
350,Franklin County Schools,350321,Franklinton High,Franklinton High,09:10:11:12,Regular School,None,2013-14
350,Franklin County Schools,350324,Franklinton Middle,Franklinton Middle School,06:07:08,Regular School,None,2013-14
350,Franklin County Schools,350330,Laurel Mill Elementary,Laurel Mill Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
350,Franklin County Schools,350331,Long Mill Elementary,Long Mill Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
350,Franklin County Schools,350332,Louisburg Elementary,Louisburg Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
350,Franklin County Schools,350336,Louisburg High,Louisburg High,09:10:11:12,Regular School,None,2013-14
350,Franklin County Schools,350338,Terrell Lane Middle,Terrell Lane Middle,06:07:08,Regular School,None,2013-14
350,Franklin County Schools,350339,Royal Elementary,Royal Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2013-14
350,Franklin County Schools,350340,Youngsville Elementary,Youngsville Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360310,Ashbrook High,Ashbrook High School,09:10:11:12,Regular School,None,2013-14
360,Gaston County Schools,360320,Belmont Central Elementary,Belmont Central Elementary School,02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360324,Belmont Middle,Belmont Middle School,06:07:08,Regular School,None,2013-14
360,Gaston County Schools,360332,Bessemer City Central Elem,Bessemer City Central Elementary School,03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360336,Bessemer City High,Bessemer City High School,09:10:11:12,Regular School,None,2013-14
360,Gaston County Schools,360337,Gaston Early College High School,Gaston Early College High School,09:10:11:12:13,Regular School,Early College,2013-14
360,Gaston County Schools,360338,Bessemer City Primary,Bessemer City Primary School,PK:KG:01:02,Regular School,None,2013-14
360,Gaston County Schools,360339,W B Beam Intermediate School,W B Beam Intermediate School,04:05,Regular School,None,2013-14
360,Gaston County Schools,360340,Brookside Elementary,Brookside Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360344,Carr Elementary,Carr Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360348,Catawba Heights Elementary,Catawba Heights Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360352,Chapel Grove Elementary,Chapel Grove Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360360,Cherryville High,Cherryville High School,09:10:11:12,Regular School,None,2013-14
360,Gaston County Schools,360364,Cherryville Elementary,Cherryville Elementary School,PK:KG:01:02:03,Regular School,None,2013-14
360,Gaston County Schools,360372,Warlick Academy,Warlick Academy,06:07:08:09:10:11:12,Alternative Education,None,2013-14
360,Gaston County Schools,360376,Costner Elementary,Costner Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360378,Stuart W Cramer High,Stuart W Cramer High School,09:10,Regular School,None,2013-14
360,Gaston County Schools,360380,Cramerton Middle,Cramerton Middle School,06:07:08,Regular School,None,2013-14
360,Gaston County Schools,360390,East Gaston High,East Gaston High School,09:10:11:12,Regular School,None,2013-14
360,Gaston County Schools,360392,Edward D Sadler Jr  Elementary School,Edward D Sadler Jr Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360394,Webb Street School,Webb Street School,UG,Exceptional Children,None,2013-14
360,Gaston County Schools,360396,Forestview High,Forestview High School,09:10:11:12,Regular School,None,2013-14
360,Gaston County Schools,360400,Gardner Park Elementary,Gardner Park Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
360,Gaston County Schools,360408,W P Grier Middle School,W P Grier Middle School,06:07:08,Regular School,None,2013-14
360,Gaston County Schools,360416,Hawks Nest Intermediate,Hawks Nest Intermediate School,04:05,Regular School,None,2013-14
360,Gaston County Schools,360418,Highland Sch of Technology,Highland School of Technology,09:10:11:12,Regular School,Magnet,2013-14
360,Gaston County Schools,360426,Holbrook Middle,Holbrook Middle School,06:07:08,Regular School,None,2013-14
360,Gaston County Schools,360428,Hunter Huss High,Hunter Huss High School,09:10:11:12,Regular School,None,2013-14
