LEA,LEAname,SchoolCode,SchoolName,OfficialSchoolName,GradeLevelCurrent,SchoolType,SchoolProgramType,SchoolYear
10,Alamance-Burlington Schools,10360,Hugh M Cummings High,Hugh M Cummings High,09:10:11:12,Regular School,None,2013-14
10,Alamance-Burlington Schools,10362,Marvin B Smith Elementary,Marvin B Smith Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
10,Alamance-Burlington Schools,10364,North Graham Elementary,North Graham Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
10,Alamance-Burlington Schools,10372,Pleasant Grove Elementary,Pleasant Grove Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
10,Alamance-Burlington Schools,10374,R Homer Andrews Elementary,R Homer Andrews Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
10,Alamance-Burlington Schools,10378,Ray Street Academy,Ray Street Academy,KG:01:02:03:04:05:06:07:08:09:10:11:12,Alternative Education,None,2013-14
10,Alamance-Burlington Schools,10380,South Graham Elementary,South Graham Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
10,Alamance-Burlington Schools,10384,South Mebane Elementary,South Mebane Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
10,Alamance-Burlington Schools,10388,Southern High,Southern High,09:10:11:12,Regular School,None,2013-14
10,Alamance-Burlington Schools,10390,Southern Middle,Southern Middle,06:07:08,Regular School,None,2013-14
10,Alamance-Burlington Schools,10392,Sylvan Elementary,Sylvan Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
10,Alamance-Burlington Schools,10394,Turrentine Middle,Turrentine Middle,06:07:08,Regular School,None,2013-14
10,Alamance-Burlington Schools,10396,Walter M Williams High,Walter M Williams High,09:10:11:12,Regular School,None,2013-14
10,Alamance-Burlington Schools,10400,Western Alamance High,Western Alamance High,09:10:11:12,Regular School,None,2013-14
10,Alamance-Burlington Schools,10403,Western Middle,Western Middle,06:07:08,Regular School,None,2013-14
10,Alamance-Burlington Schools,10406,Woodlawn Middle,Woodlawn Middle,06:07:08,Regular School,None,2013-14
20,Alexander County Schools,20302,Alexander Central High,Alexander Central High,09:10:11:12,Regular School,None,2013-14
20,Alexander County Schools,20304,Bethlehem Elementary,Bethlehem Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
20,Alexander County Schools,20306,East Alexander Middle,East Alexander Middle,06:07:08,Regular School,None,2013-14
20,Alexander County Schools,20308,Ellendale Elementary,Ellendale Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
20,Alexander County Schools,20316,Hiddenite Elementary,Hiddenite Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
20,Alexander County Schools,20320,Stony Point Elementary,Stony Point Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
20,Alexander County Schools,20324,Sugar Loaf Elementary,Sugar Loaf Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
20,Alexander County Schools,20328,Taylorsville Elementary,Taylorsville Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
20,Alexander County Schools,20330,West Alexander Middle,West Alexander Middle,06:07:08,Regular School,None,2013-14
20,Alexander County Schools,20332,Wittenburg Elementary,Wittenburg Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
30,Alleghany County Schools,30304,Alleghany High,Alleghany High,09:10:11:12,Regular School,None,2013-14
30,Alleghany County Schools,30308,Glade Creek Elementary,Glade Creek Elementary,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
30,Alleghany County Schools,30316,Piney Creek Elementary,Piney Creek Elementary,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
30,Alleghany County Schools,30320,Sparta Elementary,Sparta Elementary,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
40,Anson County Schools,40304,Anson Co. Early College High,Anson County Early College High School,09:10:11:12:13,Regular School,Early College,2013-14
40,Anson County Schools,40305,Anson Academy,Anson Academy,09:10:11:12,Alternative Education,None,2013-14
40,Anson County Schools,40306,Anson High School,Anson High School,09:10:11:12,Regular School,None,2013-14
40,Anson County Schools,40308,Ansonville Elementary,Ansonville Elementary School,PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
40,Anson County Schools,40309,Anson Middle,Anson Middle School,07:08,Regular School,None,2013-14
40,Anson County Schools,40311,Wadesboro Primary,Wadesboro Primary School,PK:KG:01:02:03:04,Regular School,None,2013-14
40,Anson County Schools,40316,Lilesville Elementary,Lilesville Elementary School,PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
40,Anson County Schools,40324,Morven Elementary,Morven Elementary School,PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
40,Anson County Schools,40328,Peachland-Polkton Elem,Peachland-Polkton Elementary School,PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
40,Anson County Schools,40330,Wadesboro Elementary,Wadesboro Elementary School,05:06,Regular School,None,2013-14
40,Anson County Schools,40700,Anson New Tech High,Anson New Technology High School,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
50,Ashe County Schools,50302,Ashe County High,Ashe County High,09:10:11:12,Regular School,None,2013-14
50,Ashe County Schools,50305,Ashe County Middle,Ashe County Middle,07:08,Regular School,None,2013-14
50,Ashe County Schools,50310,Blue Ridge Elementary,Blue Ridge Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
50,Ashe County Schools,50330,Mountain View Elementary,Mountain View Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
50,Ashe County Schools,50335,Westwood Elementary,Westwood Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
60,Avery County Schools,60302,Avery County High,Avery County High School,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
60,Avery County Schools,60304,Banner Elk Elementary,Banner Elk Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
60,Avery County Schools,60310,Cranberry Middle,Cranberry Middle School,06:07:08,Regular School,None,2013-14
60,Avery County Schools,60316,Crossnore Elementary,Crossnore Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
60,Avery County Schools,60318,Avery Middle,Avery Middle,06:07:08,Regular School,None,2013-14
60,Avery County Schools,60322,Freedom Trail Elementary,Freedom Trail Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
60,Avery County Schools,60328,Newland Elementary,Newland Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
60,Avery County Schools,60332,Riverside Elementary,Riverside Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2013-14
60,Avery County Schools,60334,Blue Ridge Academy,Blue Ridge Academy,06:07:08:09:10:11:12,Alternative Education,None,2013-14
60,Avery County Schools,60700,Avery High STEM Academy,Avery County High School STEM Academy,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
60,Avery County Schools,60701,Avery High Viking Academy,Avery County High School Viking Academy,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
70,Beaufort County Schools,70302,Eastern Elementary,Eastern Elementary,PK:KG:01,Regular School,None,2013-14
70,Beaufort County Schools,70308,Bath Elementary,Bath Elementary,KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
70,Beaufort County Schools,70310,B C Ed Tech Center,Beaufort County Educational Technical Center,06:07:08:09:10:11:12,Alternative Education,Cooperative Innovative High School,2013-14
70,Beaufort County Schools,70311,Beaufort Co Early College High,Beaufort County Early College High School,09:10:11:12:13,Regular School,Early College,2013-14
70,Beaufort County Schools,70325,Chocowinity Middle,Chocowinity Middle,05:06:07:08,Regular School,None,2013-14
70,Beaufort County Schools,70326,Chocowinity Primary,Chocowinity Primary,PK:KG:01:02:03:04,Regular School,None,2013-14
70,Beaufort County Schools,70327,John C Tayloe Elementary,John C Tayloe Elementary,02:03,Regular School,None,2013-14
70,Beaufort County Schools,70328,John Small Elementary,John Small Elementary,04:05,Regular School,None,2013-14
70,Beaufort County Schools,70329,Northeast Elementary,Northeast Elementary,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
70,Beaufort County Schools,70330,Northside High,Northside High,09:10:11:12,Regular School,None,2013-14
70,Beaufort County Schools,70338,P S Jones Middle,P S Jones Middle,06:07:08,Regular School,None,2013-14
70,Beaufort County Schools,70339,Southside High,Southside High,09:10:11:12,Regular School,None,2013-14
70,Beaufort County Schools,70340,S W Snowden Elementary,S W Snowden Elementary,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
70,Beaufort County Schools,70342,Washington High,Washington High,09:10:11:12,Regular School,None,2013-14
80,Bertie County Schools,80311,Bertie Early College High,Bertie Early College High,09:10:11:12:13,Regular School,Early College,2013-14
80,Bertie County Schools,80312,Bertie High,Bertie High,09:10:11:12,Regular School,None,2013-14
80,Bertie County Schools,80314,Bertie Middle,Bertie Middle,06:07:08,Regular School,None,2013-14
80,Bertie County Schools,80348,Aulander Elementary,Aulander Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
80,Bertie County Schools,80356,West Bertie Elementary,West Bertie Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
80,Bertie County Schools,80360,Colerain Elementary,Colerain Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
80,Bertie County Schools,80362,Windsor Elementary,Windsor Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
80,Bertie County Schools,80375,Bertie Academy,Bertie Academy,06:07:08:09:10:11:12,Alternative Education,None,2013-14
80,Bertie County Schools,80700,Bertie STEM High,"Bertie School of Science, Technology, Engineering, and Math",09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
90,Bladen County Schools,90304,B T Washington Primary,B T Washington Primary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
90,Bladen County Schools,90315,Bladenboro Middle,Bladenboro Middle,05:06:07:08,Regular School,None,2013-14
90,Bladen County Schools,90317,Bladenboro Primary,Bladenboro Primary,PK:KG:01:02:03:04,Regular School,None,2013-14
90,Bladen County Schools,90318,Bladen Lakes Primary,Bladen Lakes Primary,PK:KG:01:02:03:04,Regular School,None,2013-14
90,Bladen County Schools,90320,Clarkton School of Discovery,Clarkton School of Discovery,06:07:08,Regular School,None,2013-14
90,Bladen County Schools,90324,Dublin Primary,Dublin Primary,PK:KG:01:02:03:04,Regular School,None,2013-14
90,Bladen County Schools,90328,East Arcadia Elementary,East Arcadia Elementary,KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
90,Bladen County Schools,90330,East Bladen High,East Bladen High,09:10:11:12,Regular School,None,2013-14
90,Bladen County Schools,90332,Elizabethtown Middle,Elizabethtown Middle,05:06:07:08,Regular School,None,2013-14
90,Bladen County Schools,90333,Elizabethtown Primary,Elizabethtown Primary,PK:KG:01:02:03:04,Regular School,None,2013-14
90,Bladen County Schools,90352,Plain View Primary,Plain View Primary,PK:KG:01:02:03:04,Regular School,None,2013-14
90,Bladen County Schools,90365,Tar Heel Middle,Tar Heel Middle,05:06:07:08,Regular School,None,2013-14
90,Bladen County Schools,90368,West Bladen High,West Bladen High,09:10:11:12,Regular School,None,2013-14
100,Brunswick County Schools,100302,Belville Elementary,Belville Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100304,Bolivia Elementary,Bolivia Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100307,Brunswick County Early College,Brunswick County Early College High School,09:10:11:12:13,Regular School,Early College,2013-14
100,Brunswick County Schools,100308,Brunswick County Academy,Brunswick County Academy,06:07:08:09:10:11:12,Alternative Education,None,2013-14
100,Brunswick County Schools,100309,Cedar Grove Middle,Cedar Grove Middle,06:07:08,Regular School,None,2013-14
100,Brunswick County Schools,100310,Jessie Mae Monroe Elementary,Jessie Mae Monroe Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100316,Leland Middle,Leland Middle,06:07:08,Regular School,None,2013-14
100,Brunswick County Schools,100320,Lincoln Elementary,Lincoln Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100326,North Brunswick High,North Brunswick High,09:10:11:12,Regular School,None,2013-14
100,Brunswick County Schools,100332,Shallotte Middle,Shallotte Middle,06:07:08,Regular School,None,2013-14
100,Brunswick County Schools,100334,South Brunswick High,South Brunswick High,09:10:11:12,Regular School,None,2013-14
100,Brunswick County Schools,100335,South Brunswick Middle,South Brunswick Middle,06:07:08,Regular School,None,2013-14
100,Brunswick County Schools,100336,Southport Elementary,Southport Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100338,Supply Elementary,Supply Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100339,Town Creek Elementary,Town Creek Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100340,Union Elementary,Union Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100342,Virginia Williamson Elem,Virginia Williamson Elem,KG:01:02:03:04:05,Regular School,None,2013-14
100,Brunswick County Schools,100344,Waccamaw,Waccamaw,KG:01:02:03:04:05:06:07:08,Regular School,None,2013-14
100,Brunswick County Schools,100348,West Brunswick High,West Brunswick High,09:10:11:12,Regular School,None,2013-14
110,Buncombe County Schools,110303,Community High School,Community High School,09:10:11:12,Alternative Education,None,2013-14
110,Buncombe County Schools,110304,Reynolds High,A C Reynolds High,09:10:11:12,Regular School,None,2013-14
110,Buncombe County Schools,110306,Reynolds Middle,A C Reynolds Middle,06:07:08,Regular School,None,2013-14
110,Buncombe County Schools,110308,Barnardsville Elementary,Barnardsville Elementary,KG:01:02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110318,Black Mountain Elementary,Black Mountain Elementary,04:05,Regular School,None,2013-14
110,Buncombe County Schools,110320,Black Mountain Primary,Black Mountain Primary,KG:01:02:03,Regular School,None,2013-14
110,Buncombe County Schools,110322,Buncombe County Early College,Buncombe County Early College High School,09:10:11:12:13,Regular School,Early College,2013-14
110,Buncombe County Schools,110323,Buncombe County Middle College,Buncombe County Middle College High School,11:12,Alternative Education,Cooperative Innovative High School,2013-14
110,Buncombe County Schools,110324,Candler Elementary,Candler Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110326,Cane Creek Middle,Cane Creek Middle,06:07:08,Regular School,None,2013-14
110,Buncombe County Schools,110332,Bell Elementary,Charles C Bell Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110336,Owen High,Charles D Owen High,09:10:11:12,Regular School,None,2013-14
110,Buncombe County Schools,110338,Owen Middle,Charles D Owen Middle,06:07:08,Regular School,None,2013-14
110,Buncombe County Schools,110340,Erwin High,Clyde A Erwin High,09:10:11:12,Regular School,None,2013-14
110,Buncombe County Schools,110342,Erwin Middle,Clyde A Erwin Middle,07:08,Regular School,None,2013-14
110,Buncombe County Schools,110348,Emma Elementary,Emma Elementary,KG:01:02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110352,Enka High,Enka High,09:10:11:12,Regular School,None,2013-14
110,Buncombe County Schools,110356,Fairview Elementary,Fairview Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110366,Glen Arden Elementary,Glen Arden Elementary,KG:01:02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110368,Haw Creek Elementary,Haw Creek Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110370,Hominy Valley Elementary,Hominy Valley Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110372,Johnston Elementary,Johnston Elementary,KG:01:02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110376,Leicester Elementary,Leicester Elementary,KG:01:02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110379,North Buncombe Elementary,North Buncombe Elementary,KG:01:02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110380,North Buncombe High,North Buncombe High,09:10:11:12,Regular School,None,2013-14
110,Buncombe County Schools,110381,North Buncombe Middle,North Buncombe Middle,07:08,Regular School,None,2013-14
110,Buncombe County Schools,110382,North Windy Ridge Intermediate,North Windy Ridge ,05:06,Regular School,None,2013-14
110,Buncombe County Schools,110384,Oakley Elementary,Oakley Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110388,Pisgah Elementary,Pisgah Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110401,Enka Middle,Enka Middle,06:07:08,Regular School,None,2013-14
110,Buncombe County Schools,110408,Sand Hill-Venable Elem,Sand Hill-Venable Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110410,Avery's Creek Elementary,Avery's Creek Elementary,KG:01:02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110412,Williams Elementary,W D Williams Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110416,Roberson High,T C Roberson High,09:10:11:12,Regular School,None,2013-14
110,Buncombe County Schools,110420,Valley Springs Middle,Valley Springs Middle,06:07:08,Regular School,None,2013-14
110,Buncombe County Schools,110422,Estes Elementary,William W Estes Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110428,Weaverville Elementary,Weaverville Elementary,02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110432,Weaverville Primary,Weaverville Primary,KG:01,Regular School,None,2013-14
110,Buncombe County Schools,110436,West Buncombe Elementary,West Buncombe Elementary,KG:01:02:03:04,Regular School,None,2013-14
110,Buncombe County Schools,110444,Woodfin Elementary,Woodfin Elementary,KG:01:02:03:04:05,Regular School,None,2013-14
110,Buncombe County Schools,110450,Koontz Intermediate,Charles T. Koontz Intermediate School,05:06,Regular School,None,2013-14
110,Buncombe County Schools,110451,Eblen Intermediate,Joe P. Eblen Intermediate School,05:06,Regular School,None,2013-14
111,Asheville City Schools,111302,Asheville High,Asheville High,09:10:11:12,Regular School,None,2013-14
111,Asheville City Schools,111304,Hall Fletcher Elementary,Hall Fletcher Elementary,KG:01:02:03:04:05,Regular School,Magnet,2013-14
111,Asheville City Schools,111306,Isaac Dickson Elementary,Isaac Dickson Elementary,KG:01:02:03:04:05,Regular School,Magnet,2013-14
111,Asheville City Schools,111312,Claxton Elementary,Claxton Elementary,KG:01:02:03:04:05,Regular School,Magnet,2013-14
111,Asheville City Schools,111332,Ira B Jones Elementary,Ira B Jones Elementary,KG:01:02:03:04:05,Regular School,Magnet,2013-14
111,Asheville City Schools,111356,Asheville Middle,Asheville Middle,06:07:08,Regular School,None,2013-14
111,Asheville City Schools,111360,Vance Elementary,Vance Elementary,KG:01:02:03:04:05,Regular School,Magnet,2013-14
111,Asheville City Schools,111700,School of Inquiry and Life Sciences,School of Inquiry and Life Sciences at Asheville,09:10:11:12,Regular School,Cooperative Innovative High School,2013-14
120,Burke County Schools,120304,Chesterfield Elementary,Chesterfield Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120308,Hallyburton Academy,Hallyburton Academy,06:07:08:09:10:11:12,Alternative Education,None,2013-14
120,Burke County Schools,120310,Burke Middle College,Burke Middle College High School,11:12,Regular School,Cooperative Innovative High School,2013-14
120,Burke County Schools,120312,Drexel Elementary,Drexel Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120314,East Burke High,East Burke High,09:10:11:12,Regular School,None,2013-14
120,Burke County Schools,120315,East Burke Middle,East Burke Middle,06:07:08,Regular School,None,2013-14
120,Burke County Schools,120316,Forest Hill Elementary,Forest Hill Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120318,Freedom High,Freedom High,09:10:11:12,Regular School,None,2013-14
120,Burke County Schools,120320,George Hildebrand Elementary,George Hildebrand Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120324,Glen Alpine Elementary,Glen Alpine Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120334,Heritage Middle,Heritage Middle,06:07:08,Regular School,None,2013-14
120,Burke County Schools,120338,Hildebran Elementary,Hildebran Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120340,Mountain Crest Elementary,Mountain Crest Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120344,Icard Elementary,Icard Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120346,Jimmy C Draughn High School,Jimmy C Draughn High School,09:10:11:12,Regular School,None,2013-14
120,Burke County Schools,120350,Liberty Middle,Liberty Middle,06:07:08,Regular School,None,2013-14
120,Burke County Schools,120352,North Liberty,North Liberty,PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Exceptional Children,None,2013-14
120,Burke County Schools,120360,Mull Elementary,Mull Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120364,Oak Hill Elementary,Oak Hill Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120368,Ray Childers Elementary,Ray Childers Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120370,Robert L. Patton High School,Robert L. Patton High School,09:10:11:12,Regular School,None,2013-14
120,Burke County Schools,120372,Rutherford College Elem,Rutherford College Elem,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120374,Salem Elementary,Salem Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120376,Table Rock Middle,Table Rock Middle,06:07:08,Regular School,None,2013-14
120,Burke County Schools,120380,Valdese Elementary,Valdese Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120386,W A Young Elementary,W A Young Elementary,PK:KG:01:02:03:04:05,Regular School,None,2013-14
120,Burke County Schools,120390,Walter R Johnson Middle,Walter R Johnson Middle,06:07:08,Regular School,None,2013-14
130,Cabarrus County Schools,130304,A T Allen Elementary,A T Allen Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130307,Cox Mill High School,Cox Mill High School,09:10:11:12,Regular School,None,2013-14
130,Cabarrus County Schools,130308,Bethel Elementary,Bethel Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130309,Beverly Hills Elementary,Beverly Hills Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130310,Central Cabarrus High,Central Cabarrus High,09:10:11:12,Regular School,None,2013-14
130,Cabarrus County Schools,130311,Coltrane-Webb Elementary,Coltrane-Webb Elementary,KG:01:02:03:04:05:06,Regular School,Magnet,2013-14
130,Cabarrus County Schools,130312,Harrisburg Elementary,Harrisburg Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130313,Concord Middle,Concord Middle,06:07:08:09,Regular School,None,2013-14
130,Cabarrus County Schools,130314,Concord High,Concord High,09:10:11:12,Regular School,None,2013-14
130,Cabarrus County Schools,130315,J N Fries Magnet School,J N Fries Magnet School,06:07:08:09,Regular School,Magnet,2013-14
130,Cabarrus County Schools,130316,Jay M Robinson High,Jay M Robinson High,09:10:11:12,Regular School,None,2013-14
130,Cabarrus County Schools,130317,Cabarrus Co Opportunity School,Cabarrus Co Opportunity School,06:07:08:09:10:11:12,Alternative Education,None,2013-14
130,Cabarrus County Schools,130318,C C Griffin Middle,C C Griffin Middle,06:07:08:09,Regular School,None,2013-14
130,Cabarrus County Schools,130319,Cox Mill Elementary,Cox Mill Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130320,Harris Road Middle,Harris Road Middle,06:07:08,Regular School,None,2013-14
130,Cabarrus County Schools,130321,Carl A Furr Elementary,Carl A Furr Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130322,Mount Pleasant Elementary,Mount Pleasant Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130323,Mount Pleasant Middle,Mount Pleasant Middle,06:07:08:09,Regular School,None,2013-14
130,Cabarrus County Schools,130324,Mount Pleasant High,Mount Pleasant High,09:10:11:12,Regular School,None,2013-14
130,Cabarrus County Schools,130325,Charles E Boger Elementary,Charles E Boger Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130326,Northwest Cabarrus High,Northwest Cabarrus High,09:10:11:12,Regular School,None,2013-14
130,Cabarrus County Schools,130327,Northwest Cabarrus Middle,Northwest Cabarrus Middle,06:07:08:09,Regular School,None,2013-14
130,Cabarrus County Schools,130328,Royal Oaks Elementary,Royal Oaks Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130329,Rocky River Elementary,Rocky River Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130330,R Brown  McAllister Elementary,R Brown  McAllister Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
130,Cabarrus County Schools,130331,Pitts School Road Elementary,Pitts School Road Elementary,KG:01:02:03:04:05:06,Regular School,None,2013-14
