NCAccModel_2014_Summary																																																																																
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																
District Name	School Code	School Name	SBE Region	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	Percent Teachers Meet/Exceed Growth	AMO Target Denominator	AMO Target Percent	Graduation Project	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	MCR Denominator	MCR Percent	Cohort Graduation Rate Standard Denominator	Cohort Graduation Rate Standard Percent	Cohort Graduation Rate Extended Denominator	Cohort Graduation Rate Extended Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Catawba County Schools	180302	Harry M Arndt Middle	7	07-08		C	65	C	65	D	54	Exceeded	100.0	51	72.5												1739	47.7	57.0	27	>95	>95																			329	34.3	40.4	351	39.3	47.0													330	42.1	53.0	351	51.0	63.5				351	66.4	76.4
Catawba County Schools	180304	Balls Creek Elementary	7	PK-06	Y	C	65	C	58	C	68	Met	90.0	31	96.8												857	50.9	59.9										82	64.6	69.5	75	46.7	53.3	105	50.5	61.0	114	57.9	64.9							82	58.5	68.3	75	40.0	48.0	105	31.4	42.9	114	51.8	61.4							105	56.2	67.6			
Catawba County Schools	180308	Bandys High	7	09-12		B	80					Exceeded	85.7	51	92.2	N	233	66.1	91	57.1	203	>95	215	93.0	247	>95	626	57.7	71.2	201	52.2	72.1	215	54.4	65.6	210	66.2	76.2																																										
Catawba County Schools	180312	Banoak Elementary	7	0K-06	Y	C	68	C	66	C	68	Exceeded	100.0	17	94.1												429	52.4	63.4										49	28.6	40.8	43	76.7	81.4	51	52.9	56.9	46	63.0	71.7							49	46.9	63.3	43	41.9	53.5	51	47.1	54.9	46	56.5	76.1							51	60.8	74.5			
Catawba County Schools	180316	Blackburn Elementary	7	0K-06	Y	C	68	C	66	C	67	Met	100.0	39	92.3												898	53.5	64.0										99	59.6	74.7	93	48.4	58.1	104	60.6	66.3	101	45.5	52.5							99	54.5	65.7	93	43.0	53.8	104	45.2	58.7	101	55.4	69.3							104	67.3	76.0			
Catawba County Schools	180320	Bunker Hill High	7	09-12		C	69					Exceeded	87.5	61	70.5	N	182	43.4	52	59.6	216	92.1	239	93.3	254	90.2	709	39.9	53.6	275	30.2	49.8	180	41.7	48.9	254	49.2	61.0																																										
Catawba County Schools	180323	Catawba Rosenwald Education Center	7	05-12		N/A		N/A		N/A						N	<5	*			<5	*	8	62.5	6	>95	64	<5	6.3	17	5.9	11.8	5	<5	<5	7	<5	<5										<5	*	*	8	<5	<5	5	<5	<5										<5	*	*	8	12.5	12.5	5	<5	<5				5	<5	20.0
Catawba County Schools	180324	Catawba Elementary School	7	PK-06	Y	C	58	C	61	C	56	Met	78.6	31	77.4												643	40.0	51.3										66	56.1	65.2	68	42.6	48.5	77	39.0	41.6	72	27.8	43.1							66	51.5	63.6	68	36.8	57.4	77	35.1	46.8	72	43.1	55.6							77	31.2	44.2			
Catawba County Schools	180325	Challenger Early College High	7	09-13		A	98					Exceeded	100.0	42	100.0	N	92	>95			72	>95	70	>95	81	>95	278	89.6	>95	98	85.7	>95	90	>95	>95	90	87.8	93.3																																										
Catawba County Schools	180326	Charles H Tuttle Elementary	7	0K-06	Y	C	68	C	67	C	67	Exceeded	94.7	31	90.3												702	53.1	63.0										59	69.5	76.3	78	67.9	71.8	94	50.0	52.1	73	46.6	50.7							59	64.4	76.3	78	43.6	61.5	94	40.4	55.3	73	49.3	67.1							94	55.3	64.9			
Catawba County Schools	180332	Claremont Elementary	7	PK-06	Y	C	65	C	59	C	65	Exceeded	100.0	23	91.3												473	48.8	58.6										53	20.8	30.2	43	53.5	58.1	59	64.4	71.2	52	63.5	69.2							53	32.1	35.8	43	46.5	53.5	59	35.6	54.2	52	48.1	71.2							59	72.9	79.7			
Catawba County Schools	180336	Clyde Campbell Elementary	7	0K-06		B	75	B	76	B	72	Exceeded	100.0	29	100.0												677	56.4	69.4										83	43.4	61.4	75	54.7	62.7	75	61.3	70.7	68	60.3	63.2							83	61.4	74.7	75	50.7	64.0	75	52.0	77.3	68	63.2	77.9							75	62.7	73.3			
Catawba County Schools	180340	Fred T Foard High	7	09-12		B	75					NotMet	85.7	56	94.6	N	243	77.0	50	84.0	225	>95	244	92.6	293	93.9	739	55.1	65.1	274	52.6	61.7	207	54.1	63.3	258	58.5	70.2																																										
Catawba County Schools	180342	Jacobs Fork Middle	7	07-08		C	66	C	69	C	56	Met	85.7	37	81.1												1354	52.9	62.3	29	>95	>95																			241	46.1	53.9	281	39.9	47.3													241	58.1	68.0	281	48.0	61.9				281	67.3	76.2
Catawba County Schools	180343	Lyle Creek Elementary	7	0K-06	Y	D	53	D	51	D	52	Exceeded	94.1	33	69.7												659	32.6	43.6										78	28.2	38.5	64	28.1	37.5	69	34.8	43.5	84	38.1	47.6							78	28.2	38.5	64	18.8	31.3	69	27.5	42.0	84	42.9	52.4							69	43.5	58.0			
Catawba County Schools	180344	Maiden Elementary	7	0K-06	Y	C	58	C	58	C	59	Exceeded	92.9	27	77.8												680	41.2	50.4										81	32.1	48.1	59	61.0	62.7	72	36.1	44.4	92	45.7	50.0							81	37.0	48.1	59	37.3	45.8	72	30.6	40.3	92	54.3	64.1							72	36.1	48.6			
Catawba County Schools	180346	Maiden Middle School	7	07-08		C	65	C	63	C	57	Exceeded	100.0	42	85.7												1285	49.4	58.6	62	>95	>95																			235	43.8	51.1	251	40.6	45.4													235	54.5	63.0	251	33.9	51.4				251	62.9	72.5
Catawba County Schools	180348	Maiden High	7	09-12		B	72					Met	100.0	53	88.7	N	190	56.3	66	75.8	174	>95	200	87.0	219	91.8	649	46.8	59.9	224	43.8	59.4	207	46.4	57.5	218	50.5	62.8																																										
Catawba County Schools	180352	Mill Creek Middle	7	07-08		C	69	C	68	C	58	Exceeded	88.9	36	83.3												1240	53.5	64.0	61	91.8	>95																			245	40.8	49.0	229	43.2	54.6													247	47.0	59.1	229	51.1	65.9				229	76.9	84.3
Catawba County Schools	180356	Mountain View Elementary	7	PK-06		B	73	B	70	B	73	Exceeded	95.5	31	93.5												937	59.0	69.1										114	58.8	71.1	91	60.4	67.0	107	58.9	68.2	103	63.1	70.9							114	57.0	68.4	91	54.9	67.0	107	52.3	62.6	103	61.2	70.9							107	64.5	74.8			
Catawba County Schools	180360	Oxford Elementary	7	PK-06	Y	C	65	C	62	C	61	Exceeded	100.0	35	85.7												816	46.1	58.0										90	44.4	55.6	94	40.4	48.9	94	53.2	60.6	83	48.2	56.6							90	51.1	64.4	94	30.9	45.7	94	35.1	55.3	83	44.6	60.2							94	67.0	74.5			
Catawba County Schools	180364	River Bend Middle	7	07-08		C	58	C	58	D	49	Exceeded	93.8	45	68.9												1330	39.2	48.6	28	>95	>95																			273	26.0	31.1	252	34.5	46.0													273	38.1	46.5	252	39.7	52.8				252	52.4	62.7
Catawba County Schools	180368	Sherrills Ford Elementary	7	0K-06		B	76	B	73	B	73	Exceeded	100.0	23	100.0												774	62.0	71.2										74	66.2	71.6	76	64.5	72.4	92	54.3	59.8	99	62.6	68.7							74	63.5	70.3	76	56.6	73.7	92	53.3	65.2	99	56.6	70.7							92	81.5	89.1			
Catawba County Schools	180372	Saint Stephens Elementary	7	0K-06	Y	D	48	D	51	D	43	Met	82.4	35	68.6												877	30.2	41.3										102	31.4	47.1	92	37.0	42.4	92	33.7	41.3	107	17.8	24.3							102	23.5	37.3	92	29.3	40.2	92	29.3	44.6	107	32.7	43.9							91	39.6	52.7			
Catawba County Schools	180376	Saint Stephens High	7	09-12		B	70					Met	73.3	67	74.6	N	289	57.1	99	64.6	303	79.5	333	88.3	305	90.2	982	49.8	62.9	321	44.9	62.6	334	50.0	59.3	327	54.4	67.0																																										
Catawba County Schools	180379	Snow Creek Elementary	7	PK-06	Y	B	70	C	66	C	68	Exceeded	100.0	33	93.9												751	55.1	64.0										76	47.4	56.6	76	46.1	52.6	85	58.8	67.1	96	58.3	67.7							76	55.3	59.2	76	48.7	56.6	85	44.7	60.0	96	58.3	67.7							85	75.3	84.7			
Catawba County Schools	180380	Startown Elementary	7	PK-06	Y	C	68	C	65	B	70	Exceeded	100.0	31	83.9												724	50.4	60.6										91	57.1	68.1	62	45.2	56.5	86	61.6	67.4	80	51.3	56.3							91	57.1	67.0	62	40.3	56.5	86	41.9	52.3	80	46.3	58.8							86	47.7	59.3			
Catawba County Schools	180388	Webb A Murray Elementary	7	PK-06	Y	C	57	C	56	C	57	Met	100.0	23	78.3												494	39.3	50.4										59	47.5	55.9	53	35.8	41.5	58	36.2	41.4	48	43.8	62.5							59	37.3	55.9	53	26.4	39.6	58	31.0	46.6	48	50.0	56.3							58	46.6	55.2			
Hickory City Schools	181	Hickory City Schools	7											140	73.6		240	52.9	77	59.7	241	>95	280	83.9	291	85.2	5926	45.1	54.2	497	43.9	53.5	342	41.5	48.2	309	46.0	58.3	360	43.3	56.9	310	44.8	54.2	341	49.3	54.8	347	40.9	46.4	325	40.6	47.1	357	37.0	42.9	360	49.4	60.6	310	43.2	49.7	341	40.2	50.4	347	45.5	56.2	325	48.6	58.5	357	46.2	55.5	341	44.3	56.3	357	62.5	70.9
Hickory City Schools	181312	Northview Middle	7	06-08	Y	B	70	C	68	C	60	Exceeded	95.2	52	92.3												1382	54.3	62.4	62	>95	>95																200	45.5	50.0	184	43.5	51.6	184	46.7	53.8										200	51.0	62.0	184	52.7	63.0	184	51.1	62.0				184	76.6	83.2
Hickory City Schools	181316	Grandview Middle	7	06-08	Y	D	52	C	55	D	44	NotMet	68.2	46	78.3												1125	41.2	48.8	60	81.7	91.7																147	34.7	41.5	141	36.9	41.1	163	28.2	33.1										147	38.1	48.3	141	43.3	52.5	163	42.3	49.1				163	48.5	58.9
Hickory City Schools	181318	Hickory Career Arts Magnet High School	7	06-12	Y	D	44	D	40	F	0	NotMet	80.0	23	60.9	N	51	29.4	22	77.3	27	>95	37	70.3	33	84.8	240	17.1	27.5	85	8.2	23.5	68	17.6	19.1	57	29.8	43.9																10	<5	<5																10	20.0	40.0				10	30.0	40.0
Hickory City Schools	181322	Hickory High	7	09-12		C	63					NotMet	63.6	73	79.5	N	189	59.3	55	52.7	214	94.9	240	87.5	257	86.0	816	43.9	53.4	290	35.5	44.5	274	47.4	55.5	252	49.6	61.5																																										
Hickory City Schools	181326	W M Jenkins Elementary	7	PK-05	Y	B	73	C	69	B	73	Exceeded	100.0	27	100.0												574	59.4	68.1										88	59.1	69.3	70	50.0	61.4	86	70.9	73.3										88	60.2	69.3	70	48.6	54.3	86	54.7	68.6										86	68.6	76.7			
Hickory City Schools	181332	Longview Elementary	7	PK-05	Y	D	51	D	48	C	56	Met	100.0	25	68.0												341	32.6	44.9										57	45.6	59.6	40	35.0	52.5	49	38.8	40.8										57	43.9	56.1	40	20.0	32.5	49	12.2	28.6										49	26.5	38.8			
Hickory City Schools	181336	Oakwood Elementary	7	PK-05	Y	C	64	C	66	C	65	Met	88.2	31	93.5												426	53.8	60.1										53	41.5	50.9	61	68.9	72.1	66	48.5	54.5										53	58.5	67.9	61	65.6	67.2	66	51.5	54.5										66	42.4	54.5			
Hickory City Schools	181342	Southwest Elementary	7	PK-05	Y	D	47	D	46	D	47	Met	90.8	25	60.0												344	27.9	39.0										57	17.5	31.6	43	37.2	48.8	48	29.2	35.4										57	33.3	45.6	43	25.6	32.6	48	29.2	35.4										48	25.0	43.8			
Hickory City Schools	181344	Viewmont Elementary	7	PK-05	Y	C	57	C	59	C	57	Met	92.0	35	85.7												678	42.2	53.4										105	43.8	61.9	96	33.3	40.6	92	45.7	55.4										105	47.6	60.0	96	42.7	50.0	92	39.1	50.0										92	42.4	54.3			
Newton Conover City Schools	182	Newton Conover City Schools	7											122	82.0		206	57.8	56	82.1	194	>95	213	92.5	230	88.3	4017	40.9	53.1	331	43.2	59.2	256	34.8	45.3	252	54.0	65.9	224	47.3	57.6	200	47.5	55.5	230	44.8	51.3	232	34.5	42.2	218	34.9	45.9	247	26.7	33.2	224	43.3	57.1	200	39.5	55.0	230	31.3	46.5	232	42.2	56.0	218	38.5	53.2	246	35.8	50.8	230	47.4	63.5	247	49.8	63.6
Newton Conover City Schools	182304	Conover Special Education	7	PK-13		N/A		N/A		N/A				17	52.9	N											167	10.2	29.3	8	12.5	50.0	8	25.0	37.5	8	12.5	50.0	15	6.7	26.7	16	18.8	31.3	6	<5	16.7	6	<5	<5	<5	*	*	15	6.7	6.7	15	20.0	33.3	16	18.8	43.8	6	16.7	50.0	6	<5	<5	<5	*	*	15	<5	26.7	6	<5	33.3	15	6.7	20.0
Newton Conover City Schools	182316	Newton-Conover High	7	09-12		C	67					Met	90.9	60	90.0	N	180	54.4	56	82.1	174	94.8	192	91.7	197	89.8	640	39.2	51.6	196	30.1	44.9	224	33.5	44.6	220	53.2	64.5																																										
Newton Conover City Schools	182321	Newton-Conover Middle	7	06-08		C	57	C	60	D	50	Met	66.7	53	75.5												1647	40.4	52.2	70	74.3	88.6																226	35.4	43.4	215	35.3	46.0	232	28.0	34.9										226	43.4	57.5	215	39.1	53.0	231	38.1	52.4				232	52.6	66.4
Newton Conover City Schools	182322	Shuford Elementary	7	0K-05	Y	C	65	C	62	C	67	NotMet	86.4	27	96.3												630	55.6	64.1										97	68.0	74.2	80	57.5	65.0	92	62.0	64.1										97	48.5	59.8	80	51.3	61.3	92	40.2	51.1										92	60.9	72.8			
Newton Conover City Schools	182324	South Newton Elementary	7	PK-05	Y	C	58	C	60	C	60	Met	90.0	17	88.2												304	40.1	52.3										40	57.5	75.0	46	39.1	47.8	44	36.4	40.9										40	62.5	75.0	46	32.6	47.8	44	25.0	43.2										44	31.8	40.9			
Newton Conover City Schools	182328	North Newton Elementary	7	0K-05	Y	D	52	D	53	D	47	NotMet	88.2	32	75.0												524	34.0	49.4										72	22.2	31.9	58	48.3	55.2	88	34.1	45.5										72	30.6	48.6	58	34.5	55.2	88	26.1	43.2										88	44.3	67.0			
Newton Conover City Schools	182700	Discovery High School	7	09-12		B	79					Met	66.7	3	100.0	N	26	80.8			20	>95	21	>95	27	>95	105	58.1	71.4	57	54.4	73.7	24	50.0	54.2	24	75.0	83.3																																										
Chatham County Schools	190	Chatham County Schools	5											153	73.2		510	60.6	138	72.5	464	94.0	563	82.2	587	86.4	11350	48.1	57.6	951	59.6	71.5	665	51.4	58.0	606	56.4	65.5	682	46.8	59.2	631	41.8	48.8	646	46.0	52.8	657	44.6	53.0	632	42.2	49.4	662	39.3	45.8	682	50.4	61.6	632	41.8	52.7	646	38.9	51.4	657	47.0	57.8	632	53.3	63.0	662	43.2	52.7	645	51.5	64.2	662	57.4	65.6
Chatham County Schools	190304	Bennett School	5	PK-08		C	67	B	71	C	61	Exceeded	100.0	21	95.2												353	51.0	61.5	<5	*	*							29	41.4	58.6	22	36.4	45.5	33	42.4	51.5	20	50.0	60.0	18	38.9	44.4	25	44.0	56.0	29	44.8	58.6	22	54.5	68.2	33	48.5	63.6	20	55.0	75.0	18	77.8	83.3	25	60.0	64.0	33	54.5	57.6	25	76.0	80.0
Chatham County Schools	190308	Bonlee School	5	0K-08	Y	C	61	C	57	C	61	Met	92.9	31	93.5												613	46.0	56.4	5	>95	>95							40	27.5	42.5	39	53.8	66.7	46	52.2	63.0	36	50.0	63.9	45	42.2	44.4	50	48.0	54.0	40	40.0	60.0	39	38.5	51.3	46	34.8	43.5	36	41.7	50.0	45	46.7	53.3	50	44.0	54.0	46	56.5	69.6	50	58.0	68.0
Chatham County Schools	190310	SAGE Academy	5	09-12		N/A		N/A		N/A		Met	100.0	4	75.0	N	5	40.0	<5	*	39	43.6	39	84.6	41	85.4	56	12.5	19.6	10	<5	<5	28	10.7	17.9	18	22.2	33.3																																										
Chatham County Schools	190312	Chatham Middle	5	06-08	Y	D	47	D	47	F	39	Exceeded	88.0	50	58.0												1269	27.3	36.0	59	78.0	93.2																198	22.2	29.3	152	19.7	25.0	170	18.8	27.1										198	26.8	36.4	152	29.6	40.8	170	21.8	29.4				170	34.7	44.7
Chatham County Schools	190316	Chatham Central High	5	09-12		B	74					Exceeded	75.0	34	88.2	N	92	55.4	29	69.0	81	>95	94	88.3	120	88.3	315	54.9	64.4	113	62.8	74.3	105	49.5	57.1	97	51.5	60.8																																										
Chatham County Schools	190328	Horton Middle	5	05-08	Y	C	59	C	67	D	48	Met	69.2	39	79.5												993	47.1	55.8	27	>95	>95													89	43.8	49.4	100	33.0	39.0	101	42.6	52.5	99	27.3	36.4							89	48.3	60.7	100	49.0	58.0	101	60.4	73.3	99	47.5	55.6	89	42.7	51.7	99	62.6	68.7
Chatham County Schools	190332	J S Waters School	5	0K-08	Y	C	66	C	65	C	62	Exceeded	100.0	27	92.6												516	48.6	61.0	20	90.0	>95							34	47.1	64.7	28	53.6	60.7	43	46.5	65.1	32	53.1	59.4	37	43.2	54.1	35	20.0	31.4	34	61.8	76.5	28	57.1	64.3	43	25.6	37.2	32	46.9	71.9	37	51.4	67.6	35	34.3	48.6	43	55.8	62.8	35	68.6	74.3
Chatham County Schools	190336	Jordan Matthews High	5	09-12		C	67					Exceeded	100.0	67	74.6	N	169	47.3	65	78.5	139	>95	176	77.3	189	85.2	593	40.3	50.4	184	38.6	55.4	217	37.3	42.4	192	45.3	54.7																																										
Chatham County Schools	190339	Margaret B. Pollard Middle	5	06-08		B	76	B	73	B	71	Exceeded	100.0	46	91.3												1528	62.8	70.3	149	89.3	>95																193	66.8	73.6	186	49.5	57.0	207	57.0	59.9										193	64.2	73.6	186	62.9	69.9	207	55.6	64.7				207	63.3	72.5
Chatham County Schools	190340	Moncure School	5	PK-08	Y	C	68	C	69	C	64	Exceeded	100.0	21	100.0												468	51.1	62.6	14	57.1	85.7							42	50.0	59.5	35	31.4	42.9	22	22.7	27.3	34	47.1	61.8	32	78.1	90.6	34	58.8	61.8	42	52.4	61.9	35	42.9	57.1	22	22.7	40.9	34	50.0	58.8	32	78.1	90.6	34	52.9	70.6	22	9.1	27.3	34	85.3	88.2
Chatham County Schools	190341	North Chatham Elementary	5	PK-05	Y	C	63	C	61	D	54	Exceeded	100.0	37	75.7												669	46.0	55.8										91	33.0	44.0	102	43.1	48.0	94	43.6	50.0										91	46.2	50.5	103	34.0	49.5	94	46.8	62.8										94	76.6	86.2			
Chatham County Schools	190342	Northwood High	5	09-12		B	79					Exceeded	86.7	70	87.1	N	244	72.1	42	66.7	205	>95	245	86.1	232	87.1	964	59.9	69.0	350	48.6	59.7	315	65.4	72.7	299	67.2	75.9																																										
Chatham County Schools	190346	Perry W Harrison Elementary	5	PK-05		B	74	B	75	B	70	Met	95.8	25	100.0												681	63.1	71.5										96	65.6	76.0	101	57.4	62.4	96	59.4	66.7										96	68.8	79.2	101	61.4	68.3	96	60.4	68.8										95	69.5	80.0			
Chatham County Schools	190348	Pittsboro Elementary	5	PK-04	Y	C	62	C	65	C	58	Met	100.0	19	94.7												398	49.0	57.5										100	60.0	66.0	99	35.4	43.4													100	59.0	67.0	99	41.4	53.5																		
Chatham County Schools	190350	Siler City Elementary	5	PK-05	Y	D	54	D	52	C	56	Met	91.3	39	71.8												716	36.6	47.6										118	43.2	55.9	96	42.7	49.0	96	37.5	41.7										118	40.7	55.1	96	33.3	44.8	96	19.8	30.2										96	36.5	53.1			
Chatham County Schools	190352	Silk Hope School	5	PK-08		B	70	C	67	B	70	Met	88.2	33	93.9												665	56.7	66.8	19	>95	>95							47	59.6	76.6	42	42.9	50.0	44	68.2	70.5	44	59.1	77.3	61	57.4	62.3	42	50.0	57.1	47	68.1	72.3	42	40.5	45.2	44	47.7	65.9	44	56.8	72.7	61	57.4	63.9	42	47.6	61.9	44	52.3	72.7	42	64.3	71.4
Chatham County Schools	190370	Virginia Cross Elementary	5	PK-05	Y	D	50	D	48	D	47	Met	90.0	31	74.2												553	29.1	41.8										85	31.8	49.4	67	19.4	25.4	83	37.3	42.2										85	29.4	45.9	67	28.4	37.3	83	21.7	34.9										83	33.7	53.0			
Cherokee County Schools	200	Cherokee County Schools	8											90	80.0		231	74.5	75	69.3	254	>95	267	91.0	264	91.7	4440	43.8	55.9	393	48.1	62.3	274	44.9	57.3	278	56.5	68.3	241	42.7	56.8	200	40.0	50.0	234	43.6	50.0	261	37.2	46.0	287	33.4	43.6	272	25.4	29.8	241	44.0	58.5	200	45.0	58.5	234	40.2	55.1	261	51.3	65.1	287	52.3	63.4	272	37.9	54.8	233	52.4	67.4	272	48.2	61.0
Cherokee County Schools	200304	Andrews Elementary	8	PK-05	Y	D	54	C	57	D	47	Exceeded	100.0	19	57.9												363	32.5	44.4										48	16.7	31.3	56	25.0	30.4	52	42.3	48.1										48	41.7	52.1	56	33.9	51.8	52	25.0	42.3										51	43.1	54.9			
Cherokee County Schools	200308	Andrews High	8	09-12		C	64					NotMet	40.0	29	75.9	Y	45	71.1	10	50.0	55	>95	63	88.9	61	93.4	228	39.5	49.6	76	38.2	50.0	74	35.1	45.9	78	44.9	52.6																																										
Cherokee County Schools	200310	Andrews Middle	8	06-08		D	51	C	56	D	45	NotMet	71.4	23	60.9												543	36.5	47.0	25	44.0	68.0																64	32.8	45.3	75	37.3	48.0	80	15.0	18.8										64	40.6	45.3	75	49.3	58.7	80	31.3	48.8				80	47.5	57.5
Cherokee County Schools	200312	Hiwassee Dam Elementary/Middle	8	PK-08	Y	D	51	C	58	D	46	Met	84.6	17	64.7												257	33.9	45.5										18	27.8	44.4	17	58.8	70.6	18	72.2	72.2	14	21.4	21.4	21	23.8	28.6	21	<5	<5	18	44.4	66.7	17	41.2	58.8	18	27.8	55.6	14	35.7	42.9	21	52.4	61.9	21	19.0	28.6	18	44.4	55.6	21	14.3	33.3
Cherokee County Schools	200314	Hiwassee Dam High	8	09-12		B	74					Met	75.0	23	91.3	Y	55	69.1	25	80.0	41	>95	42	>95	44	93.2	145	42.1	57.9	48	27.1	50.0	46	26.1	37.0	51	70.6	84.3																																										
Cherokee County Schools	200316	Marble Elementary	8	PK-05	Y	C	61	C	55	C	62	Met	100.0	13	92.3												112	44.6	58.0										21	57.1	76.2	14	35.7	50.0	14	42.9	42.9										21	28.6	42.9	14	50.0	50.0	14	57.1	57.1										14	42.9	85.7			
Cherokee County Schools	200320	Martins Creek Elementary/Mid	8	PK-08	Y	C	64	C	65	C	60	Met	100.0	19	84.2												344	47.7	60.8	8	87.5	87.5							29	44.8	62.1	16	56.3	68.8	34	29.4	41.2	30	40.0	46.7	21	57.1	66.7	14	50.0	57.1	29	37.9	41.4	16	37.5	68.8	34	44.1	50.0	30	56.7	76.7	21	66.7	71.4	14	50.0	78.6	34	38.2	64.7	14	78.6	85.7
Cherokee County Schools	200322	Mountain Youth School	8	06-12		N/A		N/A		N/A				1	100.0	Y			<5	*	26	>95	32	78.1	37	81.1	32	12.5	18.8	5	<5	<5	6	16.7	16.7	6	16.7	16.7													<5	*	*	<5	*	*													<5	*	*	<5	*	*				<5	*	*
Cherokee County Schools	200324	Murphy Elementary	8	PK-05	Y	C	65	C	68	C	58	Met	100.0	23	91.3												489	49.9	60.9										78	51.3	57.7	57	40.4	52.6	73	42.5	50.7										78	46.2	65.4	57	59.6	64.9	73	45.2	61.6										73	64.4	72.6			
Cherokee County Schools	200328	Murphy High	8	09-12		B	79					Exceeded	100.0	37	91.9	Y	102	72.5	39	66.7	105	>95	112	>95	100	95.0	338	53.6	66.9	117	47.0	59.8	113	58.4	69.0	108	55.6	72.2																																										
Cherokee County Schools	200330	Murphy Middle	8	06-08		C	60	C	68	D	48	Met	72.7	28	75.0												873	43.5	55.7	30	>95	>95	<5	*	*													114	35.1	43.9	130	28.5	39.2	118	32.2	36.4										114	50.9	71.1	130	52.3	63.8	118	43.2	59.3				118	49.2	65.3
Cherokee County Schools	200332	Peachtree Elementary	8	PK-05	Y	C	64	C	61	C	65	Met	100.0	13	92.3												127	48.8	59.1										21	47.6	71.4	20	45.0	50.0	15	53.3	60.0										21	42.9	61.9	20	45.0	45.0	15	60.0	60.0										15	53.3	66.7			
Cherokee County Schools	200336	Ranger Elementary/Middle	8	PK-08	Y	C	68	B	72	C	61	Exceeded	88.2	19	89.5												452	50.4	63.5	16	50.0	68.8							26	57.7	76.9	20	50.0	65.0	28	42.9	46.4	39	53.8	61.5	37	37.8	48.6	36	33.3	38.9	26	61.5	73.1	20	40.0	70.0	28	39.3	64.3	39	71.8	79.5	37	48.6	67.6	36	44.4	58.3	28	64.3	78.6	36	58.3	66.7
Cherokee County Schools	200350	Tri-County Early College High	8	09-13		B	79					NotMet	50.0	7	100.0	Y	29	>95			27	>95	14	>95	21	>95	137	57.7	73.7	68	54.4	70.6	34	50.0	76.5	35	71.4	77.1																																										
Edenton-Chowan Schools	210	Edenton-Chowan Schools	1											87	70.1		164	42.7	42	71.4	133	>95	166	78.9	178	84.3	2880	37.3	48.1	253	31.2	50.2	156	41.7	47.4	155	34.8	44.5	160	44.4	55.0	143	42.7	53.8	166	38.6	41.0	182	26.9	35.2	181	35.4	43.6	162	16.7	22.2	160	43.8	58.8	143	46.9	60.1	166	28.3	39.2	182	40.1	48.9	181	45.9	55.8	162	27.2	41.4	166	42.2	54.8	162	52.5	68.5
Edenton-Chowan Schools	210304	Chowan Middle	1	06-08		D	51	C	55	D	40	NotMet	87.0	36	75.0												1288	35.9	46.7	76	48.7	72.4																182	26.9	35.2	181	35.4	43.6	162	16.7	22.2										182	40.1	48.9	181	45.9	55.8	162	27.2	41.4				162	52.5	68.5
Edenton-Chowan Schools	210306	D F Walker Elementary	1	03-05	Y	D	54	C	57	D	53	NotMet	79.3	29	72.4												1104	40.8	51.5										160	44.4	55.0	143	42.7	53.8	166	38.6	41.0										160	43.8	58.8	143	46.9	60.1	166	28.3	39.2										166	42.2	54.8			
