Experience	year	unit_code	category_cd	pct_tch	lea_pct_tch	lea_pct_prin	st_pct_tch	st_pct_prin
0-3 Years	2016	880LEA	T			0.556	0.253	0.43
0-3 Years	2016	890LEA	E		0.091	1	0.227	0.43
0-3 Years	2016	890LEA	H		0.235	1	0.231	0.43
0-3 Years	2016	890LEA	M		0.25	1	0.244	0.43
0-3 Years	2016	900LEA	A		0.067	0.423	0.227	0.43
0-3 Years	2016	900LEA	E		0.237	0.423	0.227	0.43
0-3 Years	2016	900LEA	H		0.199	0.423	0.231	0.43
0-3 Years	2016	900LEA	M		0.194	0.423	0.244	0.43
0-3 Years	2016	900LEA	T		0.172	0.423	0.253	0.43
0-3 Years	2016	910LEA	E		0.185	0.471	0.227	0.43
0-3 Years	2016	910LEA	H		0.408	0.471	0.231	0.43
0-3 Years	2016	910LEA	M		0.388	0.471	0.244	0.43
0-3 Years	2016	920LEA	E		0.205	0.355	0.227	0.43
0-3 Years	2016	920LEA	H		0.215	0.355	0.231	0.43
0-3 Years	2016	920LEA	I		0.303	0.355	0.255	0.43
0-3 Years	2016	920LEA	M		0.205	0.355	0.244	0.43
0-3 Years	2016	920LEA	T		0.205	0.355	0.253	0.43
0-3 Years	2016	930LEA	E		0.246	0.625	0.227	0.43
0-3 Years	2016	930LEA	H		0.5	0.625	0.231	0.43
0-3 Years	2016	930LEA	I		0.484	0.625	0.255	0.43
0-3 Years	2016	930LEA	M		0.269	0.625	0.244	0.43
0-3 Years	2016	940LEA	E		0.345	0.8	0.227	0.43
0-3 Years	2016	940LEA	H		0.5	0.8	0.231	0.43
0-3 Years	2016	940LEA	M		0.55	0.8	0.244	0.43
0-3 Years	2016	940LEA	T		0.278	0.8	0.253	0.43
0-3 Years	2016	950LEA	H		0.216	0.444	0.231	0.43
0-3 Years	2016	950LEA	I		0.188	0.444	0.255	0.43
0-3 Years	2016	960LEA	A		0.231	0.273	0.227	0.43
0-3 Years	2016	960LEA	E		0.136	0.273	0.227	0.43
0-3 Years	2016	960LEA	H		0.183	0.273	0.231	0.43
0-3 Years	2016	960LEA	I			0.273	0.255	0.43
0-3 Years	2016	960LEA	M		0.251	0.273	0.244	0.43
0-3 Years	2016	960LEA	T		0.28	0.273	0.253	0.43
0-3 Years	2016	970LEA	E		0.251	0.409	0.227	0.43
0-3 Years	2016	970LEA	H		0.224	0.409	0.231	0.43
0-3 Years	2016	970LEA	M		0.252	0.409	0.244	0.43
0-3 Years	2016	980LEA	A			0.48	0.227	0.43
0-3 Years	2016	980LEA	E		0.174	0.48	0.227	0.43
0-3 Years	2016	980LEA	H		0.149	0.48	0.231	0.43
0-3 Years	2016	980LEA	M		0.267	0.48	0.244	0.43
0-3 Years	2016	980LEA	T		0	0.48	0.253	0.43
0-3 Years	2016	990LEA	A		0.135	0.357	0.227	0.43
0-3 Years	2016	990LEA	E		0.121	0.357	0.227	0.43
0-3 Years	2016	990LEA	H		0.2	0.357	0.231	0.43
0-3 Years	2016	990LEA	I		0.081	0.357	0.255	0.43
0-3 Years	2016	990LEA	M		0.132	0.357	0.244	0.43
0-3 Years	2016	995LEA	E		0.176	0.5	0.227	0.43
0-3 Years	2016	995LEA	H		0.158	0.5	0.231	0.43
0-3 Years	2016	995LEA	I			0.5	0.255	0.43
0-3 Years	2016	995LEA	M		0.213	0.5	0.244	0.43
0-3 Years	2016	00A000	I				0.255	0.43
0-3 Years	2016	00B000	A				0.227	0.43
0-3 Years	2016	010303	H	0	0.242	0.417	0.231	0.43
0-3 Years	2016	010304	E	0.222	0.276	0.417	0.227	0.43
0-3 Years	2016	010308	E	0.176	0.276	0.417	0.227	0.43
0-3 Years	2016	010310	M	0.262	0.207	0.417	0.244	0.43
0-3 Years	2016	010311	H	0.067	0.242	0.417	0.231	0.43
0-3 Years	2016	010312	E	0.283	0.276	0.417	0.227	0.43
0-3 Years	2016	010320	E	0.259	0.276	0.417	0.227	0.43
0-3 Years	2016	010324	H	0.186	0.242	0.417	0.231	0.43
0-3 Years	2016	010326	E	0.455	0.276	0.417	0.227	0.43
0-3 Years	2016	010328	E	0.244	0.276	0.417	0.227	0.43
0-3 Years	2016	010340	E	0.256	0.276	0.417	0.227	0.43
0-3 Years	2016	010346	E	0.207	0.276	0.417	0.227	0.43
0-3 Years	2016	010347	E	0.136	0.276	0.417	0.227	0.43
0-3 Years	2016	010348	H	0.463	0.242	0.417	0.231	0.43
0-3 Years	2016	010350	M	0.315	0.207	0.417	0.244	0.43
0-3 Years	2016	010351	E	0.19	0.276	0.417	0.227	0.43
0-3 Years	2016	010353	M	0.175	0.207	0.417	0.244	0.43
0-3 Years	2016	010354	E	0.348	0.276	0.417	0.227	0.43
0-3 Years	2016	010357	E	0.304	0.276	0.417	0.227	0.43
0-3 Years	2016	010358	E	0.256	0.276	0.417	0.227	0.43
0-3 Years	2016	010360	H	0.318	0.242	0.417	0.231	0.43
0-3 Years	2016	010362	E	0.308	0.276	0.417	0.227	0.43
0-3 Years	2016	010364	E	0.229	0.276	0.417	0.227	0.43
0-3 Years	2016	010372	E	0.25	0.276	0.417	0.227	0.43
0-3 Years	2016	010374	E	0.283	0.276	0.417	0.227	0.43
0-3 Years	2016	010378	A	0.409	0.409	0.417	0.227	0.43
0-3 Years	2016	010380	E	0.367	0.276	0.417	0.227	0.43
0-3 Years	2016	010384	E	0.306	0.276	0.417	0.227	0.43
0-3 Years	2016	010388	H	0.235	0.242	0.417	0.231	0.43
0-3 Years	2016	010390	M	0.24	0.207	0.417	0.244	0.43
0-3 Years	2016	010392	E	0.391	0.276	0.417	0.227	0.43
0-3 Years	2016	010394	M	0.175	0.207	0.417	0.244	0.43
0-3 Years	2016	010396	H	0.169	0.242	0.417	0.231	0.43
0-3 Years	2016	010400	H	0.194	0.242	0.417	0.231	0.43
0-3 Years	2016	010403	M	0.075	0.207	0.417	0.244	0.43
0-3 Years	2016	010406	M	0.189	0.207	0.417	0.244	0.43
0-3 Years	2016	01B000	A				0.227	0.43
0-3 Years	2016	01C000	A				0.227	0.43
0-3 Years	2016	01D000	T				0.253	0.43
0-3 Years	2016	020302	H	0.184	0.184	0.5	0.231	0.43
0-3 Years	2016	020304	E	0.207	0.174	0.5	0.227	0.43
0-3 Years	2016	020306	M	0.22	0.23	0.5	0.244	0.43
0-3 Years	2016	020308	E	0	0.174	0.5	0.227	0.43
0-3 Years	2016	020316	E	0.294	0.174	0.5	0.227	0.43
0-3 Years	2016	020320	E	0.333	0.174	0.5	0.227	0.43
0-3 Years	2016	020324	E	0.067	0.174	0.5	0.227	0.43
0-3 Years	2016	020328	E	0.1	0.174	0.5	0.227	0.43
0-3 Years	2016	020330	M	0.242	0.23	0.5	0.244	0.43
0-3 Years	2016	020332	E	0.105	0.174	0.5	0.227	0.43
0-3 Years	2016	030304	H	0.189	0.189	0.75	0.231	0.43
0-3 Years	2016	030308	I	0.273	0.226	0.75	0.255	0.43
0-3 Years	2016	030316	I	0.267	0.226	0.75	0.255	0.43
0-3 Years	2016	030320	I	0.191	0.226	0.75	0.255	0.43
0-3 Years	2016	040304	H	0.273	0.333	0.545	0.231	0.43
0-3 Years	2016	040305	H	0.286	0.333	0.545	0.231	0.43
0-3 Years	2016	040306	H	0.283	0.333	0.545	0.231	0.43
0-3 Years	2016	040308	E	0.063	0.124	0.545	0.227	0.43
0-3 Years	2016	040309	M	0.375	0.308	0.545	0.244	0.43
0-3 Years	2016	040311	E	0.233	0.124	0.545	0.227	0.43
0-3 Years	2016	040316	E	0.091	0.124	0.545	0.227	0.43
0-3 Years	2016	040324	E	0.063	0.124	0.545	0.227	0.43
0-3 Years	2016	040328	E	0.103	0.124	0.545	0.227	0.43
0-3 Years	2016	040330	M	0	0.308	0.545	0.244	0.43
0-3 Years	2016	040700	H	0.857	0.333	0.545	0.231	0.43
0-3 Years	2016	050302	H	0.212	0.212	0.4	0.231	0.43
0-3 Years	2016	050305	M	0.103	0.103	0.4	0.244	0.43
0-3 Years	2016	050310	E	0.146	0.123	0.4	0.227	0.43
0-3 Years	2016	050330	E	0.125	0.123	0.4	0.227	0.43
0-3 Years	2016	050335	E	0.098	0.123	0.4	0.227	0.43
0-3 Years	2016	060302	H	0.143	0.152	0.111	0.231	0.43
0-3 Years	2016	060304	E	0.143	0.122	0.111	0.227	0.43
0-3 Years	2016	060310	M	0.375	0.256	0.111	0.244	0.43
0-3 Years	2016	060316	E	0.063	0.122	0.111	0.227	0.43
0-3 Years	2016	060318	M	0.174	0.256	0.111	0.244	0.43
0-3 Years	2016	060322	E	0.059	0.122	0.111	0.227	0.43
0-3 Years	2016	060328	E	0.217	0.122	0.111	0.227	0.43
0-3 Years	2016	060332	E	0.083	0.122	0.111	0.227	0.43
0-3 Years	2016	060334	T	0	0	0.111	0.253	0.43
0-3 Years	2016	060700	H	0.25	0.152	0.111	0.231	0.43
0-3 Years	2016	060701	H	0.1	0.152	0.111	0.231	0.43
0-3 Years	2016	06A000	A				0.227	0.43
0-3 Years	2016	06B000	A				0.227	0.43
0-3 Years	2016	070302	E	0.188	0.179	0.357	0.227	0.43
0-3 Years	2016	070308	I	0.075	0.13	0.357	0.255	0.43
0-3 Years	2016	070310	T	0.571	0.571	0.357	0.253	0.43
0-3 Years	2016	070311	H	0.143	0.245	0.357	0.231	0.43
0-3 Years	2016	070325	M	0.25	0.378	0.357	0.244	0.43
0-3 Years	2016	070326	E	0.268	0.179	0.357	0.227	0.43
0-3 Years	2016	070327	E	0.119	0.179	0.357	0.227	0.43
0-3 Years	2016	070328	E	0.135	0.179	0.357	0.227	0.43
0-3 Years	2016	070329	I	0.111	0.13	0.357	0.255	0.43
0-3 Years	2016	070330	H	0.333	0.245	0.357	0.231	0.43
0-3 Years	2016	070338	M	0.444	0.378	0.357	0.244	0.43
0-3 Years	2016	070339	H	0.167	0.245	0.357	0.231	0.43
0-3 Years	2016	070340	I	0.313	0.13	0.357	0.255	0.43
0-3 Years	2016	070342	H	0.25	0.245	0.357	0.231	0.43
0-3 Years	2016	07A000	A				0.227	0.43
0-3 Years	2016	080311	H	0.333	0.358	0.625	0.231	0.43
0-3 Years	2016	080312	H	0.316	0.358	0.625	0.231	0.43
0-3 Years	2016	080314	M	0.355	0.355	0.625	0.244	0.43
0-3 Years	2016	080348	E	0.083	0.182	0.625	0.227	0.43
0-3 Years	2016	080356	E	0.25	0.182	0.625	0.227	0.43
0-3 Years	2016	080360	E	0.375	0.182	0.625	0.227	0.43
0-3 Years	2016	080362	E	0.069	0.182	0.625	0.227	0.43
0-3 Years	2016	080700	H	0.667	0.358	0.625	0.231	0.43
0-3 Years	2016	08A000	E				0.227	0.43
0-3 Years	2016	090304	E	0.071	0.138	0.385	0.227	0.43
0-3 Years	2016	090315	M	0.056	0.225	0.385	0.244	0.43
0-3 Years	2016	090317	E	0.185	0.138	0.385	0.227	0.43
0-3 Years	2016	090318	E	0.105	0.138	0.385	0.227	0.43
0-3 Years	2016	090320	M	0.176	0.225	0.385	0.244	0.43
0-3 Years	2016	090324	E	0.1	0.138	0.385	0.227	0.43
0-3 Years	2016	090328	I	0	0	0.385	0.255	0.43
0-3 Years	2016	090330	H	0.186	0.209	0.385	0.231	0.43
0-3 Years	2016	090332	M	0.292	0.225	0.385	0.244	0.43
0-3 Years	2016	090333	E	0.132	0.138	0.385	0.227	0.43
0-3 Years	2016	090352	E	0.25	0.138	0.385	0.227	0.43
0-3 Years	2016	090365	M	0.333	0.225	0.385	0.244	0.43
0-3 Years	2016	090368	H	0.229	0.209	0.385	0.231	0.43
0-3 Years	2016	09A000	T				0.253	0.43
0-3 Years	2016	100302	E	0.174	0.193	0.526	0.227	0.43
0-3 Years	2016	100304	E	0.207	0.193	0.526	0.227	0.43
0-3 Years	2016	100307	H	0.25	0.262	0.526	0.231	0.43
0-3 Years	2016	100308	T	0.143	0.143	0.526	0.253	0.43
0-3 Years	2016	100309	M	0.278	0.287	0.526	0.244	0.43
0-3 Years	2016	100310	E	0.167	0.193	0.526	0.227	0.43
0-3 Years	2016	100316	M	0.34	0.287	0.526	0.244	0.43
0-3 Years	2016	100320	E	0.316	0.193	0.526	0.227	0.43
0-3 Years	2016	100326	H	0.333	0.262	0.526	0.231	0.43
0-3 Years	2016	100332	M	0.275	0.287	0.526	0.244	0.43
0-3 Years	2016	100334	H	0.324	0.262	0.526	0.231	0.43
0-3 Years	2016	100335	M	0.25	0.287	0.526	0.244	0.43
0-3 Years	2016	100336	E	0.088	0.193	0.526	0.227	0.43
0-3 Years	2016	100338	E	0.217	0.193	0.526	0.227	0.43
0-3 Years	2016	100339	E	0.257	0.193	0.526	0.227	0.43
0-3 Years	2016	100340	E	0.111	0.193	0.526	0.227	0.43
0-3 Years	2016	100342	E	0.189	0.193	0.526	0.227	0.43
0-3 Years	2016	100344	I	0.054	0.054	0.526	0.255	0.43
0-3 Years	2016	100348	H	0.163	0.262	0.526	0.231	0.43
0-3 Years	2016	10A000	I				0.255	0.43
0-3 Years	2016	10B000	E				0.227	0.43
0-3 Years	2016	110303	H	0.2	0.181	0.395	0.231	0.43
0-3 Years	2016	110304	H	0.22	0.181	0.395	0.231	0.43
0-3 Years	2016	110306	M	0.073	0.228	0.395	0.244	0.43
0-3 Years	2016	110308	E	0.357	0.19	0.395	0.227	0.43
0-3 Years	2016	110318	E	0.25	0.19	0.395	0.227	0.43
0-3 Years	2016	110320	E	0.194	0.19	0.395	0.227	0.43
0-3 Years	2016	110322	H	0.143	0.181	0.395	0.231	0.43
0-3 Years	2016	110323	H	0	0.181	0.395	0.231	0.43
0-3 Years	2016	110324	E	0.303	0.19	0.395	0.227	0.43
0-3 Years	2016	110326	M	0.214	0.228	0.395	0.244	0.43
0-3 Years	2016	110332	E	0.364	0.19	0.395	0.227	0.43
0-3 Years	2016	110336	H	0.182	0.181	0.395	0.231	0.43
0-3 Years	2016	110338	M	0.356	0.228	0.395	0.244	0.43
0-3 Years	2016	110340	H	0.259	0.181	0.395	0.231	0.43
0-3 Years	2016	110342	M	0.31	0.228	0.395	0.244	0.43
0-3 Years	2016	110348	E	0.258	0.19	0.395	0.227	0.43
0-3 Years	2016	110352	H	0.213	0.181	0.395	0.231	0.43
0-3 Years	2016	110356	E	0.093	0.19	0.395	0.227	0.43
0-3 Years	2016	110366	E	0.206	0.19	0.395	0.227	0.43
0-3 Years	2016	110368	E	0.16	0.19	0.395	0.227	0.43
0-3 Years	2016	110370	E	0.034	0.19	0.395	0.227	0.43
0-3 Years	2016	110372	E	0.154	0.19	0.395	0.227	0.43
0-3 Years	2016	110376	E	0.206	0.19	0.395	0.227	0.43
0-3 Years	2016	110379	E	0.103	0.19	0.395	0.227	0.43
0-3 Years	2016	110380	H	0.123	0.181	0.395	0.231	0.43
0-3 Years	2016	110381	M	0.262	0.228	0.395	0.244	0.43
0-3 Years	2016	110382	M	0.162	0.228	0.395	0.244	0.43
0-3 Years	2016	110384	E	0.321	0.19	0.395	0.227	0.43
0-3 Years	2016	110388	E	0.059	0.19	0.395	0.227	0.43
0-3 Years	2016	110401	M	0.197	0.228	0.395	0.244	0.43
0-3 Years	2016	110408	E	0.213	0.19	0.395	0.227	0.43
0-3 Years	2016	110410	E	0.205	0.19	0.395	0.227	0.43
0-3 Years	2016	110412	E	0.241	0.19	0.395	0.227	0.43
0-3 Years	2016	110416	H	0.111	0.181	0.395	0.231	0.43
0-3 Years	2016	110420	M	0.128	0.228	0.395	0.244	0.43
0-3 Years	2016	110422	E	0.216	0.19	0.395	0.227	0.43
0-3 Years	2016	110428	E	0	0.19	0.395	0.227	0.43
0-3 Years	2016	110432	E	0.067	0.19	0.395	0.227	0.43
0-3 Years	2016	110436	E	0.14	0.19	0.395	0.227	0.43
0-3 Years	2016	110444	E	0.333	0.19	0.395	0.227	0.43
0-3 Years	2016	110450	M	0.304	0.228	0.395	0.244	0.43
0-3 Years	2016	110451	M	0.239	0.228	0.395	0.244	0.43
0-3 Years	2016	110500	H	0.167	0.181	0.395	0.231	0.43
0-3 Years	2016	111302	H	0.152	0.147	0.125	0.231	0.43
0-3 Years	2016	111304	E	0.156	0.247	0.125	0.227	0.43
0-3 Years	2016	111306	E	0.125	0.247	0.125	0.227	0.43
0-3 Years	2016	111312	E	0.333	0.247	0.125	0.227	0.43
0-3 Years	2016	111332	E	0.353	0.247	0.125	0.227	0.43
0-3 Years	2016	111356	M	0.31	0.31	0.125	0.244	0.43
0-3 Years	2016	111360	E	0.267	0.247	0.125	0.227	0.43
0-3 Years	2016	111700	H	0.118	0.147	0.125	0.231	0.43
0-3 Years	2016	11A000	I				0.255	0.43
0-3 Years	2016	11B000	I				0.255	0.43
0-3 Years	2016	11C000	A				0.227	0.43
0-3 Years	2016	11D000	T				0.253	0.43
0-3 Years	2016	11K000	I				0.255	0.43
0-3 Years	2016	120304	E	0.313	0.134	0.519	0.227	0.43
0-3 Years	2016	120308	T	0.2	0.2	0.519	0.253	0.43
0-3 Years	2016	120310	H	0	0.162	0.519	0.231	0.43
0-3 Years	2016	120312	E	0.097	0.134	0.519	0.227	0.43
0-3 Years	2016	120314	H	0.268	0.162	0.519	0.231	0.43
0-3 Years	2016	120315	M	0.075	0.151	0.519	0.244	0.43
0-3 Years	2016	120316	E	0.138	0.134	0.519	0.227	0.43
0-3 Years	2016	120318	H	0.123	0.162	0.519	0.231	0.43
0-3 Years	2016	120320	E	0.08	0.134	0.519	0.227	0.43
0-3 Years	2016	120324	E	0.077	0.134	0.519	0.227	0.43
0-3 Years	2016	120334	M	0.103	0.151	0.519	0.244	0.43
0-3 Years	2016	120338	E	0.167	0.134	0.519	0.227	0.43
0-3 Years	2016	120340	E	0.176	0.134	0.519	0.227	0.43
0-3 Years	2016	120344	E	0.111	0.134	0.519	0.227	0.43
0-3 Years	2016	120346	H	0.167	0.162	0.519	0.231	0.43
0-3 Years	2016	120350	M	0.188	0.151	0.519	0.244	0.43
0-3 Years	2016	120352	A	0.154	0.154	0.519	0.227	0.43
0-3 Years	2016	120360	E	0.136	0.134	0.519	0.227	0.43
0-3 Years	2016	120364	E	0.037	0.134	0.519	0.227	0.43
0-3 Years	2016	120368	E	0.31	0.134	0.519	0.227	0.43
0-3 Years	2016	120370	H	0.105	0.162	0.519	0.231	0.43
0-3 Years	2016	120372	E	0.059	0.134	0.519	0.227	0.43
0-3 Years	2016	120374	E	0.088	0.134	0.519	0.227	0.43
0-3 Years	2016	120376	M	0.161	0.151	0.519	0.244	0.43
0-3 Years	2016	120380	E	0.115	0.134	0.519	0.227	0.43
0-3 Years	2016	120386	E	0.133	0.134	0.519	0.227	0.43
0-3 Years	2016	120390	M	0.259	0.151	0.519	0.244	0.43
0-3 Years	2016	12A000	I				0.255	0.43
0-3 Years	2016	130304	E	0.169	0.218	0.514	0.227	0.43
0-3 Years	2016	130307	H	0.302	0.256	0.514	0.231	0.43
0-3 Years	2016	130308	E	0.211	0.218	0.514	0.227	0.43
0-3 Years	2016	130309	E	0.28	0.218	0.514	0.227	0.43
0-3 Years	2016	130310	H	0.396	0.256	0.514	0.231	0.43
0-3 Years	2016	130311	E	0.222	0.218	0.514	0.227	0.43
0-3 Years	2016	130312	E	0.293	0.218	0.514	0.227	0.43
0-3 Years	2016	130313	M	0.217	0.164	0.514	0.244	0.43
0-3 Years	2016	130314	H	0.173	0.256	0.514	0.231	0.43
0-3 Years	2016	130315	M	0.114	0.164	0.514	0.244	0.43
0-3 Years	2016	130316	H	0.188	0.256	0.514	0.231	0.43
0-3 Years	2016	130317	T	0.375	0.292	0.514	0.253	0.43
0-3 Years	2016	130318	M	0.221	0.164	0.514	0.244	0.43
0-3 Years	2016	130319	E	0.123	0.218	0.514	0.227	0.43
0-3 Years	2016	130320	M	0.162	0.164	0.514	0.244	0.43
0-3 Years	2016	130321	E	0.264	0.218	0.514	0.227	0.43
0-3 Years	2016	130322	E	0.111	0.218	0.514	0.227	0.43
0-3 Years	2016	130323	M	0.093	0.164	0.514	0.244	0.43
0-3 Years	2016	130324	H	0.088	0.256	0.514	0.231	0.43
0-3 Years	2016	130325	E	0.216	0.218	0.514	0.227	0.43
0-3 Years	2016	130326	H	0.176	0.256	0.514	0.231	0.43
0-3 Years	2016	130327	M	0.105	0.164	0.514	0.244	0.43
0-3 Years	2016	130328	E	0.36	0.218	0.514	0.227	0.43
0-3 Years	2016	130329	E	0.132	0.218	0.514	0.227	0.43
0-3 Years	2016	130330	E	0.053	0.218	0.514	0.227	0.43
0-3 Years	2016	130331	E	0.271	0.218	0.514	0.227	0.43
0-3 Years	2016	130332	H	0.349	0.256	0.514	0.231	0.43
0-3 Years	2016	130333	T	0.125	0.292	0.514	0.253	0.43
0-3 Years	2016	130336	E	0.143	0.218	0.514	0.227	0.43
0-3 Years	2016	130338	E	0.164	0.218	0.514	0.227	0.43
0-3 Years	2016	130340	E	0.246	0.218	0.514	0.227	0.43
0-3 Years	2016	130342	E	0.379	0.218	0.514	0.227	0.43
0-3 Years	2016	130344	E	0.333	0.218	0.514	0.227	0.43
0-3 Years	2016	130345	E	0.175	0.218	0.514	0.227	0.43
0-3 Years	2016	130346	M	0.185	0.164	0.514	0.244	0.43
0-3 Years	2016	130350	H	0.556	0.256	0.514	0.231	0.43
0-3 Years	2016	130355	M	0.169	0.164	0.514	0.244	0.43
0-3 Years	2016	132304	H	0.175	0.175	0.875	0.231	0.43
0-3 Years	2016	132308	E	0.175	0.236	0.875	0.227	0.43
0-3 Years	2016	132312	E	0.379	0.236	0.875	0.227	0.43
0-3 Years	2016	132328	E	0.171	0.236	0.875	0.227	0.43
0-3 Years	2016	132329	M	0.245	0.189	0.875	0.244	0.43
0-3 Years	2016	132330	M	0.132	0.189	0.875	0.244	0.43
0-3 Years	2016	132332	E	0.357	0.236	0.875	0.227	0.43
0-3 Years	2016	132336	E	0.167	0.236	0.875	0.227	0.43
0-3 Years	2016	13A000	A				0.227	0.43
0-3 Years	2016	13B000	A				0.227	0.43
0-3 Years	2016	13C000	E				0.227	0.43
0-3 Years	2016	140304	E	0.077	0.158	0.385	0.227	0.43
0-3 Years	2016	140305	H	0.167	0.144	0.385	0.231	0.43
0-3 Years	2016	140306	T	0.25	0.25	0.385	0.253	0.43
0-3 Years	2016	140307	E	0.5	0.158	0.385	0.227	0.43
0-3 Years	2016	140308	I	0.083	0.188	0.385	0.255	0.43
0-3 Years	2016	140309	H	0.111	0.144	0.385	0.231	0.43
0-3 Years	2016	140312	E	0.094	0.158	0.385	0.227	0.43
0-3 Years	2016	140316	E	0.067	0.158	0.385	0.227	0.43
0-3 Years	2016	140324	E	0.176	0.158	0.385	0.227	0.43
0-3 Years	2016	140332	M	0.3	0.159	0.385	0.244	0.43
0-3 Years	2016	140336	M	0.15	0.159	0.385	0.244	0.43
0-3 Years	2016	140340	E	0.083	0.158	0.385	0.227	0.43
0-3 Years	2016	140344	I	0.278	0.188	0.385	0.255	0.43
0-3 Years	2016	140348	H	0.109	0.144	0.385	0.231	0.43
0-3 Years	2016	140352	E	0.22	0.158	0.385	0.227	0.43
0-3 Years	2016	140356	M	0.043	0.159	0.385	0.244	0.43
0-3 Years	2016	140360	I	0.214	0.188	0.385	0.255	0.43
0-3 Years	2016	140368	M	0.162	0.159	0.385	0.244	0.43
0-3 Years	2016	140372	E	0.25	0.158	0.385	0.227	0.43
0-3 Years	2016	140376	I	0.231	0.188	0.385	0.255	0.43
0-3 Years	2016	140384	E	0.12	0.158	0.385	0.227	0.43
0-3 Years	2016	140386	H	0.13	0.144	0.385	0.231	0.43
0-3 Years	2016	140388	E	0.188	0.158	0.385	0.227	0.43
0-3 Years	2016	140390	H	0.203	0.144	0.385	0.231	0.43
0-3 Years	2016	140392	E	0.267	0.158	0.385	0.227	0.43
0-3 Years	2016	140396	E	0.125	0.158	0.385	0.227	0.43
0-3 Years	2016	150304	H	0.091	0.13	0.2	0.231	0.43
0-3 Years	2016	150308	E	0.086	0.081	0.2	0.227	0.43
0-3 Years	2016	150310	E	0.074	0.081	0.2	0.227	0.43
0-3 Years	2016	150312	M	0.143	0.143	0.2	0.244	0.43
0-3 Years	2016	150700	H	0.231	0.13	0.2	0.231	0.43
0-3 Years	2016	160304	E	0.333	0.163	0.529	0.227	0.43
0-3 Years	2016	160306	E	0.167	0.163	0.529	0.227	0.43
0-3 Years	2016	160308	E	0.132	0.163	0.529	0.227	0.43
0-3 Years	2016	160309	A	0	0	0.529	0.227	0.43
0-3 Years	2016	160310	M	0.227	0.155	0.529	0.244	0.43
0-3 Years	2016	160311	M	0.205	0.155	0.529	0.244	0.43
0-3 Years	2016	160313	H	0.07	0.128	0.529	0.231	0.43
0-3 Years	2016	160314	H	0.207	0.128	0.529	0.231	0.43
0-3 Years	2016	160316	E	0.111	0.163	0.529	0.227	0.43
0-3 Years	2016	160317	E	0.208	0.163	0.529	0.227	0.43
0-3 Years	2016	160318	M	0.205	0.155	0.529	0.244	0.43
0-3 Years	2016	160322	E	0.111	0.163	0.529	0.227	0.43
0-3 Years	2016	160324	E	0.2	0.163	0.529	0.227	0.43
0-3 Years	2016	160326	M	0	0.155	0.529	0.244	0.43
0-3 Years	2016	160332	I	0.2	0.2	0.529	0.255	0.43
0-3 Years	2016	160344	H	0.101	0.128	0.529	0.231	0.43
0-3 Years	2016	160352	E	0.143	0.163	0.529	0.227	0.43
0-3 Years	2016	16B000	E				0.227	0.43
0-3 Years	2016	170316	H	0.25	0.25	0.667	0.231	0.43
0-3 Years	2016	170334	E	0.071	0.234	0.667	0.227	0.43
0-3 Years	2016	170338	M	0.273	0.273	0.667	0.244	0.43
0-3 Years	2016	170339	E	0.357	0.234	0.667	0.227	0.43
0-3 Years	2016	170342	E	0.217	0.234	0.667	0.227	0.43
0-3 Years	2016	170344	E	0.333	0.234	0.667	0.227	0.43
0-3 Years	2016	180302	M	0.2	0.166	0.536	0.244	0.43
0-3 Years	2016	180304	E	0.179	0.156	0.536	0.227	0.43
0-3 Years	2016	180308	H	0.077	0.172	0.536	0.231	0.43
0-3 Years	2016	180312	E	0.273	0.156	0.536	0.227	0.43
0-3 Years	2016	180316	E	0.158	0.156	0.536	0.227	0.43
0-3 Years	2016	180320	H	0.293	0.172	0.536	0.231	0.43
0-3 Years	2016	180323	A	0.235	0.235	0.536	0.227	0.43
0-3 Years	2016	180324	E	0.029	0.156	0.536	0.227	0.43
0-3 Years	2016	180325	H	0.357	0.172	0.536	0.231	0.43
0-3 Years	2016	180326	E	0.103	0.156	0.536	0.227	0.43
0-3 Years	2016	180332	E	0.207	0.156	0.536	0.227	0.43
0-3 Years	2016	180336	E	0	0.156	0.536	0.227	0.43
0-3 Years	2016	180340	H	0.172	0.172	0.536	0.231	0.43
0-3 Years	2016	180342	M	0.156	0.166	0.536	0.244	0.43
0-3 Years	2016	180343	E	0.225	0.156	0.536	0.227	0.43
0-3 Years	2016	180344	E	0.152	0.156	0.536	0.227	0.43
0-3 Years	2016	180346	M	0.267	0.166	0.536	0.244	0.43
0-3 Years	2016	180348	H	0.148	0.172	0.536	0.231	0.43
0-3 Years	2016	180352	M	0.103	0.166	0.536	0.244	0.43
0-3 Years	2016	180356	E	0.182	0.156	0.536	0.227	0.43
0-3 Years	2016	180360	E	0.098	0.156	0.536	0.227	0.43
0-3 Years	2016	180364	M	0.077	0.166	0.536	0.244	0.43
0-3 Years	2016	180368	E	0.107	0.156	0.536	0.227	0.43
0-3 Years	2016	180372	E	0.286	0.156	0.536	0.227	0.43
0-3 Years	2016	180376	H	0.123	0.172	0.536	0.231	0.43
0-3 Years	2016	180379	E	0.088	0.156	0.536	0.227	0.43
0-3 Years	2016	180380	E	0.125	0.156	0.536	0.227	0.43
0-3 Years	2016	180388	E	0.258	0.156	0.536	0.227	0.43
0-3 Years	2016	181312	M	0.108	0.13	0.333	0.244	0.43
