school_code	name	grade_span	subject	grade	type	subgroup	num_tested	num_l1	pct_l1	num_l2	pct_l2	num_l3	pct_l3	num_l4	pct_l4	num_l5	pct_l5	num_ccr	pct_ccr	num_glp	pct_glp	avg_score
110444	Woodfin Elementary	0K-05	EOG	04	ALL	AIG	10	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	AIG_MATH	10	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	AIG_READ	10	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	ALL	56	11	19.6	13	23.2	4	7.1	20	35.7	8	14.3	28	50.0	32	57.1	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	EDS	42	11	26.2	11	26.2	4	9.5	12	28.6	4	9.5	16	38.1	20	47.6	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	FEM	20	-	-	-	-	-	<5	-	-	-	-	11	55.0	11	55.0	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	FEM_HISP	10	-	-	-	-	-	<5	-	-	-	-	3	30.0	3	30.0	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	HISP	20	3	15.0	9	45.0	2	10.0	5	25.0	1	5.0	6	30.0	8	40.0	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	LEP	6	-	-	-	-	-	-	-	-	-	<5	1	16.7	2	33.3	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	MALE	36	8	22.2	7	19.4	4	11.1	11	30.6	6	16.7	17	47.2	21	58.3	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	MALE_HISP	10	-	-	-	-	-	-	-	-	-	<5	3	30.0	5	50.0	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	MALE_WHTE	26	7	26.9	3	11.5	2	7.7	8	30.8	6	23.1	14	53.8	16	61.5	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	NOT_EDS	14	-	<5	-	-	-	<5	-	-	-	-	12	85.7	12	85.7	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	NOT_LEP	50	9	18.0	11	22.0	3	6.0	19	38.0	8	16.0	27	54.0	30	60.0	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	NOT_MIG	56	11	19.6	13	23.2	4	7.1	20	35.7	8	14.3	28	50.0	32	57.1	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	NOT_SWD	46	5	10.9	10	21.7	4	8.7	19	41.3	8	17.4	27	58.7	31	67.4	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	SWD	10	-	-	-	-	-	<5	-	-	-	<5	1	10.0	1	10.0	
110444	Woodfin Elementary	0K-05	EOG	04	ALL	WHTE	30	7	23.3	3	10.0	2	6.7	12	40.0	6	20.0	18	60.0	20	66.7	
110444	Woodfin Elementary	0K-05	EOG	04	RG	AIG	10	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	04	RG	AIG_MATH	10	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	04	RG	AIG_READ	10	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	04	RG	ALL	50	8	16.0	11	22.0	4	8.0	19	38.0	8	16.0	27	54.0	31	62.0	
110444	Woodfin Elementary	0K-05	EOG	04	RG	EDS	38	8	21.1	10	26.3	4	10.5	12	31.6	4	10.5	16	42.1	20	52.6	
110444	Woodfin Elementary	0K-05	EOG	04	RG	FEM	18	-	-	-	-	-	<5	-	-	-	-	11	61.1	11	61.1	
110444	Woodfin Elementary	0K-05	EOG	04	RG	FEM_HISP	8	-	-	-	-	-	<5	-	-	-	-	3	37.5	3	37.5	
110444	Woodfin Elementary	0K-05	EOG	04	RG	HISP	16	2	12.5	7	43.8	2	12.5	4	25.0	1	6.3	5	31.3	7	43.8	
110444	Woodfin Elementary	0K-05	EOG	04	RG	MALE	32	6	18.8	6	18.8	4	12.5	10	31.3	6	18.8	16	50.0	20	62.5	
110444	Woodfin Elementary	0K-05	EOG	04	RG	MALE_HISP	8	-	-	-	-	-	-	-	-	-	<5	2	25.0	4	50.0	
110444	Woodfin Elementary	0K-05	EOG	04	RG	MALE_WHTE	24	5	20.8	3	12.5	2	8.3	8	33.3	6	25.0	14	58.3	16	66.7	
110444	Woodfin Elementary	0K-05	EOG	04	RG	NOT_EDS	12	-	<5	-	-	-	<5	-	-	-	-	11	91.7	11	91.7	
110444	Woodfin Elementary	0K-05	EOG	04	RG	NOT_LEP	48	7	14.6	11	22.9	3	6.3	19	39.6	8	16.7	27	56.3	30	62.5	
110444	Woodfin Elementary	0K-05	EOG	04	RG	NOT_MIG	50	8	16.0	11	22.0	4	8.0	19	38.0	8	16.0	27	54.0	31	62.0	
110444	Woodfin Elementary	0K-05	EOG	04	RG	NOT_SWD	46	5	10.9	10	21.7	4	8.7	19	41.3	8	17.4	27	58.7	31	67.4	
110444	Woodfin Elementary	0K-05	EOG	04	RG	WHTE	28	5	17.9	3	10.7	2	7.1	12	42.9	6	21.4	18	64.3	20	71.4	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	AIG	16	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	AIG_MATH	16	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	AIG_READ	16	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	ALL	109	25	22.9	31	28.4	9	8.3	32	29.4	12	11.0	44	40.4	53	48.6	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	EDS	83	25	30.1	24	28.9	8	9.6	21	25.3	5	6.0	26	31.3	34	41.0	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	FEM	42	-	-	-	-	-	-	-	-	-	<5	17	40.5	20	47.6	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	FEM_HISP	20	9	45.0	6	30.0	1	5.0	3	15.0	1	5.0	4	20.0	5	25.0	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	FEM_WHTE	16	-	<5	-	-	-	-	-	-	-	<5	9	56.3	11	68.8	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	HISP	34	11	32.4	11	32.4	3	8.8	7	20.6	2	5.9	9	26.5	12	35.3	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	LEP	18	7	38.9	5	27.8	2	11.1	3	16.7	1	5.6	4	22.2	6	33.3	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	MALE	67	15	22.4	19	28.4	6	9.0	17	25.4	10	14.9	27	40.3	33	49.3	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	MALE_HISP	14	2	14.3	5	35.7	2	14.3	4	28.6	1	7.1	5	35.7	7	50.0	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	MALE_MULT	5	-	-	-	-	-	<5	-	<5	-	<5	-	<5	-	<5	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	MALE_WHTE	46	9	19.6	12	26.1	4	8.7	12	26.1	9	19.6	21	45.7	25	54.3	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	MULT	7	-	-	-	-	-	<5	-	-	-	-	2	28.6	2	28.6	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	NOT_EDS	26	-	<5	-	-	-	<5	-	-	-	-	18	69.2	19	73.1	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	NOT_LEP	91	18	19.8	26	28.6	7	7.7	29	31.9	11	12.1	40	44.0	47	51.6	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	NOT_MIG	109	25	22.9	31	28.4	9	8.3	32	29.4	12	11.0	44	40.4	53	48.6	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	NOT_SWD	85	14	16.5	21	24.7	8	9.4	30	35.3	12	14.1	42	49.4	50	58.8	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	SWD	24	-	-	-	-	-	<5	-	-	-	<5	2	8.3	3	12.5	
110444	Woodfin Elementary	0K-05	EOG	GS	ALL	WHTE	62	9	14.5	17	27.4	6	9.7	21	33.9	9	14.5	30	48.4	36	58.1	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	AIG	16	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	AIG_MATH	16	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	AIG_READ	16	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	ALL	95	19	20.0	25	26.3	9	9.5	30	31.6	12	12.6	42	44.2	51	53.7	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	EDS	73	19	26.0	20	27.4	8	11.0	21	28.8	5	6.8	26	35.6	34	46.6	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	FEM	38	7	18.4	11	28.9	3	7.9	15	39.5	2	5.3	17	44.7	20	52.6	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	FEM_HISP	16	6	37.5	5	31.3	1	6.3	3	18.8	1	6.3	4	25.0	5	31.3	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	FEM_WHTE	16	-	<5	-	-	-	-	-	-	-	<5	9	56.3	11	68.8	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	HISP	26	7	26.9	8	30.8	3	11.5	6	23.1	2	7.7	8	30.8	11	42.3	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	LEP	12	4	33.3	3	25.0	2	16.7	2	16.7	1	8.3	3	25.0	5	41.7	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	MALE	57	12	21.1	14	24.6	6	10.5	15	26.3	10	17.5	25	43.9	31	54.4	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	MALE_HISP	10	1	10.0	3	30.0	2	20.0	3	30.0	1	10.0	4	40.0	6	60.0	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	MALE_MULT	5	-	-	-	-	-	<5	-	<5	-	<5	-	<5	-	<5	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	MALE_WHTE	42	7	16.7	10	23.8	4	9.5	12	28.6	9	21.4	21	50.0	25	59.5	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	MULT	7	-	-	-	-	-	<5	-	-	-	-	2	28.6	2	28.6	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	NOT_EDS	22	-	<5	-	-	-	<5	-	-	-	-	16	72.7	17	77.3	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	NOT_LEP	83	15	18.1	22	26.5	7	8.4	28	33.7	11	13.3	39	47.0	46	55.4	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	NOT_MIG	95	19	20.0	25	26.3	9	9.5	30	31.6	12	12.6	42	44.2	51	53.7	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	NOT_SWD	85	14	16.5	21	24.7	8	9.4	30	35.3	12	14.1	42	49.4	50	58.8	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	SWD	10	-	-	-	-	-	-	-	<5	-	<5	-	<5	1	10.0	
110444	Woodfin Elementary	0K-05	EOG	GS	RG	WHTE	58	7	12.1	15	25.9	6	10.3	21	36.2	9	15.5	30	51.7	36	62.1	
110444	Woodfin Elementary	0K-05	EOG	GS	X1	ALL	8	-	-	-	-	-	<5	-	-	-	<5	2	25.0	2	25.0	
110444	Woodfin Elementary	0K-05	EOG	GS	X1	MALE	6	-	<5	-	-	-	<5	-	-	-	<5	2	33.3	2	33.3	
110444	Woodfin Elementary	0K-05	EOG	GS	X1	NOT_MIG	8	-	-	-	-	-	<5	-	-	-	<5	2	25.0	2	25.0	
110444	Woodfin Elementary	0K-05	EOG	GS	X1	SWD	8	-	-	-	-	-	<5	-	-	-	<5	2	25.0	2	25.0	
110444	Woodfin Elementary	0K-05	EOG	GS	X2	ALL	6	-	-	-	-	-	<5	-	<5	-	<5	-	<5	-	<5	
110444	Woodfin Elementary	0K-05	EOG	GS	X2	EDS	6	-	-	-	-	-	<5	-	<5	-	<5	-	<5	-	<5	
110444	Woodfin Elementary	0K-05	EOG	GS	X2	NOT_MIG	6	-	-	-	-	-	<5	-	<5	-	<5	-	<5	-	<5	
110444	Woodfin Elementary	0K-05	EOG	GS	X2	SWD	6	-	-	-	-	-	<5	-	<5	-	<5	-	<5	-	<5	
110444	Woodfin Elementary	0K-05	MA	03	ALL	ALL	25	-	-	-	-	-	<5	-	-	-	-	8	32.0	9	36.0	
110444	Woodfin Elementary	0K-05	MA	03	ALL	EDS	19	-	-	-	-	-	<5	-	-	-	<5	6	31.6	6	31.6	
110444	Woodfin Elementary	0K-05	MA	03	ALL	FEM	11	-	-	-	-	-	<5	-	-	-	<5	3	27.3	3	27.3	
110444	Woodfin Elementary	0K-05	MA	03	ALL	FEM_HISP	5	-	-	-	-	-	<5	-	-	-	<5	1	20.0	1	20.0	
110444	Woodfin Elementary	0K-05	MA	03	ALL	FEM_WHTE	6	-	<5	-	-	-	<5	-	-	-	<5	2	33.3	2	33.3	
110444	Woodfin Elementary	0K-05	MA	03	ALL	HISP	7	-	-	-	-	-	<5	-	-	-	<5	2	28.6	2	28.6	
110444	Woodfin Elementary	0K-05	MA	03	ALL	LEP	6	-	-	-	-	-	<5	-	-	-	<5	1	16.7	1	16.7	
110444	Woodfin Elementary	0K-05	MA	03	ALL	MALE	14	2	14.3	6	42.9	1	7.1	3	21.4	2	14.3	5	35.7	6	42.9	
110444	Woodfin Elementary	0K-05	MA	03	ALL	MALE_WHTE	10	1	10.0	4	40.0	1	10.0	2	20.0	2	20.0	4	40.0	5	50.0	
110444	Woodfin Elementary	0K-05	MA	03	ALL	NOT_EDS	6	-	<5	-	-	-	-	-	<5	-	-	2	33.3	3	50.0	
110444	Woodfin Elementary	0K-05	MA	03	ALL	NOT_LEP	19	3	15.8	8	42.1	1	5.3	5	26.3	2	10.5	7	36.8	8	42.1	
110444	Woodfin Elementary	0K-05	MA	03	ALL	NOT_MIG	25	-	-	-	-	-	<5	-	-	-	-	8	32.0	9	36.0	
110444	Woodfin Elementary	0K-05	MA	03	ALL	NOT_SWD	18	-	-	-	-	-	<5	-	-	-	-	8	44.4	8	44.4	
110444	Woodfin Elementary	0K-05	MA	03	ALL	SWD	7	-	-	-	-	-	-	-	<5	-	<5	-	<5	1	14.3	
110444	Woodfin Elementary	0K-05	MA	03	ALL	WHTE	16	1	6.3	8	50.0	1	6.3	4	25.0	2	12.5	6	37.5	7	43.8	
110444	Woodfin Elementary	0K-05	MA	03	RG	ALL	21	-	-	-	-	-	<5	-	-	-	-	8	38.1	9	42.9	447.7
110444	Woodfin Elementary	0K-05	MA	03	RG	EDS	16	-	-	-	-	-	<5	-	-	-	<5	6	37.5	6	37.5	445.9
110444	Woodfin Elementary	0K-05	MA	03	RG	FEM	10	-	-	-	-	-	<5	-	-	-	<5	3	30.0	3	30.0	446.0
110444	Woodfin Elementary	0K-05	MA	03	RG	FEM_WHTE	6	-	<5	-	-	-	<5	-	-	-	<5	2	33.3	2	33.3	448.8
110444	Woodfin Elementary	0K-05	MA	03	RG	HISP	5	-	-	-	-	-	<5	-	-	-	<5	2	40.0	2	40.0	444.6
110444	Woodfin Elementary	0K-05	MA	03	RG	LEP	5	-	-	-	-	-	<5	-	-	-	<5	1	20.0	1	20.0	444.2
110444	Woodfin Elementary	0K-05	MA	03	RG	MALE	11	2	18.2	3	27.3	1	9.1	3	27.3	2	18.2	5	45.5	6	54.5	449.2
110444	Woodfin Elementary	0K-05	MA	03	RG	MALE_WHTE	9	1	11.1	3	33.3	1	11.1	2	22.2	2	22.2	4	44.4	5	55.6	450.0
110444	Woodfin Elementary	0K-05	MA	03	RG	NOT_EDS	5	-	<5	-	-	-	-	-	<5	-	-	2	40.0	3	60.0	453.2
110444	Woodfin Elementary	0K-05	MA	03	RG	NOT_LEP	16	3	18.8	5	31.3	1	6.3	5	31.3	2	12.5	7	43.8	8	50.0	448.8
110444	Woodfin Elementary	0K-05	MA	03	RG	NOT_MIG	21	-	-	-	-	-	<5	-	-	-	-	8	38.1	9	42.9	447.7
110444	Woodfin Elementary	0K-05	MA	03	RG	NOT_SWD	18	-	-	-	-	-	<5	-	-	-	-	8	44.4	8	44.4	448.9
110444	Woodfin Elementary	0K-05	MA	03	RG	WHTE	15	1	6.7	7	46.7	1	6.7	4	26.7	2	13.3	6	40.0	7	46.7	449.5
110444	Woodfin Elementary	0K-05	MA	04	ALL	AIG	5	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	MA	04	ALL	AIG_MATH	5	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	MA	04	ALL	AIG_READ	5	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	MA	04	ALL	ALL	28	6	21.4	3	10.7	3	10.7	11	39.3	5	17.9	16	57.1	19	67.9	
110444	Woodfin Elementary	0K-05	MA	04	ALL	EDS	21	6	28.6	3	14.3	3	14.3	7	33.3	2	9.5	9	42.9	12	57.1	
110444	Woodfin Elementary	0K-05	MA	04	ALL	FEM	10	-	-	-	-	-	<5	-	-	-	-	6	60.0	6	60.0	
110444	Woodfin Elementary	0K-05	MA	04	ALL	FEM_HISP	5	-	-	-	-	-	<5	-	-	-	-	2	40.0	2	40.0	
110444	Woodfin Elementary	0K-05	MA	04	ALL	HISP	10	1	10.0	2	20.0	2	20.0	4	40.0	1	10.0	5	50.0	7	70.0	
110444	Woodfin Elementary	0K-05	MA	04	ALL	MALE	18	4	22.2	1	5.6	3	16.7	7	38.9	3	16.7	10	55.6	13	72.2	
110444	Woodfin Elementary	0K-05	MA	04	ALL	MALE_HISP	5	-	<5	-	<5	-	-	-	-	-	<5	3	60.0	-	>95	
110444	Woodfin Elementary	0K-05	MA	04	ALL	MALE_WHTE	13	4	30.8	1	7.7	1	7.7	4	30.8	3	23.1	7	53.8	8	61.5	
110444	Woodfin Elementary	0K-05	MA	04	ALL	NOT_EDS	7	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	MA	04	ALL	NOT_LEP	25	5	20.0	3	12.0	2	8.0	10	40.0	5	20.0	15	60.0	17	68.0	
110444	Woodfin Elementary	0K-05	MA	04	ALL	NOT_MIG	28	6	21.4	3	10.7	3	10.7	11	39.3	5	17.9	16	57.1	19	67.9	
110444	Woodfin Elementary	0K-05	MA	04	ALL	NOT_SWD	23	2	8.7	3	13.0	3	13.0	10	43.5	5	21.7	15	65.2	18	78.3	
110444	Woodfin Elementary	0K-05	MA	04	ALL	SWD	5	-	-	-	<5	-	<5	-	-	-	<5	1	20.0	1	20.0	
110444	Woodfin Elementary	0K-05	MA	04	ALL	WHTE	15	4	26.7	1	6.7	1	6.7	6	40.0	3	20.0	9	60.0	10	66.7	
110444	Woodfin Elementary	0K-05	MA	04	RG	AIG	5	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	460.4
110444	Woodfin Elementary	0K-05	MA	04	RG	AIG_MATH	5	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	460.4
110444	Woodfin Elementary	0K-05	MA	04	RG	AIG_READ	5	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	460.4
110444	Woodfin Elementary	0K-05	MA	04	RG	ALL	25	4	16.0	3	12.0	3	12.0	10	40.0	5	20.0	15	60.0	18	72.0	452.2
110444	Woodfin Elementary	0K-05	MA	04	RG	EDS	19	4	21.1	3	15.8	3	15.8	7	36.8	2	10.5	9	47.4	12	63.2	449.9
110444	Woodfin Elementary	0K-05	MA	04	RG	FEM	9	-	-	-	-	-	<5	-	-	-	-	6	66.7	6	66.7	453.1
110444	Woodfin Elementary	0K-05	MA	04	RG	HISP	8	-	<5	-	-	-	-	-	-	-	-	4	50.0	6	75.0	451.5
110444	Woodfin Elementary	0K-05	MA	04	RG	MALE	16	3	18.8	1	6.3	3	18.8	6	37.5	3	18.8	9	56.3	12	75.0	451.6
110444	Woodfin Elementary	0K-05	MA	04	RG	MALE_WHTE	12	3	25.0	1	8.3	1	8.3	4	33.3	3	25.0	7	58.3	8	66.7	451.8
110444	Woodfin Elementary	0K-05	MA	04	RG	NOT_EDS	6	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	459.2
110444	Woodfin Elementary	0K-05	MA	04	RG	NOT_LEP	24	4	16.7	3	12.5	2	8.3	10	41.7	5	20.8	15	62.5	17	70.8	452.3
110444	Woodfin Elementary	0K-05	MA	04	RG	NOT_MIG	25	4	16.0	3	12.0	3	12.0	10	40.0	5	20.0	15	60.0	18	72.0	452.2
110444	Woodfin Elementary	0K-05	MA	04	RG	NOT_SWD	23	2	8.7	3	13.0	3	13.0	10	43.5	5	21.7	15	65.2	18	78.3	453.7
110444	Woodfin Elementary	0K-05	MA	04	RG	WHTE	14	3	21.4	1	7.1	1	7.1	6	42.9	3	21.4	9	64.3	10	71.4	452.6
110444	Woodfin Elementary	0K-05	MA	GS	ALL	AIG	8	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	MA	GS	ALL	AIG_MATH	8	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
110444	Woodfin Elementary	0K-05	MA	GS	ALL	AIG_READ	8	-	<5	-	<5	-	<5	-	-	-	-	-	>95	-	>95	
