LEA,SchoolCode,Charter,TotalStudents,LowIncomeStudents,PctLowIncome,SchoolServed,SchoolYear
670,670304,N,630,422,66.98,Y,2016-17
360,360320,N,744,229,30.78,N,2016-17
421,421304,N,653,577,88.36,Y,2016-17
360,360324,N,691,252,36.47,N,2016-17
100,100302,N,800,417,52.13,Y,2016-17
740,740310,N,487,487,100,Y,2016-17
250,250306,N,481,244,50.73,Y,2016-17
410,410544,N,1264,676,53.48,Y,2016-17
430,430312,N,492,356,72.36,Y,2016-17
260,260414,N,589,557,94.57,Y,2016-17
190,190304,N,233,84,36.05,N,2016-17
510,510308,N,629,439,69.79,Y,2016-17
510,510310,N,449,294,65.48,Y,2016-17
900,900304,N,608,538,88.49,Y,2016-17
640,640308,N,710,710,100,Y,2016-17
600,600369,N,688,182,26.45,N,2016-17
600,600319,N,728,418,57.42,Y,2016-17
80,80311,N,171,171,100,Y,2016-17
80,80312,N,479,479,100,Y,2016-17
80,80314,N,554,554,100,Y,2016-17
80,80700,N,120,120,100,Y,2016-17
360,360332,N,416,416,100,Y,2016-17
360,360336,N,714,484,67.79,N,2016-17
360,360436,N,555,555,100,Y,2016-17
360,360338,N,476,476,100,Y,2016-17
410,410328,N,526,377,71.67,Y,2016-17
79A,79A000,Y,271,71,26.2,N,2016-17
790,790302,N,436,179,41.06,N,2016-17
130,130308,N,659,298,45.22,N,2016-17
440,440314,N,501,289,57.68,Y,2016-17
740,740320,N,289,199,68.86,Y,2016-17
950,950308,N,176,110,62.5,Y,2016-17
73A,73A000,Y,398,135,33.92,Y,2016-17
440,440318,N,280,145,51.79,N,2016-17
320,320304,N,682,682,100,Y,2016-17
20,20304,N,484,184,38.02,Y,2016-17
230,230304,N,417,279,66.91,Y,2016-17
310,310308,N,949,586,61.75,Y,2016-17
130,130309,N,319,224,70.22,Y,2016-17
600,600322,N,816,106,12.99,N,2016-17
260,260367,N,795,648,81.51,Y,2016-17
600,600335,N,375,316,84.27,Y,2016-17
110,110318,N,212,116,54.72,Y,2016-17
110,110320,N,426,240,56.34,Y,2016-17
180,180316,N,669,343,51.27,Y,2016-17
90,90318,N,273,273,100,Y,2016-17
90,90315,N,326,275,84.36,Y,2016-17
90,90317,N,419,400,95.47,Y,2016-17
950,950312,N,350,82,23.43,N,2016-17
670,670308,N,473,293,61.95,Y,2016-17
60,60334,N,24,12,50,N,2016-17
500,500302,N,181,82,45.3,N,2016-17
50,50310,N,521,357,68.52,Y,2016-17
500,500316,N,171,118,69.01,Y,2016-17
410,410331,N,290,188,64.83,Y,2016-17
600,600442,N,1170,321,27.44,N,2016-17
160,160306,N,444,261,58.78,Y,2016-17
230,230308,N,519,279,53.76,Y,2016-17
100,100304,N,481,308,64.03,Y,2016-17
340,340314,N,477,466,97.69,Y,2016-17
190,190308,N,331,189,57.1,Y,2016-17
970,970308,N,154,100,64.94,Y,2016-17
430,430316,N,970,588,60.62,Y,2016-17
990,990304,N,351,231,65.81,Y,2016-17
800,800312,N,345,131,37.97,Y,2016-17
610,610302,N,223,115,51.57,Y,2016-17
60S,60S000,Y,980,95,9.69,N,2016-17
650,650304,N,448,306,68.3,Y,2016-17
530,530306,N,59,50,84.75,N,2016-17
920,920334,N,766,169,22.06,N,2016-17
490,490308,N,756,94,12.43,N,2016-17
760,760308,N,368,191,51.9,N,2016-17
260,260320,N,570,570,100,Y,2016-17
920,920336,N,423,322,76.12,Y,2016-17
88A,88A000,Y,321,147,45.79,Y,2016-17
880,880304,N,571,340,59.54,Y,2016-17
880,880308,N,722,302,41.83,N,2016-17
880,880312,N,502,307,61.16,N,2016-17
920,920340,N,595,258,43.36,N,2016-17
600,600329,N,764,520,68.06,Y,2016-17
97D,97D000,Y,210,189,90,Y,2016-17
160,160309,N,33,29,87.88,Y,2016-17
250,250308,N,459,305,66.45,Y,2016-17
290,290302,N,311,183,58.84,Y,2016-17
920,920342,N,1043,280,26.85,N,2016-17
410,410334,N,635,342,53.86,Y,2016-17
250,250312,N,679,372,54.79,Y,2016-17
160,160311,N,624,190,30.45,N,2016-17
10,10310,N,792,792,100,Y,2016-17
530,530308,N,567,454,80.07,Y,2016-17
320,320306,N,593,421,70.99,Y,2016-17
960,960312,N,509,509,100,Y,2016-17
960,960314,N,803,803,100,Y,2016-17
920,920344,N,584,169,28.94,N,2016-17
410,410337,N,409,101,24.69,N,2016-17
360,360340,N,546,477,87.36,Y,2016-17
410,410341,N,238,11,4.62,N,2016-17
450,450306,N,521,403,77.35,Y,2016-17
862,862308,N,387,271,70.03,Y,2016-17
600,600489,N,861,721,83.74,Y,2016-17
340,340320,N,623,419,67.26,Y,2016-17
100,100308,N,157,140,89.17,N,2016-17
100,100307,N,306,126,41.18,N,2016-17
570,570306,N,372,223,59.95,Y,2016-17
530,530302,N,704,543,77.13,Y,2016-17
370,370304,N,227,129,56.83,Y,2016-17
920,920352,N,573,407,71.03,Y,2016-17
430,430320,N,314,159,50.64,Y,2016-17
180,180320,N,918,521,56.75,N,2016-17
350,350304,N,638,440,68.97,Y,2016-17
350,350308,N,857,443,51.69,N,2016-17
350,350310,N,659,381,57.81,Y,2016-17
710,710312,N,508,445,87.6,Y,2016-17
710,710316,N,250,192,76.8,Y,2016-17
120,120310,N,99,43,43.43,N,2016-17
230,230312,N,1019,565,55.45,N,2016-17
230,230316,N,773,486,62.87,N,2016-17
995,995312,N,378,267,70.63,Y,2016-17
320,320308,N,365,365,100,Y,2016-17
821,821304,N,523,406,77.63,Y,2016-17
600,600361,N,2089,464,22.21,N,2016-17
390,390311,N,489,359,73.42,Y,2016-17
390,390309,N,414,286,69.08,Y,2016-17
970,970310,N,288,125,43.4,Y,2016-17
130,130318,N,1089,658,60.42,N,2016-17
320,320374,N,318,318,100,Y,2016-17
970,970312,N,407,214,52.58,Y,2016-17
320,320312,N,2019,860,42.6,N,2016-17
410,410458,N,79,25,31.65,N,2016-17
740,740324,N,552,434,78.62,Y,2016-17
260,260342,N,556,380,68.35,Y,2016-17
390,390312,N,447,343,76.73,Y,2016-17
13B,13B000,Y,1700,238,14,Y,2016-17
130,130317,N,139,92,66.19,N,2016-17
130,130349,N,62,25,40.32,N,2016-17
130,130350,N,227,100,44.05,N,2016-17
140,140305,N,239,78,32.64,N,2016-17
140,140309,N,377,114,30.24,N,2016-17
340,340326,N,807,327,40.52,N,2016-17
150,150304,N,422,108,25.59,N,2016-17
150,150350,N,131,31,23.66,N,2016-17
150,150310,N,432,129,29.86,N,2016-17
150,150312,N,308,98,31.82,N,2016-17
630,630312,N,250,136,54.4,Y,2016-17
680,680308,N,619,241,38.93,N,2016-17
110,110324,N,547,369,67.46,Y,2016-17
620,620312,N,368,339,92.12,Y,2016-17
110,110326,N,611,233,38.13,N,2016-17
995,995316,N,248,141,56.85,Y,2016-17
440,440320,N,567,318,56.08,N,2016-17
65A,65A000,Y,415,49,11.81,N,2016-17
710,710318,N,492,350,71.14,Y,2016-17
260,260325,N,1486,713,47.98,N,2016-17
710,710320,N,493,361,73.23,Y,2016-17
280,280302,N,304,186,61.18,Y,2016-17
280,280304,N,308,171,55.52,N,2016-17
92W,92W000,Y,1072,115,10.73,Y,2016-17
490,490310,N,0,0,0,N,2016-17
340,340332,N,0,0,0,N,2016-17
650,650355,N,56,56,100,N,2016-17
10,10311,N,0,0,0,N,2016-17
130,130321,N,800,418,52.25,Y,2016-17
600,600333,N,1052,261,24.81,N,2016-17
920,920356,N,1102,424,38.48,N,2016-17
650,650308,N,474,189,39.87,N,2016-17
670,670310,N,866,263,30.37,Y,2016-17
13A,13A000,Y,902,225,24.94,N,2016-17
920,920358,N,785,176,22.42,N,2016-17
360,360344,N,698,666,95.42,Y,2016-17
681,681304,N,542,181,33.39,Y,2016-17
681,681305,N,821,189,23.02,N,2016-17
920,920360,N,1004,503,50.1,N,2016-17
800,800361,N,1224,438,35.78,N,2016-17
32C,32C000,Y,263,246,93.54,Y,2016-17
34D,34D000,Y,428,397,92.76,Y,2016-17
340,340336,N,167,103,61.68,N,2016-17
630,630316,N,400,245,61.25,Y,2016-17
560,560304,N,369,220,59.62,Y,2016-17
910,910308,N,208,141,67.79,Y,2016-17
920,920362,N,485,306,63.09,Y,2016-17
960,960316,N,531,531,100,Y,2016-17
960,960318,N,528,445,84.28,Y,2016-17
340,340330,N,656,656,100,Y,2016-17
830,830304,N,623,365,58.59,Y,2016-17
920,920364,N,564,255,45.21,Y,2016-17
920,920368,N,2457,831,33.82,N,2016-17
92R,92R000,Y,469,105,22.39,Y,2016-17
230,230320,N,278,179,64.39,Y,2016-17
340,340334,N,677,284,41.95,N,2016-17
650,650309,N,604,464,76.82,Y,2016-17
180,180324,N,464,302,65.09,Y,2016-17
360,360348,N,351,234,66.67,Y,2016-17
180,180323,N,52,41,78.85,N,2016-17
550,550314,N,555,162,29.19,N,2016-17
600,600334,N,188,33,17.55,N,2016-17
240,240373,N,294,171,58.16,N,2016-17
410,410349,N,517,384,74.27,Y,2016-17
350,350312,N,568,214,37.68,Y,2016-17
920,920369,N,1086,98,9.02,N,2016-17
640,640316,N,214,214,100,Y,2016-17
100,100309,N,469,322,68.66,Y,2016-17
860,860302,N,384,275,71.61,Y,2016-17
680,680310,N,1120,355,31.7,N,2016-17
490,490312,N,572,409,71.5,Y,2016-17
920,920370,N,579,231,39.9,N,2016-17
390,390314,N,47,40,85.11,Y,2016-17
900,900366,N,785,152,19.36,N,2016-17
130,130310,N,1544,732,47.41,N,2016-17
290,290308,N,774,354,45.74,N,2016-17
290,290309,N,785,420,53.5,Y,2016-17
300,300306,N,19,15,78.95,Y,2016-17
270,270304,N,210,136,64.76,Y,2016-17
490,490316,N,369,162,43.9,N,2016-17
660,660306,N,240,177,73.75,Y,2016-17
680,680312,N,355,252,70.99,Y,2016-17
700,700306,N,443,272,61.4,Y,2016-17
790,790310,N,457,365,79.87,Y,2016-17
840,840310,N,609,609,100,Y,2016-17
440,440326,N,78,78,100,N,2016-17
241,241304,N,550,427,77.64,Y,2016-17
860,860306,N,601,436,72.55,N,2016-17
370,370308,N,380,204,53.68,N,2016-17
32K,32K000,Y,543,126,23.2,N,2016-17
93L,93L000,Y,113,89,78.76,Y,2016-17
970,970315,N,673,301,44.73,N,2016-17
240,240328,N,343,314,91.55,Y,2016-17
240,240332,N,274,274,100,Y,2016-17
240,240330,N,118,118,100,Y,2016-17
180,180325,N,371,152,40.97,N,2016-17
421,421306,N,669,405,60.54,N,2016-17
600,600336,N,319,33,10.34,N,2016-17
360,360352,N,467,416,89.08,Y,2016-17
681,681308,N,1446,321,22.2,N,2016-17
310,310324,N,487,377,77.41,Y,2016-17
960,960324,N,1213,432,35.61,N,2016-17
130,130325,N,805,292,36.27,N,2016-17
291,291308,N,429,303,70.63,Y,2016-17
980,980317,N,334,334,100,Y,2016-17
180,180326,N,485,222,45.77,Y,2016-17
650,650310,N,853,370,43.38,Y,2016-17
761,761320,N,397,369,92.95,Y,2016-17
680,680316,N,653,209,32.01,N,2016-17
60P,60P000,Y,269,173,64.31,Y,2016-17
600,600567,N,186,58,31.18,N,2016-17
61M,61M000,Y,399,69,17.29,N,2016-17
60V,60V000,Y,300,255,85,Y,2016-17
60K,60K000,Y,496,336,67.74,Y,2016-17
10A,10A000,Y,872,391,44.84,Y,2016-17
810,810324,N,795,282,35.47,N,2016-17
810,810326,N,612,283,46.24,N,2016-17
190,190316,N,378,130,34.39,N,2016-17
19A,19A000,Y,556,70,12.59,N,2016-17
190,190312,N,551,493,89.47,Y,2016-17
190,190501,N,8,1,12.5,N,2016-17
870,870312,N,0,0,0,N,2016-17
360,360364,N,393,241,61.32,Y,2016-17
360,360360,N,575,309,53.74,N,2016-17
120,120304,N,197,171,86.8,Y,2016-17
850,850304,N,702,335,47.72,N,2016-17
740,740332,N,909,338,37.18,Y,2016-17
550,550340,N,456,328,71.93,Y,2016-17
340,340344,N,118,52,44.07,N,2016-17
54A,54A000,Y,186,186,100,Y,2016-17
800,800316,N,604,604,100,Y,2016-17
800,800320,N,534,243,45.51,N,2016-17
310,310330,N,565,326,57.7,Y,2016-17
70,70325,N,399,320,80.2,N,2016-17
70,70326,N,507,448,88.36,Y,2016-17
210,210304,N,488,282,57.79,N,2016-17
290,290312,N,452,282,62.39,Y,2016-17
78A,78A000,Y,112,73,65.18,Y,2016-17
320,320317,N,306,160,52.29,N,2016-17
410,410514,N,379,279,73.61,Y,2016-17
180,180332,N,407,265,65.11,Y,2016-17
910,910311,N,476,349,73.32,Y,2016-17
90,90320,N,231,138,59.74,N,2016-17
111,111312,N,479,214,44.68,Y,2016-17
410,410343,N,609,133,21.84,N,2016-17
510,510324,N,1522,468,30.75,N,2016-17
510,510412,N,775,307,39.61,N,2016-17
450,450307,N,513,341,66.47,Y,2016-17
600,600338,N,643,197,30.64,N,2016-17
995,995320,N,118,64,54.24,Y,2016-17
820,820320,N,400,268,67,Y,2016-17
340,340348,N,755,164,21.72,N,2016-17
340,340350,N,992,485,48.89,N,2016-17
230,230322,N,209,125,59.81,N,2016-17
510,510328,N,822,239,29.08,N,2016-17
800,800324,N,293,156,53.24,Y,2016-17
510,510327,N,1555,411,26.43,N,2016-17
510,510329,N,1157,315,27.23,N,2016-17
260,260338,N,665,643,96.69,Y,2016-17
810,810328,N,316,208,65.82,Y,2016-17
821,821308,N,774,441,56.98,N,2016-17
01C,01C000,Y,639,215,33.65,Y,2016-17
490,490319,N,646,491,76.01,Y,2016-17
320,320318,N,495,308,62.22,Y,2016-17
180,180336,N,573,263,45.9,Y,2016-17
440,440328,N,466,331,71.03,Y,2016-17
670,670312,N,515,367,71.26,Y,2016-17
430,430328,N,738,515,69.78,Y,2016-17
430,430330,N,654,436,66.67,N,2016-17
600,600341,N,734,444,60.49,Y,2016-17
490,490318,N,538,143,26.58,N,2016-17
330,330312,N,331,226,68.28,Y,2016-17
80,80360,N,199,199,100,Y,2016-17
760,760316,N,358,230,64.25,Y,2016-17
410,410346,N,637,147,23.08,N,2016-17
490,490320,N,213,82,38.5,N,2016-17
260,260340,N,465,408,87.74,Y,2016-17
650,650316,N,487,485,99.59,Y,2016-17
41H,41H000,Y,394,258,65.48,Y,2016-17
650,650420,N,126,96,76.19,Y,2016-17
140,140308,N,358,246,68.72,Y,2016-17
600,600344,N,757,196,25.89,N,2016-17
130,130311,N,570,300,52.63,Y,2016-17
890,890304,N,162,100,61.73,N,2016-17
890,890306,N,114,92,80.7,N,2016-17
24N,24N000,Y,814,358,43.98,Y,2016-17
920,920376,N,905,363,40.11,N,2016-17
520,520308,N,162,95,58.64,Y,2016-17
60U,60U000,Y,,,, ,2016-17
60A,60A000,Y,94,94,100,Y,2016-17
110,110303,N,136,114,83.82,N,2016-17
600,600345,N,1773,140,7.9,N,2016-17
60I,60I000,Y,1368,0,0,N,2016-17
130,130314,N,1275,698,54.75,N,2016-17
130,130313,N,814,600,73.71,N,2016-17
920,920380,N,596,294,49.33,Y,2016-17
182,182304,N,113,72,63.72,N,2016-17
540,540308,N,921,572,62.11,Y,2016-17
660,660308,N,375,223,59.47,Y,2016-17
340,340351,N,297,297,100,Y,2016-17
490,490324,N,397,193,48.61,Y,2016-17
300,300308,N,484,375,77.48,Y,2016-17
510,510330,N,613,374,61.01,Y,2016-17
640,640324,N,683,392,57.39,Y,2016-17
860,860308,N,332,236,71.08,Y,2016-17
770,770312,N,111,102,91.89,N,2016-17
510,510333,N,1722,409,23.75,N,2016-17
510,510332,N,585,376,64.27,Y,2016-17
300,300310,N,360,209,58.06,Y,2016-17
600,600346,N,649,106,16.33,N,2016-17
41G,41G000,Y,954,171,17.92,N,2016-17
800,800328,N,555,320,57.66,N,2016-17
60M,60M000,Y,695,0,0,N,2016-17
360,360376,N,532,282,53.01,N,2016-17
600,600349,N,842,244,28.98,N,2016-17
600,600351,N,664,327,49.25,Y,2016-17
990,990308,N,284,182,64.08,Y,2016-17
950,950316,N,297,151,50.84,Y,2016-17
830,830312,N,295,188,63.73,Y,2016-17
130,130319,N,1111,88,7.92,N,2016-17
130,130307,N,1593,277,17.39,N,2016-17
630,630317,N,410,219,53.41,N,2016-17
360,360380,N,778,244,31.36,N,2016-17
60,60310,N,193,108,55.96,Y,2016-17
250,250314,N,211,59,27.96,N,2016-17
920,920384,N,611,499,81.67,N,2016-17
390,390316,N,440,313,71.14,Y,2016-17
250,250316,N,513,116,22.61,N,2016-17
320,320319,N,932,417,44.74,Y,2016-17
740,740330,N,635,376,59.21,Y,2016-17
230,230324,N,1237,588,47.53,N,2016-17
230,230328,N,900,523,58.11,N,2016-17
600,600353,N,802,117,14.59,N,2016-17
940,940306,N,198,139,70.2,Y,2016-17
940,940308,N,180,115,63.89,Y,2016-17
160,160314,N,876,243,27.74,N,2016-17
600,600418,N,635,176,27.72,N,2016-17
260,260354,N,258,142,55.04,N,2016-17
35A,35A000,Y,174,52,29.89,N,2016-17
60,60316,N,220,132,60,Y,2016-17
490,490355,N,264,99,37.5,N,2016-17
920,920386,N,53,7,13.21,N,2016-17
600,600352,N,694,240,34.58,N,2016-17
460,460340,N,52,35,67.31,Y,2016-17
681,681322,N,711,198,27.85,N,2016-17
500,500304,N,573,376,65.62,Y,2016-17
260,260347,N,243,133,54.73,N,2016-17
260,260348,N,644,560,86.96,Y,2016-17
260,260700,N,147,72,48.98,N,2016-17
260,260352,N,412,412,100,Y,2016-17
270,270306,N,995,289,29.05,N,2016-17
270,270308,N,362,165,45.58,N,2016-17
900,900311,N,1519,141,9.28,N,2016-17
900,900310,N,1155,70,6.06,N,2016-17
410,410376,N,319,176,55.17,Y,2016-17
210,210306,N,498,323,64.86,Y,2016-17
740,740333,N,1600,546,34.13,N,2016-17
640,640326,N,301,301,100,Y,2016-17
650,650409,N,187,187,100,Y,2016-17
910,910314,N,525,337,64.19,Y,2016-17
790,790314,N,935,406,43.42,N,2016-17
450,450308,N,561,468,83.42,Y,2016-17
920,920388,N,1130,409,36.19,N,2016-17
280,280306,N,30,26,86.67,N,2016-17
140,140312,N,505,418,82.77,Y,2016-17
600,600362,N,740,341,46.08,Y,2016-17
410,410430,N,716,273,38.13,N,2016-17
290,290314,N,30,17,56.67,Y,2016-17
290,290315,N,107,36,33.64,N,2016-17
600,600357,N,718,72,10.03,N,2016-17
880,880320,N,82,61,74.39,N,2016-17
300,300314,N,137,68,49.64,N,2016-17
300,300312,N,1466,658,44.88,N,2016-17
920,920390,N,1096,63,5.75,N,2016-17
920,920391,N,1295,106,8.19,N,2016-17
290,290316,N,512,242,47.27,Y,2016-17
780,780320,N,402,402,100,Y,2016-17
530,530312,N,622,509,81.83,Y,2016-17
290,290320,N,368,227,61.68,Y,2016-17
600,600365,N,658,462,70.21,Y,2016-17
610,610310,N,255,163,63.92,Y,2016-17
340,340430,N,537,537,100,Y,2016-17
96C,96C000,Y,281,281,100,Y,2016-17
920,920393,N,754,481,63.79,Y,2016-17
920,920394,N,1143,589,51.53,N,2016-17
960,960326,N,490,490,100,Y,2016-17
600,600367,N,731,108,14.77,N,2016-17
182,182700,N,245,84,34.29,N,2016-17
260,260356,N,234,130,55.56,Y,2016-17
670,670314,N,988,342,34.62,Y,2016-17
670,670320,N,823,281,34.14,N,2016-17
670,670318,N,653,271,41.5,N,2016-17
510,510334,N,596,230,38.59,N,2016-17
860,860312,N,397,251,63.22,Y,2016-17
800,800359,N,506,506,100,Y,2016-17
470,470310,N,673,373,55.42,Y,2016-17
761,761321,N,365,285,78.08,Y,2016-17
410,410398,N,304,201,66.12,Y,2016-17
410,410407,N,140,54,38.57,N,2016-17
260,260322,N,1092,876,80.22,Y,2016-17
260,260321,N,692,692,100,Y,2016-17
920,920396,N,701,315,44.94,N,2016-17
65C,65C000,Y,119,109,91.6,Y,2016-17
790,790318,N,375,280,74.67,Y,2016-17
160,160332,N,265,131,49.43,Y,2016-17
320,320336,N,0,0,0,N,2016-17
650,650353,N,574,107,18.64,N,2016-17
650,650366,N,567,133,23.46,N,2016-17
790,790322,N,225,225,100,Y,2016-17
120,120312,N,495,344,69.49,Y,2016-17
600,600374,N,648,544,83.95,Y,2016-17
90,90324,N,314,291,92.68,Y,2016-17
140,140316,N,506,333,65.81,Y,2016-17
430,430332,N,383,302,78.85,N,2016-17
310,310338,N,185,133,71.89,N,2016-17
920,920398,N,856,356,41.59,N,2016-17
920,920399,N,1255,510,40.64,N,2016-17
320,320323,N,1645,674,40.97,N,2016-17
320,320322,N,255,161,63.14,N,2016-17
740,740337,N,728,478,65.66,N,2016-17
540,540312,N,518,255,49.23,Y,2016-17
260,260398,N,550,364,66.18,Y,2016-17
260,260359,N,987,723,73.25,N,2016-17
310,310340,N,387,308,79.59,Y,2016-17
580,580312,N,366,210,57.38,Y,2016-17
320,320363,N,535,282,52.71,Y,2016-17
290,290322,N,694,345,49.71,Y,2016-17
910,910360,N,424,300,70.75,Y,2016-17
10,10320,N,327,143,43.73,N,2016-17
260,260397,N,838,363,43.32,Y,2016-17
910,910346,N,245,168,68.57,Y,2016-17
110,110322,N,266,116,43.61,N,2016-17
410,410395,N,196,9,4.59,N,2016-17
250,250321,N,201,39,19.4,N,2016-17
740,740500,N,74,74,100,Y,2016-17
340,340362,N,0,0,0,N,2016-17
320,320313,N,586,180,30.72,N,2016-17
840,840316,N,336,336,100,Y,2016-17
20,20306,N,601,354,58.9,N,2016-17
90,90328,N,127,127,100,Y,2016-17
990,990312,N,281,178,63.35,Y,2016-17
90,90330,N,639,438,68.54,N,2016-17
120,120314,N,823,420,51.03,N,2016-17
120,120315,N,679,395,58.17,N,2016-17
160,160313,N,584,247,42.29,N,2016-17
920,920402,N,1036,267,25.77,N,2016-17
