LEA,LEAname,SchoolCode,SchoolName,OfficialSchoolName,GradeLevelCurrent,SchoolType,SchoolProgramType,SchoolYear
210,Edenton-Chowan Schools,210316,White Oak Elementary,White Oak Elementary,PK:KG:01:02,Regular School,None,2018-19
220,Clay County Schools,220308,Hayesville Elementary,Hayesville Elementary,PK:KG:01:02:03:04,Regular School,None,2018-19
220,Clay County Schools,220310,Hayesville High,Hayesville High,09:10:11:12,Regular School,None,2018-19
220,Clay County Schools,220312,Hayesville Middle,Hayesville Middle,05:06:07:08,Regular School,None,2018-19
230,Cleveland County Schools,230304,Bethware Elementary,Bethware Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
230,Cleveland County Schools,230308,Boiling Springs Elementary,Boiling Springs Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
230,Cleveland County Schools,230312,Burns High,Burns High,09:10:11:12,Regular School,None,2018-19
230,Cleveland County Schools,230316,Burns Middle,Burns Middle,06:07:08,Regular School,None,2018-19
230,Cleveland County Schools,230320,Casar Elementary,Casar Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
230,Cleveland County Schools,230322,Cleveland ECHS,Cleveland Early College High School,09:10:11:12:13,Regular School,Early College,2018-19
230,Cleveland County Schools,230324,Crest High,Crest High,09:10:11:12,Regular School,None,2018-19
230,Cleveland County Schools,230328,Crest Middle,Crest Middle,06:07:08,Regular School,None,2018-19
230,Cleveland County Schools,230330,Turning Point Academy,Turning Point Academy,06:07:08:09:10:11:12,Alternative Education,None,2018-19
230,Cleveland County Schools,230334,East Elementary,East Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
230,Cleveland County Schools,230336,Shelby Intermediate,Shelby Intermediate,05:06,Regular School,None,2018-19
230,Cleveland County Schools,230340,Fallston Elementary,Fallston Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
230,Cleveland County Schools,230342,Graham Elementary,Graham Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
230,Cleveland County Schools,230344,Grover Elementary,Grover Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
230,Cleveland County Schools,230346,James Love Elementary,James Love Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
230,Cleveland County Schools,230348,Jefferson Elementary,Jefferson Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
230,Cleveland County Schools,230350,Kings Mountain High,Kings Mountain High,09:10:11:12,Regular School,None,2018-19
230,Cleveland County Schools,230351,Kings Mountain Intermediate,Kings Mountain Intermediate,05:06,Regular School,None,2018-19
230,Cleveland County Schools,230352,Kings Mountain Middle,Kings Mountain Middle,07:08,Regular School,None,2018-19
230,Cleveland County Schools,230355,Marion Elementary,Marion Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
230,Cleveland County Schools,230357,North Elementary,North Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
230,Cleveland County Schools,230359,North Shelby,North Shelby,P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Exceptional Children,None,2018-19
230,Cleveland County Schools,230361,Shelby High,Shelby High,09:10:11:12,Regular School,None,2018-19
230,Cleveland County Schools,230362,Shelby Middle,Shelby Middle,07:08,Regular School,None,2018-19
230,Cleveland County Schools,230364,Springmore Elementary,Springmore Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
230,Cleveland County Schools,230368,Township Three Elementary,Township Three Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
230,Cleveland County Schools,230370,Union Elementary,Union Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
230,Cleveland County Schools,230376,Washington Elementary,Washington Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
230,Cleveland County Schools,230380,West Elementary,West Elementary,P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
240,Columbus County Schools,240304,Acme Delco Middle,Acme Delco Middle,06:07:08,Regular School,None,2018-19
240,Columbus County Schools,240308,Acme Delco Elementary,Acme Delco Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
240,Columbus County Schools,240328,Cerro Gordo Elementary,Cerro Gordo Elementary,P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
240,Columbus County Schools,240332,Chadbourn Elementary,Chadbourn Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
240,Columbus County Schools,240334,East Columbus High,East Columbus High,09:10:11:12,Regular School,None,2018-19
240,Columbus County Schools,240344,Evergreen Elementary,Evergreen Elementary,P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
240,Columbus County Schools,240352,Guideway Elementary,Guideway Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
240,Columbus County Schools,240354,Hallsboro-Artesia Elementary,Hallsboro-Artesia Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
240,Columbus County Schools,240356,Hallsboro Middle,Hallsboro Middle,06:07:08,Regular School,None,2018-19
240,Columbus County Schools,240368,Nakina Middle,Nakina Middle,06:07:08,Regular School,None,2018-19
240,Columbus County Schools,240370,Old Dock Elementary,Old Dock Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
240,Columbus County Schools,240371,South Columbus High,South Columbus High,09:10:11:12,Regular School,None,2018-19
240,Columbus County Schools,240372,Tabor City Elementary,Tabor City Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
240,Columbus County Schools,240373,CCCA - Fair Bluff /Southeastern Campuses,Columbus Career and College Academy Southeastern Campus,09:10:11:12:13,Regular School,Early College,2018-19
240,Columbus County Schools,240376,Tabor City Middle,Tabor City Middle,06:07:08,Regular School,None,2018-19
240,Columbus County Schools,240380,West Columbus High,West Columbus High,09:10:11:12,Regular School,None,2018-19
240,Columbus County Schools,240388,Williams Township,Williams Township,P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
241,Whiteville City Schools,241304,Central Middle,Central Middle,06:07:08,Regular School,None,2018-19
241,Whiteville City Schools,241308,Edgewood Elementary,Edgewood Elementary,03:04:05,Regular School,None,2018-19
241,Whiteville City Schools,241312,North Whiteville Academy,North Whiteville Academy,06:07:08:09:10:11:12,Alternative Education,None,2018-19
241,Whiteville City Schools,241316,Whiteville High,Whiteville High,09:10:11:12,Regular School,None,2018-19
241,Whiteville City Schools,241320,Whiteville Primary,Whiteville Primary,P2:P3:PK:KG:01:02,Regular School,None,2018-19
250,Craven County Schools,250304,Albert H Bangert Elementary,Albert H Bangert Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250306,Ben D Quinn Elementary,Ben D Quinn Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250308,Bridgeton Elementary,Bridgeton Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250312,Brinson Memorial Elementary,Brinson Memorial Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250314,Craven Early College High,Craven Early College High,09:10:11:12:13,Regular School,Early College,2018-19
250,Craven County Schools,250316,Creekside Elementary,Creekside Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250320,Vanceboro-Farm Life Elementary,Vanceboro-Farm Life Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250321,Early College EAST High,Early College EAST High School,09:10:11:12:13,Regular School,Early College,2018-19
250,Craven County Schools,250324,Grover C Fields Middle,Grover C. Fields Middle,06:07:08,Regular School,None,2018-19
250,Craven County Schools,250328,Graham A Barden Elementary,Graham A. Barden Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250332,H J MacDonald Middle,H J MacDonald Middle,06:07:08,Regular School,None,2018-19
250,Craven County Schools,250336,Havelock Elementary,Havelock Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250340,Havelock High,Havelock High,09:10:11:12,Regular School,None,2018-19
250,Craven County Schools,250344,Havelock Middle,Havelock Middle,06:07:08,Regular School,None,2018-19
250,Craven County Schools,250348,J T Barber Elementary,J T Barber Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250350,James W Smith Elementary,James W Smith Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250356,New Bern High,New Bern High,09:10:11:12,Regular School,None,2018-19
250,Craven County Schools,250360,Oaks Road Academy,Oaks Road Academy,KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250362,Roger Bell New Tech Academy,Roger Bell New Tech Academy,KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250364,Trent Park Elementary,Trent Park Elementray,KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250368,Tucker Creek Middle,Tucker Creek Middle,06:07:08,Regular School,None,2018-19
250,Craven County Schools,250372,West Craven High,West Craven High,09:10:11:12,Regular School,None,2018-19
250,Craven County Schools,250376,West Craven Middle,West Craven Middle,06:07:08,Regular School,None,2018-19
250,Craven County Schools,250378,W Jesse Gurganus Elementary,W Jesse Gurganus Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
250,Craven County Schools,250380,Arthur W Edwards Elementary,Arthur W Edwards Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260302,Alma O Easom Elementary,Alma O Easom Elementary,KG:01,Regular School,None,2018-19
260,Cumberland County Schools,260306,Armstrong Elementary,Armstrong Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260308,Ashley Elementary,Ashley Elementary,03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260310,Loyd E Auman Elementary,Loyd E Auman Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260312,Beaver Dam Elementary,Beaver Dam Elementary,P0:P1:P2:P3:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260316,Lillian Black Elementary,Lillian Black Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260318,Jack Britt High,Jack Britt High School,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260320,Brentwood Elementary,Brentwood Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260321,Douglas Byrd Middle,Douglas Byrd Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260322,Douglas Byrd High,Douglas Byrd High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260325,Cape Fear High,Cape Fear High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260326,Elizabeth M Cashwell Elementary,Elizabeth M Cashwell Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260332,Eastover-Central Elementary,Eastover-Central Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260336,Anne Chesnutt Middle,Anne Chesnutt Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260338,Cliffdale Elementary,Cliffdale Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260340,College Lakes Elementary,College Lakes Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260342,C Wayne Collier Elementary,C Wayne Collier Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260344,J W Coon Elementary,J W Coon Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260347,Cumberland International Early College,Cumberland International Early College High School,09:10:11:12,Regular School,Early College,2018-19
260,Cumberland County Schools,260348,Cumberland Mills Elementary,Cumberland Mills Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260352,Cumberland Road Elementary,Cumberland Road Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260354,Cross Creek Early College,Cross Creek Early College,09:10:11:12,Regular School,Early College,2018-19
260,Cumberland County Schools,260356,District No 7 Elementary,District No 7 Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260357,Grays Creek High,Grays Creek High School,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260358,Luther Nick Jeralds Middle,Luther Nick Jeralds Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260359,E E Smith High,E E Smith High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260361,Ferguson-Easley Elementary,Ferguson-Easley Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260362,Grays Creek Middle,Grays Creek Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260363,Glendale Acres Elementary,Glendale Acres Elementary,PK:KG:01:02,Regular School,None,2018-19
260,Cumberland County Schools,260364,Alderman Road Elementary,Alderman Road Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260365,R Max Abbott Middle,R Max Abbott Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260366,Howard L Hall Elementary,Howard L Hall Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260367,Bill Hefner Elementary,Bill Hefner Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260368,Hope Mills Middle,Hope Mills Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260369,John R Griffin Middle,John R Griffin Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260370,Ed V Baldwin Elementary,Ed V Baldwin Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260371,Ireland Drive Middle,Ireland Drive Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260372,Lewis Chapel Middle,Lewis Chapel Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260373,Gallberry Farm Elementary,Gallberry Farm Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260374,Alger B. Wilkins High School ,Alger B. Wilkins High School ,09:10:11:12,Alternative Education,None,2018-19
260,Cumberland County Schools,260375,Grays Creek Elementary,Grays Creek Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260380,Long Hill Elementary,Long Hill Elementary,02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260382,Lucile Souders Elementary,Lucile Souders Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260383,Mac Williams Middle,Mac Williams Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260386,Margaret Willis Elementary,Margaret Willis Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260388,Massey Hill Classical High,Massey Hill Classical High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260396,Mary McArthur Elementary,Mary McArthur Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260397,E Melvin Honeycutt Elementary,E Melvin Honeycutt Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260398,E E Miller Elementary,E E Miller Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260400,Montclair Elementary,Montclair Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260401,Morganton Road Elementary,Morganton Road Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260402,Manchester Elementary,Manchester Elementary,P2:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260403,New Century International Elementary,New Century International Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260404,William H Owen Elementary,William H Owen Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260405,Walker-Spivey Elementary,Walker-Spivey Elementary,P0:P1:P2:P3:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260406,Pine Forest Middle,Pine Forest Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260407,Lake Rim Elementary,Lake Rim Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260408,Pine Forest High,Pine Forest High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260410,Ponderosa Elementary,Ponderosa Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260411,Reid Ross Classical High,Reid Ross Classical High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260412,Raleigh Road Elementary,Raleigh Road Elementary,KG:01,Regular School,None,2018-19
260,Cumberland County Schools,260413,Howard Learning Academy,Howard Learning Academy Middle School,05:06:07:08,Alternative Education,None,2018-19
260,Cumberland County Schools,260414,Benjamin J Martin Elementary,Benjamin J Martin Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260415,Rockfish Elementary,Rockfish Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260416,J W Seabrook Elementary,J W Seabrook Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260417,New Century International Middle,New Century International Middle School,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260418,Seventy-First Classical Middle,Seventy-First Classical Middle School,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260419,Reid Ross Classical Middle,Reid Ross Classical Middle School,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260424,Seventy-First High,Seventy-First High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260425,South View Middle,South View Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260426,Sherwood Park Elementary,Sherwood Park Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260427,South View High,South View High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260428,Spring Lake Middle,Spring Lake Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260430,Stedman Elementary,Stedman Elementary,01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260432,Stedman Primary,Stedman Primary,P0:P1:P2:P3:PK:KG:01,Regular School,None,2018-19
260,Cumberland County Schools,260434,Stoney Point Elementary,Stoney Point Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260440,Sunnyside Elementary,Sunnyside Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260444,Teresa C Berrien Elementary,Teresa C Berrien Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260446,Terry Sanford High,Terry Sanford High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260448,Vanstory Hills Elementary,Vanstory Hills Elementary,02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260449,Ramsey Street High,Ramsey Street Alternative High School,09:10:11:12,Alternative Education,None,2018-19
260,Cumberland County Schools,260450,Warrenwood Elementary,Warrenwood Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260452,Westarea Elementary,Westarea Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260454,Westover Middle,Westover Middle,06:07:08,Regular School,None,2018-19
260,Cumberland County Schools,260455,Westover High,Westover High,09:10:11:12,Regular School,None,2018-19
260,Cumberland County Schools,260459,William T Brown Elementary,William T Brown Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
260,Cumberland County Schools,260700,Cumberland Polytechnic,Cumberland Polytechnic High,09:10:11:12,Regular School,Cooperative Innovative High School,2018-19
269,Fort Bragg,269202,Albritton Middle,Albritton Middle School,06:07:08,Regular School,None,2018-19
269,Fort Bragg,269204,Bowley Elementary,Bowley Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
269,Fort Bragg,269207,Gordon Elementary,Gordon Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
269,Fort Bragg,269210,Devers Elementary,Devers Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
269,Fort Bragg,269216,Irwin Intermediate,Irwin Intermediate School,03:04:05,Regular School,None,2018-19
269,Fort Bragg,269235,Shughart Elementary,Shughart Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
269,Fort Bragg,269237,Shughart Middle,Shughart Middle School,06:07:08,Regular School,None,2018-19
269,Fort Bragg,269351,Hampton Primary,Hampton Primary School,PK:KG:01:02,Regular School,None,2018-19
269,Fort Bragg,269410,Poole Elementary,Poole Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
270,Currituck County Schools,270304,Central Elementary,Central Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
270,Currituck County Schools,270306,Currituck County High,Currituck County High,09:10:11:12,Regular School,None,2018-19
270,Currituck County Schools,270308,Currituck County Middle,Currituck County Middle,06:07:08,Regular School,None,2018-19
270,Currituck County Schools,270309,Jarvisburg Elementary,Jarvisburg Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
270,Currituck County Schools,270310,Shawboro Elementary School,Shawboro Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
270,Currituck County Schools,270311,The JP Knapp ECH (i)School,The JP Knapp ECH (i)School,09:10:11:12:13,Regular School,Early College,2018-19
270,Currituck County Schools,270312,Knotts Island Elementary,Knotts Island Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
270,Currituck County Schools,270316,Moyock Elementary,Moyock Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
270,Currituck County Schools,270318,Moyock Middle,Moyock Middle,06:07:08,Regular School,None,2018-19
270,Currituck County Schools,270320,W T Griggs Elementary,WT Griggs Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
280,Dare County Schools,280302,Cape Hatteras Elementary School,Cape Hatteras Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
280,Dare County Schools,280304,Cape Hatteras Secondary School,Cape Hatteras Secondary School,06:07:08:09:10:11:12,Regular School,None,2018-19
280,Dare County Schools,280306,Dare Learning Academy,Dare Learning Academy,09:10:11:12,Alternative Education,None,2018-19
280,Dare County Schools,280308,Kitty Hawk Elementary School,Kitty Hawk Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
280,Dare County Schools,280310,Nags Head Elementary School,Nags Head Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
280,Dare County Schools,280312,Manteo Elementary School,Manteo Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
280,Dare County Schools,280316,Manteo High School,Manteo High School,09:10:11:12,Regular School,None,2018-19
280,Dare County Schools,280320,Manteo Middle School,Manteo Middle School,06:07:08,Regular School,None,2018-19
280,Dare County Schools,280324,First Flight Elementary School,First Flight Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
280,Dare County Schools,280328,First Flight Middle School,First Flight Middle School,06:07:08,Regular School,None,2018-19
280,Dare County Schools,280330,First Flight High School,First Flight High School,09:10:11:12,Regular School,None,2018-19
290,Davidson County Schools,290302,Brier Creek Elementary,Brier Creek Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290306,Northwest Elementary,Northwest Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290307,Southmont Elementary,Southmont Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290308,Central Davidson High,Central Davidson High,09:10:11:12,Regular School,None,2018-19
290,Davidson County Schools,290309,Central Davidson Middle,Central Davidson Middle,06:07:08,Regular School,None,2018-19
290,Davidson County Schools,290310,Stoner-Thomas School,Stoner-Thomas School,KG:01:02:03:04:05:06:07:08:09:10:11:12,Alternative Education,None,2018-19
290,Davidson County Schools,290312,Churchland Elementary,Churchland Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290314,Davidson County High School,Davidson County High School,06:07:08:09:10:11:12,Alternative Education,None,2018-19
290,Davidson County Schools,290315,Davidson Early College,Davidson Early College,09:10:11:12:13,Regular School,Early College,2018-19
290,Davidson County Schools,290316,Davis-Townsend Elementary,Davis-Townsend Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290320,Denton Elementary,Denton Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290322,E Lawson Brown Middle,E Lawson Brown Middle,06:07:08,Regular School,None,2018-19
290,Davidson County Schools,290324,East Davidson High,East Davidson High,09:10:11:12,Regular School,None,2018-19
290,Davidson County Schools,290328,Fair Grove Elementary,Fair Grove Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290330,Friedberg Elementary,Friedberg Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290332,Hasty Elementary,Hasty Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290333,Friendship Elementary,Friendship Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290334,Ledford Middle,Ledford Middle,06:07:08,Regular School,None,2018-19
290,Davidson County Schools,290336,Ledford Senior High,Ledford Senior High,09:10:11:12,Regular School,None,2018-19
290,Davidson County Schools,290344,Midway Elementary,Midway Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290348,North Davidson High,North Davidson High,09:10:11:12,Regular School,None,2018-19
290,Davidson County Schools,290349,Oak Grove High,Oak Grove High School,09:10:11:12,Regular School,None,2018-19
290,Davidson County Schools,290350,North Davidson Middle,North Davidson Middle,06:07:08,Regular School,None,2018-19
290,Davidson County Schools,290351,Oak Grove Middle,Oak Grove Middle School,06:07:08,Regular School,None,2018-19
290,Davidson County Schools,290352,Pilot Elementary,Pilot Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290356,Reeds Elementary,Reeds Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
290,Davidson County Schools,290364,Silver Valley Elementary,Silver Valley Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
