LEA,LEAname,SchoolCode,SchoolName,OfficialSchoolName,GradeLevelCurrent,SchoolType,SchoolProgramType,SchoolYear
510,Johnston County Public Schools,510328,Cleveland Elementary,Cleveland Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510329,Cleveland Middle,Cleveland Middle,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510330,Cooper Academy,Cooper Academy,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510332,Corinth-Holders Elementary,Corinth-Holders Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510333,Corinth Holders High,Corinth Holders High School,09:10:11:12,Regular School,None,2018-19
510,Johnston County Public Schools,510334,Dixon Road Elementary,Dixon Road Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510336,East Clayton Elementary,East Clayton Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510340,Four Oaks Elementary,Four Oaks Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510342,Four Oaks Middle,Four Oaks Middle,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510343,Micro Elementary,Micro Elementary School,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510344,North Johnston Middle,North Johnston Middle,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510356,Glendale-Kenly Elementary,Glendale-Kenly Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510358,McGee's Crossroads Elem,McGee's Crossroads Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510359,McGee's Crossroads Middle,McGee's Crossroads Middle,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510360,Meadow School,Meadow School,P0:P1:P2:P3:PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510364,Archer Lodge Middle,Archer Lodge Middle,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510367,Johnston Co Early College Academy,Johnston County Early College Academy,09:10:11:12:13,Regular School,Early College,2018-19
510,Johnston County Public Schools,510368,North Johnston High,North Johnston High,09:10:11:12,Regular School,None,2018-19
510,Johnston County Public Schools,510372,Pine Level Elementary,Pine Level Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510373,Powhatan Elementary,Powhatan Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510374,Princeton Elementary,Princeton Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510376,Princeton High,Princeton Middle/High,06:07:08:09:10:11:12,Regular School,None,2018-19
510,Johnston County Public Schools,510377,River Dell Elementary,River Dell Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510378,Riverwood Elementary,Riverwood Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510379,Riverwood Middle,Riverwood Middle,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510382,The Innovation Academy at South Campus,The Innovation Academy at South Campus,06:07,Regular School,None,2018-19
510,Johnston County Public Schools,510388,Selma Elementary,Selma Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04,Regular School,None,2018-19
510,Johnston County Public Schools,510390,Selma Middle School,Selma Middle School,05:06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510396,West Smithfield Elementary,West Smithfield Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510397,Smithfield Middle,Smithfield Middle,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510399,Smithfield-Selma High,Smithfield-Selma High,09:10:11:12,Regular School,None,2018-19
510,Johnston County Public Schools,510402,South Johnston High,South Johnston High,09:10:11:12,Regular School,None,2018-19
510,Johnston County Public Schools,510404,South Smithfield Elementary,South Smithfield Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510406,West Johnston High,West Johnston High,09:10:11:12,Regular School,None,2018-19
510,Johnston County Public Schools,510408,Wilson's Mills Elementary,Wilson's Mills Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510410,Polenta Elementary,Polenta Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
510,Johnston County Public Schools,510411,Swift Creek Middle,Swift Creek Middle School,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510412,Clayton Middle,Clayton Middle,06:07:08,Regular School,None,2018-19
510,Johnston County Public Schools,510414,West View Elementary,West View Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
520,Jones County Schools,520304,Pollocksville Elementary,Pollocksville Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
520,Jones County Schools,520308,Comfort Elementary,Comfort Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
520,Jones County Schools,520320,Jones Senior High,Jones Senior High,09:10:11:12,Regular School,None,2018-19
520,Jones County Schools,520324,Jones Middle,Jones Middle,07:08,Regular School,None,2018-19
520,Jones County Schools,520328,Maysville Elementary,Maysville Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
520,Jones County Schools,520336,Trenton Elementary,Trenton Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
530,Lee County Schools,530302,BT Bullock Elementary ,Benjamin T. Bullock Elementary School ,KG:01:02:03:04:05,Regular School,None,2018-19
530,Lee County Schools,530306,Bragg Street Academy,Bragg Street Academy ,06:07:08:09:10:11:12,Alternative Education,None,2018-19
530,Lee County Schools,530308,Broadway Elementary,Broadway Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
530,Lee County Schools,530312,Deep River Elementary,Deep River Elementary School ,KG:01:02:03:04:05,Regular School,None,2018-19
530,Lee County Schools,530314,East Lee Middle,East Lee Middle School,06:07:08,Regular School,None,2018-19
530,Lee County Schools,530316,Floyd L Knight Children Center,"Floyd L. Knight, The Children's Center ",P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Exceptional Children,None,2018-19
530,Lee County Schools,530320,Greenwood Elementary,Greenwood Elementary School ,KG:01:02:03:04:05,Regular School,None,2018-19
530,Lee County Schools,530335,Lee Early College,Lee Early College ,09:10:11:12:13,Regular School,Early College,2018-19
530,Lee County Schools,530336,Lee County High,Lee County High School ,09:10:11:12,Regular School,None,2018-19
530,Lee County Schools,530340,J Glenn Edwards Elementary,J. Glenn Edwards Elementary School ,KG:01:02:03:04:05,Regular School,None,2018-19
530,Lee County Schools,530341,SanLee Middle School,SanLee Middle School ,06:07:08,Regular School,None,2018-19
530,Lee County Schools,530343,Southern Lee High School,Southern Lee High School ,09:10:11:12,Regular School,None,2018-19
530,Lee County Schools,530346,Tramway Elementary,Tramway Elementary School ,KG:01:02:03:04:05,Regular School,None,2018-19
530,Lee County Schools,530354,J R Ingram Jr Elementary,"JR Ingram, Jr. Elementary School ",KG:01:02:03:04:05,Regular School,None,2018-19
530,Lee County Schools,530356,West Lee Middle,West Lee Middle School ,06:07:08,Regular School,None,2018-19
530,Lee County Schools,530358,Warren Williams Elementary Alternative,Warren Williams Elementary Alternative School ,P3:PK:KG:01:02:03:04:05,Alternative Education,None,2018-19
540,Lenoir County Public Schools,540304,Banks Elementary,Banks Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
540,Lenoir County Public Schools,540308,Contentnea-Savannah School,Contentnea-Savannah School,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
540,Lenoir County Public Schools,540312,E B Frink Middle,E B Frink Middle,06:07:08,Regular School,None,2018-19
540,Lenoir County Public Schools,540315,Kinston High,Kinston High,09:10:11:12,Regular School,None,2018-19
540,Lenoir County Public Schools,540316,La Grange Elementary,La Grange Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
540,Lenoir County Public Schools,540317,Lenoir County Early College High,Lenoir County Early College High,09:10:11:12:13,Regular School,Early College,2018-19
540,Lenoir County Public Schools,540318,Lenoir County Learning Academy,Lenoir County Learning Academy,PK:KG:01:02:03:04:05:06:07:08:09:10:11:12,Alternative Education,None,2018-19
540,Lenoir County Public Schools,540320,Moss Hill Elementary,Moss Hill Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
540,Lenoir County Public Schools,540324,North Lenoir High,North Lenoir High,09:10:11:12,Regular School,None,2018-19
540,Lenoir County Public Schools,540325,Northeast Elementary,Northeast Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
540,Lenoir County Public Schools,540326,Northwest Elementary,Northwest Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
540,Lenoir County Public Schools,540328,Pink Hill Elementary,Pink Hill Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
540,Lenoir County Public Schools,540330,Rochelle Middle,Rochelle Middle,06:07:08,Regular School,None,2018-19
540,Lenoir County Public Schools,540336,South Lenoir High,South Lenoir High,09:10:11:12,Regular School,None,2018-19
540,Lenoir County Public Schools,540338,Southeast Elementary,Southeast Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
540,Lenoir County Public Schools,540340,Southwood Elementary,Southwood Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
540,Lenoir County Public Schools,540344,Woodington Middle,Woodington Middle,06:07:08,Regular School,None,2018-19
550,Lincoln County Schools,550308,Asbury Academy,Asbury Academy,06:07:08:09:10:11:12,Alternative Education,None,2018-19
550,Lincoln County Schools,550312,Battleground Elementary,Battleground Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550314,Catawba Springs Elementary,Catawba Springs Elementary ,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550316,GE Massey Elementary,GE Massey Elementary ,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550320,East Lincoln High,East Lincoln High ,09:10:11:12,Regular School,None,2018-19
550,Lincoln County Schools,550322,East Lincoln Middle,East Lincoln Middle ,06:07:08,Regular School,None,2018-19
550,Lincoln County Schools,550328,Iron Station Elementary,Iron Station Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550330,LCST,Lincoln County School of Technology,NG,Vocational Education,None,2018-19
550,Lincoln County Schools,550332,Lincolnton High,Lincolnton High,09:10:11:12,Regular School,None,2018-19
550,Lincoln County Schools,550334,Lincolnton Middle,Lincolnton Middle,06:07:08,Regular School,None,2018-19
550,Lincoln County Schools,550336,Love Memorial Elementary,Love Memorial Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550340,Childers Elementary,Norris S Childers Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550342,North Brook Elementary,North Brook Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550344,North Lincoln High,North Lincoln High,09:10:11:12,Regular School,None,2018-19
550,Lincoln County Schools,550348,Pumpkin Center Primary,Pumpkin Center Primary,PK:KG:01:02,Regular School,None,2018-19
550,Lincoln County Schools,550349,Pumpkin Center Intermediate,Pumpkin Center Intermediate,03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550350,North Lincoln Middle,North Lincoln Middle,06:07:08,Regular School,None,2018-19
550,Lincoln County Schools,550356,Rock Springs Elementary,Rock Springs Elementary,P2:PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550360,S Ray Lowder Elementary,S Ray Lowder Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550362,St James Elementary,St James Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550364,Union Elementary,Union Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
550,Lincoln County Schools,550368,West Lincoln High,West Lincoln High,09:10:11:12,Regular School,None,2018-19
550,Lincoln County Schools,550372,West Lincoln Middle,West Lincoln Middle,06:07:08,Regular School,None,2018-19
560,Macon County Schools,560304,Cartoogechaye Elementary,Cartoogechaye Elementary,P3:PK:KG:01:02:03:04,Regular School,None,2018-19
560,Macon County Schools,560316,East Franklin Elementary,East Franklin Elementary,KG:01:02:03:04,Regular School,None,2018-19
560,Macon County Schools,560320,Franklin High,Franklin High,09:10:11:12,Regular School,None,2018-19
560,Macon County Schools,560324,Highlands School,Highlands School,KG:01:02:03:04:05:06:07:08:09:10:11:12,Regular School,None,2018-19
560,Macon County Schools,560328,Iotla Valley Elementary,Iotla Valley Elementary,P3:PK:KG:01:02:03:04,Regular School,None,2018-19
560,Macon County Schools,560329,Macon Early College High School,Macon Early College High School,09:10:11:12:13,Regular School,Early College,2018-19
560,Macon County Schools,560330,Macon Middle School,Macon Middle School,07:08,Regular School,None,2018-19
560,Macon County Schools,560331,Mountain View Intermediate,Mountain View Intermediate School,05:06,Regular School,None,2018-19
560,Macon County Schools,560332,Nantahala School,Nantahala School,KG:01:02:03:04:05:06:07:08:09:10:11:12,Regular School,None,2018-19
560,Macon County Schools,560338,South Macon Elementary,South Macon Elementary,P3:PK:KG:01:02:03:04,Regular School,None,2018-19
560,Macon County Schools,560350,Union Academy,Union Academy,07:08:09:10:11:12,Alternative Education,None,2018-19
570,Madison County Schools,570306,Brush Creek Elementary,Brush Creek Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
570,Madison County Schools,570312,Hot Springs Elementary,Hot Springs Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
570,Madison County Schools,570317,Madison Early College High,Madison Early College High School,09:10:11:12:13,Regular School,Early College,2018-19
570,Madison County Schools,570318,Madison High School,Madison High School,09:10:11:12,Regular School,None,2018-19
570,Madison County Schools,570319,Madison Middle School,Madison Middle School,06:07:08,Regular School,None,2018-19
570,Madison County Schools,570320,Mars Hill Elementary,Mars Hill Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
580,Martin County Schools,580308,Williamston Primary,Williamston Primary,PK:KG:01:02,Regular School,None,2018-19
580,Martin County Schools,580312,E J Hayes Elementary,E J Hayes Elementary,03:04:05,Regular School,None,2018-19
580,Martin County Schools,580316,South Creek Elementary,South Creek Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
580,Martin County Schools,580324,Jamesville Elementary,Jamesville Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
580,Martin County Schools,580344,South Creek Middle/High,South Creek Middle/High,06:07:08:09:10:11:12,Regular School,None,2018-19
580,Martin County Schools,580356,Rodgers Elementary,Rodgers Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
580,Martin County Schools,580368,Riverside High,Riverside High,09:10:11:12,Regular School,None,2018-19
580,Martin County Schools,580372,Riverside Middle,Riverside Middle,06:07:08,Regular School,None,2018-19
590,McDowell County Schools,590306,Eastfield Global Magnet School,Eastfield Global Magnet School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,Magnet,2018-19
590,McDowell County Schools,590310,East McDowell Middle School,East McDowell Middle School,06:07:08,Regular School,None,2018-19
590,McDowell County Schools,590316,Glenwood Elementary School,Glenwood Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
590,McDowell County Schools,590320,Marion Elementary School,Marion Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
590,McDowell County Schools,590326,McDowell Academy for Innovation,McDowell Academy for Innovation,09:10:11:12:13,Regular School,Cooperative Innovative High School,2018-19
590,McDowell County Schools,590328,McDowell Early College,McDowell Early College,09:10:11:12:13,Regular School,Early College,2018-19
590,McDowell County Schools,590330,McDowell High School,McDowell High School,09:10:11:12,Regular School,None,2018-19
590,McDowell County Schools,590332,Nebo Elementary School,Nebo Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
590,McDowell County Schools,590336,North Cove Elementary School,North Cove Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
590,McDowell County Schools,590340,Old Fort Elementary School,Old Fort Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
590,McDowell County Schools,590344,Pleasant Gardens Elementary School,Pleasant Gardens Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
590,McDowell County Schools,590352,West Marion Elementary School,West Marion Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
590,McDowell County Schools,590356,West McDowell Middle School,West McDowell Middle School,06:07:08,Regular School,None,2018-19
590,McDowell County Schools,590393,Foothills Community School,Foothills Community School,06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600300,Albemarle Road Elementary,Albemarle Road Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600301,Albemarle Road Middle,Albemarle Road Middle,06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600302,Ardrey Kell High,Ardrey Kell High School,09:10:11:12,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600303,Charlotte East Language Academy,Charlotte East Language Academy,KG:01:02:03:04:06,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600305,J M Alexander Middle,John M Alexander Middle,06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600308,Allenbrook Elementary,Allenbrook Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600311,Ashley Park PreK-8 School,Ashley Park PreK-8 School,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600312,William Amos Hough High,William Amos Hough High School,09:10:11:12,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600313,Bailey Middle,Bailey Middle School,06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600314,Bain Elementary,Bain Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600316,Barringer Academic Center,Barringer Academic Center,KG:01:02:03:04:05,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600317,Whitewater Middle,Whitewater Middle,06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600318,Whitewater Academy,Whitewater Academy,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600319,Berryhill School,Berryhill School,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600322,Beverly Woods Elementary,Beverly Woods Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600328,Barnette Elementary,Barnette Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600329,Briarwood Elementary,Briarwood Academy,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600333,Carmel Middle,Carmel Middle,06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600334,Cato Middle College High,Cato Middle College High,11:12:13,Regular School,Cooperative Innovative High School,2018-19
600,Charlotte-Mecklenburg Schools,600335,Billingsville Elementary,Billingsville Elementary,KG:01:02,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600336,Chantilly Montessori,Chantilly Montessori,PK:KG:01:02:03:04:05:06,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600338,Clear Creek Elementary,Clear Creek Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600341,Cochrane Collegiate Academy,Cochrane Collegiate Academy,06:07:08:09:10:11:12,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600344,Collinswood Language Academy,Collinswood Language Academy,KG:01:02:03:04:05:06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600345,Community House Middle,Community House Middle,06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600346,Cornelius Elementary,Cornelius Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600349,Cotswold IB Elementary,Cotswold IB Elementary,03:04:05,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600351,Coulwood STEM Academy,Coulwood STEM Academy,06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600352,Crown Point Elementary,Crown Point Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600353,Crestdale Middle,Crestdale Middle,06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600357,Davidson Elementary,Davidson Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600361,Butler High,David W Butler High,09:10:11:12,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600362,David Cox Road Elementary,David Cox Road Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600364,Military and Global Leadership Academy,The Military and Global Leadership Academy,09:10:11:12,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600365,Devonshire Elementary,Devonshire Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600366,Marie G Davis,Marie G Davis,KG:01:02:03:04:05:06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600367,Dilworth Elementary School: Latta Campus,Dilworth Elementary School: Latta Campus,03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600368,First Ward Creative Arts Acad,First Ward Creative Arts Acad,KG:01:02:03:04:05,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600369,Berewick Elementary,Berewick Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600374,Druid Hills Academy,Druid Hills Academy,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600377,East Mecklenburg High,East Mecklenburg High,09:10:11:12,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600379,Eastover Elementary,Eastover Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600381,Eastway Middle,Eastway Middle,06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600382,Elizabeth Lane Elem,Elizabeth Lane Elem,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600383,Elon Park Elementary,Elon Park Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600384,Elizabeth Traditional Elem,Elizabeth Traditional Elem,KG:01:02:03:04:05,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600385,Endhaven Elementary,Endhaven Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600386,Hawthorne Academy of Health Sciences,Hawthorne Academy of Health Sciences,09:10:11:12,Regular School,Cooperative Innovative High School,2018-19
600,Charlotte-Mecklenburg Schools,600392,Polo Ridge Elementary,Polo Ridge Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600394,Francis Bradley Middle,Francis Bradley Middle,06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600397,Garinger High,Garinger High School,09:10:11:12,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600398,Greenway Park Elementary,Greenway Park Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600399,Alexander Graham Middle,Alexander Graham Middle,06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600404,Harper Middle College High,Harper Middle College High,11:12:13,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600405,Harding University High,Harding University High,09:10:11:12,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600406,Hawk Ridge Elementary,Hawk Ridge Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600408,Lawrence Orr Elementary,Lawrence Orr Elementary School,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600409,Parkside Elementary,Parkside Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600410,Hickory Grove Elementary,Hickory Grove Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600411,Highland Creek Elementary,Highland Creek Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600412,Hidden Valley Elementary,Hidden Valley Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600413,Highland Mill Montessori,Highland Mill Montessori Elementary,PK:KG:01:02:03:04:05:06,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600414,Highland Renaissance Academy,Highland Renaissance Academy,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600415,Hopewell High,Hopewell High,09:10:11:12,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600416,Hornets Nest Elementary,Hornets Nest Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600418,Croft Community Elementary,Croft Community School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600420,Huntersville Elementary,Huntersville Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600422,Huntingtowne Farms Elementary,Huntingtowne Farms Elementary,PK:KG:01:02:03:04:05,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600424,Idlewild Elementary,Idlewild Elementary,PK:KG:01:02:03:04:05,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600426,Independence High,Independence High,09:10:11:12,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600428,James Martin Middle,James Martin Middle,06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600429,Governors Village STEM Academy (Upper),Governors Village STEM Academy,05:06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600431,Jay M Robinson Middle,Jay M Robinson Middle,06:07:08,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600432,Joseph W Grier Academy,Joseph W Grier Academy,PK:KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600433,J.V. Washam Elementary,J.V. Washam Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
600,Charlotte-Mecklenburg Schools,600434,Kennedy Middle,Robert F. Kennedy Middle,06:07:08,Regular School,Magnet,2018-19
600,Charlotte-Mecklenburg Schools,600435,Trillium Springs Montessori,Trillium Springs Montessori,PK:KG:01:02:03:04:05:06,Regular School,Magnet,2018-19
