"LEA Code"	"LEA Name"	"School Code"	"School Name"	"Charter School"	Current Grades	"Total Enrollment"	"# Identified Students"	Multiplier	"# Low Income Students"	"Percent Low Income Students"	"School Served"	"Eligibility Model"	"Eligibility Justification"	"Program Justification"	"# Students Served TAS"	"Grades Served TAS"	"Served 1st Year"	"School Year"
970	Wilkes County Schools	970320	East Wilkes High	N	09,10,11,12	509	N/A	N/A	174	34.18	N	Not Title I	 	 		 	 	2016-2017
970	Wilkes County Schools	970322	East Wilkes Middle	N	06,07,08	396	N/A	N/A	177	44.7	N	SW	 	 		 	 	2016-2017
995	Yancey County Schools	995324	East Yancey Middle	N	06,07,08	275	N/A	N/A	173	62.91	Y	SW-SW	 	 		 	2006-2007	2016-2017
010	Alamance-Burlington Schools	010324	Eastern Alamance High	N	09,10,11,12	1200	N/A	N/A	427	35.58	N	TAS	 	 		 	 	2016-2017
070	Beaufort County Schools	070302	Eastern Elementary	N	PK,0K,01	587	385	1.6	587	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
740	Pitt County Schools	740336	Eastern Elementary	N	0K,01,02,03,04,05	717	N/A	N/A	479	66.81	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410358	Eastern Guilford High	N	09,10,11,12	1143	N/A	N/A	444	38.85	N	TAS	 	 		 	 	2016-2017
410	Guilford County Schools	410460	Eastern Guilford Middle	N	06,07,08	901	N/A	N/A	374	41.51	Y	SW-SW	 	 		 	2011-2012	2016-2017
760	Randolph County School System	760318	Eastern Randolph High	N	09,10,11,12	811	N/A	N/A	500	61.65	N	SW	 	 		 	 	2016-2017
960	Wayne County Public Schools	960329	Eastern Wayne Elementary	N	PK,0K,01,02,03,04,05	665	428	1.6	665	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
960	Wayne County Public Schools	960330	Eastern Wayne High	N	09,10,11,12	995	482	1.6	771	77.49	N	SW	 	 		 	 	2016-2017
960	Wayne County Public Schools	960331	Eastern Wayne Middle	N	06,07,08	597	N/A	N/A	411	68.84	Y	SW-SW	 	 		 	2015-2016	2016-2017
590	McDowell County Schools	590306	Eastfield Global Magnet	N	PK,0K,01,02,03,04,05	397	228	1.6	365	91.94	Y	SW-SW	 	 		 	2005-2006	2016-2017
010	Alamance-Burlington Schools	010326	Eastlawn Elementary	N	PK,0K,01,02,03,04,05	545	397	1.6	545	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
340	Winston Salem/Forsyth County Schools	340368	Easton Elementary School	N	PK,0K,01,02,03,04,05	586	453	1.6	586	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
600	Charlotte-Mecklenburg Schools	600379	Eastover Elementary	N	0K,01,02,03,04,05	413	N/A	N/A	85	20.58	N	Not Title I	 	 		 	 	2016-2017
260	Cumberland County Schools	260332	Eastover-Central Elementary	N	PK,0K,01,02,03,04,05	418	N/A	N/A	135	32.3	N	Not Title I	 	 		 	 	2016-2017
320	Durham Public Schools	320310	Eastway Elementary	N	PK,0K,01,02,03,04,05	626	626	1.6	626	100	Y	SW-SW	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600381	Eastway Middle	N	06,07,08	917	N/A	N/A	566	61.72	Y	SW-SW	 	 		 	2002-2003	2016-2017
910	Vance County Schools	910316	Eaton-Johnson Middle	N	06,07,08	471	N/A	N/A	341	72.4	Y	SW-SW	 	 		 	2009-2010	2016-2017
110	Buncombe County Schools	110451	Eblen Intermediate	N	05,06	707	N/A	N/A	548	77.51	Y	SW-SW	 	 		 	2013-2014	2016-2017
260	Cumberland County Schools	260370	Ed V Baldwin Elementary	N	PK,0K,01,02,03,04,05	655	N/A	N/A	410	62.6	Y	SW-SW	 	 		 	2005-2006	2016-2017
330	Edgecombe County Public Schools	330326	Edgecombe Early College High	N	09,10,11,12,13	129	N/A	N/A	26	20.16	N	Not Title I	 	 		 	 	2016-2017
960	Wayne County Public Schools	960332	Edgewood Cmty Developmental	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	144	N/A	N/A	95	65.97	N	SW	 	 		 	 	2016-2017
241	Whiteville City Schools	241308	Edgewood Elementary	N	03,04,05	487	250	1.6	400	82.14	Y	SW-SW	 	 		 	2004-2005	2016-2017
580	Martin County Schools	580320	Edna Andrews Elementary	N	PK,0K,01,02,03,04,05	146	N/A	N/A	86	58.9	Y	SW-SW	 	 		 	2006-2007	2016-2017
450	Henderson County Schools	450322	Edneyville Elementary	N	0K,01,02,03,04,05	462	N/A	N/A	353	76.41	Y	SW-SW	 	 		 	2006-2007	2016-2017
350	Franklin County Schools	350316	Edward Best Elementary	N	PK,0K,01,02,03,04,05	504	245	1.6	392	77.78	Y	SW-SW	 	 		 	2006-2007	2016-2017
360	Gaston County Schools	360392	Edward D Sadler Jr Elementary School	N	PK,0K,01,02,03,04,05	542	408	1.6	542	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
410	Guilford County Schools	410307	Edwin A Alderman Elementary	N	PK,0K,01,02,03,04,05	440	N/A	N/A	219	49.77	Y	SW-SW	 	 		 	2005-2006	2016-2017
650	New Hanover County Schools	650324	Edwin A Alderman Elementary	N	0K,01,02,03,04,05	260	176	1.6	260	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
650	New Hanover County Schools	650323	Edwin A Anderson Elementary	N	0K,01,02,03,04,05	655	177	1.6	283	43.21	Y	SW-SW	 	 		 	2012-2013	2016-2017
010	Alamance-Burlington Schools	010328	Edwin M Holt Elementary	N	0K,01,02,03,04,05	590	N/A	N/A	197	33.39	N	Not Title I	 	 		 	 	2016-2017
680	Orange County Schools	680324	Efland Cheeks Elementary	N	PK,0K,01,02,03,04,05	465	N/A	N/A	315	67.74	Y	SW-SW	 	 		 	2009-2010	2016-2017
600	Charlotte-Mecklenburg Schools	600499	eLearning Academy	N	09,10,11,12	127	N/A	N/A	23	18.11	N	Not Title I	 	 		 	 	2016-2017
630	Moore County Schools	630320	Elise Middle	N	06,07,08	193	N/A	N/A	172	89.12	Y	SW-SW	 	 		 	2005-2006	2016-2017
700	Elizabeth City-Pasquotank Public Schools	700308	Elizabeth City Middle	N	06,07,08	593	275	1.6	440	74.2	Y	SW-SW	 	 		 	2015-2016	2016-2017
600	Charlotte-Mecklenburg Schools	600382	Elizabeth Lane Elem	N	0K,01,02,03,04,05	1022	N/A	N/A	44	4.31	N	Not Title I	 	 		 	 	2016-2017
260	Cumberland County Schools	260326	Elizabeth M Cashwell Elementary	N	PK,0K,01,02,03,04,05	758	496	1.6	758	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
600	Charlotte-Mecklenburg Schools	600384	Elizabeth Traditional Elem	N	0K,01,02,03,04,05	531	N/A	N/A	184	34.65	N	Not Title I	 	 		 	 	2016-2017
090	Bladen County Schools	090332	Elizabethtown Middle	N	05,06,07,08	434	248	1.6	397	91.47	Y	SW-SW	 	 		 	2002-2003	2016-2017
090	Bladen County Schools	090333	Elizabethtown Primary	N	PK,0K,01,02,03,04	605	374	1.6	598	98.84	Y	SW-SW	 	 		 	2004-2005	2016-2017
861	Elkin City Schools	861304	Elkin Elementary	N	PK,0K,01,02,03,04,05,06	642	N/A	N/A	297	46.26	Y	SW-SW	 	 		 	2006-2007	2016-2017
861	Elkin City Schools	861308	Elkin High	N	09,10,11,12	398	N/A	N/A	150	37.69	N	TAS	 	 		 	 	2016-2017
861	Elkin City Schools	861312	Elkin Middle	N	07,08	178	N/A	N/A	80	44.94	N	SW	 	 		 	 	2016-2017
810	Rutherford County Schools	810344	Ellenboro Elementary School	N	PK,0K,01,02,03,04,05	594	N/A	N/A	333	56.06	Y	SW-SW	 	 		 	2006-2007	2016-2017
020	Alexander County Schools	020308	Ellendale Elementary	N	PK,0K,01,02,03,04,05	311	N/A	N/A	173	55.63	Y	SW-SW	 	 		 	2006-2007	2016-2017
770	Richmond County Schools	770316	Ellerbe Middle	N	06,07,08	230	131	1.6	210	91.3	Y	SW-SW	 	 		 	2010-2011	2016-2017
980	Wilson County Schools	980320	Elm City Elementary	N	0K,01,02,03,04,05	357	188	1.6	301	84.31	Y	SW-SW	 	 		 	2006-2007	2016-2017
980	Wilson County Schools	980324	Elm City Middle	N	06,07,08	421	N/A	N/A	221	52.49	N	SW	 	 		 	 	2016-2017
740	Pitt County Schools	740338	Elmhurst Elementary	N	0K,01,02,03,04,05	392	N/A	N/A	303	77.3	Y	SW-SW	 	 		 	2006-2007	2016-2017
010	Alamance-Burlington Schools	010340	Elon Elementary	N	PK,0K,01,02,03,04,05	703	N/A	N/A	329	46.8	N	SW	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600383	Elon Park Elementary	N	0K,01,02,03,04,05	1127	N/A	N/A	28	2.48	N	Not Title I	 	 		 	 	2016-2017
650	New Hanover County Schools	650325	Emma B Trask Middle	N	06,07,08	725	224	1.6	358	49.38	Y	SW-SW	 	 		 	2006-2007	2016-2017
110	Buncombe County Schools	110348	Emma Elementary	N	0K,01,02,03,04	378	202	1.6	323	85.45	Y	SW-SW	 	 		 	2006-2007	2016-2017
650	New Hanover County Schools	650326	Emsley A Laney High	N	09,10,11,12	2158	686	1.6	1098	50.88	N	SW	 	 		 	 	2016-2017
92S	Endeavor Charter	92S000	Endeavor Charter	Y	0K,01,02,03,04,05,06,07,08	513	N/A	N/A	14	2.73	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600385	Endhaven Elementary	N	PK,0K,01,02,03,04,05	764	N/A	N/A	150	19.63	N	Not Title I	 	 		 	 	2016-2017
840	Stanly County Schools	840312	Endy Elementary	N	PK,0K,01,02,03,04,05	311	N/A	N/A	132	42.44	Y	SW-SW	 	 		 	2012-2013	2016-2017
420	Halifax County Schools	420324	Enfield Middle	N	06,07,08	216	N/A	N/A	216	100	Y	SW-SW	 	 		 	 	2016-2017
640	Nash-Rocky Mount Schools	640328	Englewood Elementary	N	03,04,05	482	482	1.6	482	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
110	Buncombe County Schools	110352	Enka High	N	09,10,11,12	1123	N/A	N/A	597	53.16	N	SW	 	 		 	 	2016-2017
110	Buncombe County Schools	110425	Enka Intermediate	N	05,06	653	N/A	N/A	422	64.62	N	SW	 	 		 	 	2016-2017
110	Buncombe County Schools	110401	Enka Middle	N	07,08	898	N/A	N/A	582	64.81	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920412	Enloe High	N	09,10,11,12	2479	N/A	N/A	819	33.04	N	Not Title I	 	 		 	 	2016-2017
68A	Eno River Academy	68A000	Eno River Academy	Y	0K,01,02,03,04,05,06,07,08,09,10	303	N/A	N/A	17	5.61	N	Not Title I	 	 		 	 	2016-2017
320	Durham Public Schools	320315	Eno Valley Elementary	N	PK,0K,01,02,03,04,05	606	N/A	N/A	501	82.67	Y	SW-SW	 	 		 	2005-2006	2016-2017
800	Rowan-Salisbury Schools	800348	Enochville Elementary	N	0K,01,02,03,04,05	396	N/A	N/A	211	53.28	Y	SW-SW	 	 		 	2006-2007	2016-2017
92Y	Envision Science Academy	92Y000	Envision Science Academy	Y	0K,01,02,03,04,05,06,07,08	601	N/A	N/A	20	3.33	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410491	EP Pearce Elementary	N	PK,0K,01,02,03,04,05	709	N/A	N/A	92	12.98	N	Not Title I	 	 		 	 	2016-2017
681	Chapel Hill-Carrboro City Schools	681311	Ephesus Elementary	N	PK,0K,01,02,03,04,05	466	N/A	N/A	133	28.54	N	Not Title I	 	 		 	2016-2017	2016-2017
430	Harnett County Schools	430336	Erwin Elementary	N	03,04,05	282	N/A	N/A	193	68.44	Y	SW-SW	 	 		 	2003-2004	2016-2017
110	Buncombe County Schools	110340	Erwin High	N	09,10,11,12	1231	N/A	N/A	823	66.86	N	SW	 	 		 	 	2016-2017
110	Buncombe County Schools	110342	Erwin Middle	N	07,08	774	N/A	N/A	571	73.77	N	SW	 	 		 	 	2016-2017
800	Rowan-Salisbury Schools	800314	Erwin Middle	N	06,07,08	917	N/A	N/A	415	45.26	N	SW	 	 		 	 	2016-2017
410	Guilford County Schools	410361	Erwin Montessori	N	PK,0K,01,02,03,04,05	335	N/A	N/A	138	41.19	Y	SW-SW	 	 		 	2016-2017	2016-2017
110	Buncombe County Schools	110422	Estes Elementary	N	0K,01,02,03,04,05	775	N/A	N/A	425	54.84	Y	SW-SW	 	 		 	2009-2010	2016-2017
681	Chapel Hill-Carrboro City Schools	681312	Estes Hills Elementary	N	PK,0K,01,02,03,04,05	495	N/A	N/A	147	29.7	Y	TAS-TAS	125% Rule	 	36	01,02,03,04,05	2006-2007	2016-2017
450	Henderson County Schools	450324	Etowah Elementary	N	0K,01,02,03,04,05	400	N/A	N/A	229	57.25	Y	SW-SW	 	 		 	2006-2007	2016-2017
650	New Hanover County Schools	650327	Eugene Ashley High	N	09,10,11,12	1858	552	1.6	883	47.52	N	SW	 	 		 	 	2016-2017
420	Halifax County Schools	420328	Everetts Elementary	N	PK,0K,01,02,03,04,05	283	N/A	N/A	283	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
11A	Evergreen Community Charter	11A000	Evergreen Community Charter	Y	0K,01,02,03,04,05,06,07,08	442	N/A	N/A	155	35.07	Y	TAS-SW	 	Waiver Provided		 	2006-2007	2016-2017
240	Columbus County Schools	240344	Evergreen Elementary	N	PK,0K,01,02,03,04,05,06,07,08	261	N/A	N/A	259	99.23	Y	SW-SW	 	 		 	2006-2007	2016-2017
32R	Excelsior Classical Academy	32R000	Excelsior Classical Academy	Y	0K,01,02,03,04,05	360	N/A	N/A	76	21.11	N	Not Title I	 	 		 	 	2016-2017
290	Davidson County Schools	290328	Fair Grove Elementary	N	PK,0K,01,02,03,04,05	519	N/A	N/A	290	55.88	Y	SW-SW	 	 		 	2009-2010	2016-2017
780	Public Schools of Robeson County	780324	Fairgrove Middle	N	04,05,06,07,08	274	157	1.6	251	91.61	Y	SW-SW	 	 		 	2004-2005	2016-2017
780	Public Schools of Robeson County	780325	Fairmont High	N	09,10,11,12	698	357	1.6	571	81.81	N	SW	 	 		 	 	2016-2017
780	Public Schools of Robeson County	780326	Fairmont Middle	N	05,06,07,08	358	256	1.6	358	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
110	Buncombe County Schools	110356	Fairview Elementary	N	0K,01,02,03,04,05	674	N/A	N/A	298	44.21	Y	SW-SW	 	 		 	2009-2010	2016-2017
410	Guilford County Schools	410364	Fairview Elementary	N	PK,0K,01,02,03,04,05	439	N/A	N/A	313	71.3	Y	SW-SW	 	 		 	2005-2006	2016-2017
500	Jackson County Public Schools	500314	Fairview Elementary	N	0K,01,02,03,04,05,06,07,08	810	N/A	N/A	491	60.62	Y	SW-SW	 	 		 	2016-2017	2016-2017
640	Nash-Rocky Mount Schools	640302	Fairview Elementary	N	PK,0K,01,02	453	453	1.6	453	100	Y	SW-SW	 	 		 	2013-2014	2016-2017
900	Union County Public Schools	900312	Fairview Elementary	N	PK,0K,01,02,03,04,05	521	N/A	N/A	137	26.3	N	Not Title I	 	 		 	 	2016-2017
770	Richmond County Schools	770318	Fairview Heights Elementary	N	PK,0K,01,02,03,04,05	557	340	1.6	544	97.67	Y	SW-SW	 	 		 	2006-2007	2016-2017
800	Rowan-Salisbury Schools	800352	Faith Elementary	N	0K,01,02,03,04,05	401	N/A	N/A	194	48.38	Y	SW-SW	 	 		 	2009-2010	2016-2017
740	Pitt County Schools	740334	Falkland Elementary	N	0K,01,02,03,04,05	392	392	1.6	392	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
990	Yadkin County Schools	990316	Fall Creek Elementary	N	PK,0K,01,02,03,04,05,06	321	N/A	N/A	166	51.71	Y	SW-SW	 	 		 	2009-2010	2016-2017
39A	Falls Lake Academy	39A000	Falls Lake Academy	Y	0K,01,02,03,04,05,06,07,08,09,10	700	N/A	N/A	54	7.71	N	Not Title I	 	 		 	 	2016-2017
230	Cleveland County Schools	230340	Fallston Elementary	N	PK,0K,01,02,03,04,05	562	N/A	N/A	364	64.77	Y	SW-SW	 	 		 	2006-2007	2016-2017
760	Randolph County School System	760320	Farmer Elementary	N	0K,01,02,03,04,05	348	N/A	N/A	164	47.13	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920414	Farmington Woods Elementary	N	PK,0K,01,02,03,04,05	743	N/A	N/A	235	31.63	N	Not Title I	 	 		 	 	2016-2017
740	Pitt County Schools	740344	Farmville Central High	N	09,10,11,12	738	N/A	N/A	470	63.69	N	SW	 	 		 	 	2016-2017
740	Pitt County Schools	740340	Farmville Middle	N	06,07,08	642	N/A	N/A	443	69	N	SW	 	 		 	 	2016-2017
320	Durham Public Schools	320344	Fayetteville Street Elementary	N	PK,0K,01,02,03,04,05	303	303	1.6	303	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
260	Cumberland County Schools	260361	Ferguson-Easley Elementary	N	0K,01,02,03,04,05	310	253	1.6	310	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
410	Guilford County Schools	410367	Ferndale Middle	N	06,07,08	745	N/A	N/A	400	53.69	Y	SW-SW	 	 		 	2002-2003	2016-2017
45B	FernLeaf Community Charter School	45B000	FernLeaf Community Charter	Y	0K,01,02,03	173	N/A	N/A	8	4.62	N	Not Title I	 	 		 	 	2016-2017
980	Wilson County Schools	980336	Fike High	N	09,10,11,12	1257	N/A	N/A	601	47.81	N	SW	 	 		 	 	2016-2017
280	Dare County Schools	280324	First Flight Elementary School	N	PK,0K,01,02,03,04,05	364	N/A	N/A	168	46.15	Y	SW-SW	 	 		 	2006-2007	2016-2017
280	Dare County Schools	280330	First Flight High School	N	09,10,11,12	736	N/A	N/A	200	27.17	N	Not Title I	 	 		 	 	2016-2017
280	Dare County Schools	280328	First Flight Middle School	N	06,07,08	649	N/A	N/A	218	33.59	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600368	First Ward Creative Arts Acad	N	0K,01,02,03,04,05	523	N/A	N/A	288	55.07	Y	SW-SW	 	 		 	2011-2012	2016-2017
860	Surry County Schools	860320	Flat Rock Elementary	N	PK,0K,01,02,03,04,05	261	186	1.6	261	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340372	Flat Rock Middle	N	06,07,08	878	476	1.6	762	86.79	Y	SW-SW	 	 		 	2012-2013	2016-2017
450	Henderson County Schools	450328	Flat Rock Middle	N	06,07,08	738	N/A	N/A	493	66.8	N	SW	 	 		 	 	2016-2017
450	Henderson County Schools	450332	Fletcher Elementary	N	0K,01,02,03,04,05	492	N/A	N/A	205	41.67	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410370	Florence Elementary	N	PK,0K,01,02,03,04,05	698	N/A	N/A	144	20.63	N	Not Title I	 	 		 	 	2016-2017
530	Lee County Schools	530316	Floyd L Knight Children Center	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	115	N/A	N/A	73	63.48	N	SW	 	 		 	 	2016-2017
990	Yadkin County Schools	990320	Forbush Elementary	N	PK,0K,01,02,03,04,05,06	271	N/A	N/A	84	31	N	Not Title I	 	 		 	 	2016-2017
990	Yadkin County Schools	990322	Forbush High	N	08,09,10,11,12	872	N/A	N/A	357	40.94	N	SW	 	 		 	 	2016-2017
990	Yadkin County Schools	990321	Forbush Middle	N	07,08	442	N/A	N/A	233	52.71	N	SW	 	 		 	 	2016-2017
810	Rutherford County Schools	810336	Forest City-Dunbar Elementary School	N	PK,0K,01,02,03,04,05	441	N/A	N/A	385	87.3	Y	SW-SW	 	 		 	2004-2005	2016-2017
120	Burke County Schools	120316	Forest Hill Elementary	N	PK,0K,01,02,03,04,05	446	N/A	N/A	338	75.78	Y	SW-SW	 	 		 	2006-2007	2016-2017
650	New Hanover County Schools	650328	Forest Hills Global Elementary	N	0K,01,02,03,04,05	504	280	1.6	448	88.89	Y	SW-SW	 	 		 	2006-2007	2016-2017
900	Union County Public Schools	900316	Forest Hills High	N	09,10,11,12	991	N/A	N/A	681	68.72	N	SW	 	 		 	 	2016-2017
980	Wilson County Schools	980338	Forest Hills Middle	N	06,07,08	585	N/A	N/A	417	71.28	N	SW	 	 		 	 	2016-2017
132	Kannapolis City Schools	132308	Forest Park Elementary	N	0K,01,02,03,04	596	N/A	N/A	311	52.18	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340376	Forest Park Elementary	N	PK,0K,01,02,03,04,05	673	503	1.6	673	100	Y	SW-SW	 	 		 	 	2016-2017
920	Wake County Schools	920417	Forest Pines Drive Elementary	N	PK,0K,01,02,03,04,05	667	N/A	N/A	263	39.43	N	TAS	 	 		 	 	2016-2017
320	Durham Public Schools	320332	Forest View Elementary	N	0K,01,02,03,04,05	740	N/A	N/A	467	63.11	Y	SW-SW	 	 		 	2004-2005	2016-2017
360	Gaston County Schools	360396	Forestview High	N	09,10,11,12	1197	N/A	N/A	459	38.35	N	TAS	 	 		 	 	2016-2017
920	Wake County Schools	920413	Forestville Road Elementary	N	PK,0K,01,02,03,04,05	725	N/A	N/A	473	65.24	Y	SW-SW	 	 		 	2006-2007	2016-2017
810	Rutherford County Schools	810350	Forrest W. Hunt Elementary School	N	PK,0K,01,02,03,04,05	382	N/A	N/A	247	64.66	Y	SW-SW	 	 		 	2006-2007	2016-2017
34F	Forsyth Academy	34F000	Forsyth Academy	Y	0K,01,02,03,04,05,06,07,08	716	N/A	N/A	583	81.42	Y	SW-SW	 	 		 	2005-2006	2016-2017
510	Johnston County Schools	510340	Four Oaks Elementary	N	PK,0K,01,02,03,04,05	1125	N/A	N/A	725	64.44	Y	SW-SW	 	 		 	2006-2007	2016-2017
510	Johnston County Schools	510342	Four Oaks Middle	N	06,07,08	498	N/A	N/A	300	60.24	Y	SW-SW	 	 		 	2012-2013	2016-2017
920	Wake County Schools	920415	Fox Road Elementary	N	0K,01,02,03,04,05	604	N/A	N/A	499	82.62	Y	SW-SW	 	 		 	2006-2007	2016-2017
681	Chapel Hill-Carrboro City Schools	681316	FPG Elementary	N	PK,0K,01,02,03,04,05	551	N/A	N/A	241	43.74	Y	SW-SW	 	 		 	2005-2006	2016-2017
11K	Francine Delany New School	11K000	Francine Delany New School	Y	0K,01,02,03,04,05,06,07,08	169	N/A	N/A	80	47.34	Y	SW-TAS	 	 	25	0K,01,02,03,04,05,06,07,08	2013-2014	2016-2017
600	Charlotte-Mecklenburg Schools	600394	Francis Bradley Middle	N	06,07,08	1084	N/A	N/A	215	19.83	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340457	Frank Morgan Elementary	N	PK,0K,01,02,03,04,05	819	N/A	N/A	305	37.24	N	TAS	 	 		 	 	2016-2017
92F	Franklin Academy	92F000	Franklin Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	1668	N/A	N/A	0	0	N	Not Title I	 	 		 	 	2016-2017
350	Franklin County Schools	350317	Franklin County Early College	N	09,10,11,12,13	157	51	1.6	82	52.23	N	SW	 	 		 	 	2016-2017
860	Surry County Schools	860324	Franklin Elementary	N	PK,0K,01,02,03,04,05	582	N/A	N/A	442	75.95	Y	SW-SW	 	 		 	2006-2007	2016-2017
560	Macon County Schools	560320	Franklin High	N	09,10,11,12	950	N/A	N/A	528	55.58	N	SW	 	 		 	2016-2017	2016-2017
350	Franklin County Schools	350318	Franklinton Elementary	N	PK,0K,01,02,03,04,05	457	261	1.6	418	91.47	Y	SW-SW	 	 		 	2004-2005	2016-2017
350	Franklin County Schools	350321	Franklinton High	N	09,10,11,12	996	291	1.6	466	46.79	N	SW	 	 		 	 	2016-2017
350	Franklin County Schools	350324	Franklinton Middle	N	06,07,08	272	139	1.6	222	81.62	Y	SW-SW	 	 		 	2014-2015	2016-2017
760	Randolph County School System	760324	Franklinville Elementary	N	0K,01,02,03,04,05	458	N/A	N/A	303	66.16	Y	SW-SW	 	 		 	2006-2007	2016-2017
690	Pamlico County Schools	690312	Fred A Anderson Elementary	N	03,04,05	256	130	1.6	208	81.25	Y	SW-SW	 	 		 	2005-2006	2016-2017
132	Kannapolis City Schools	132312	Fred L Wilson Elementary	N	PK,0K,01,02,03,04	365	N/A	N/A	288	78.9	Y	SW-SW	 	 		 	2006-2007	2016-2017
180	Catawba County Schools	180340	Fred T Foard High	N	09,10,11,12	1010	N/A	N/A	363	35.94	N	TAS	 	 		 	 	2016-2017
120	Burke County Schools	120318	Freedom High	N	09,10,11,12	978	N/A	N/A	522	53.37	N	SW	 	 		 	 	2016-2017
060	Avery County Schools	060322	Freedom Trail Elementary	N	PK,0K,01,02,03,04,05	225	N/A	N/A	163	72.44	Y	SW-SW	 	 		 	2006-2007	2016-2017
960	Wayne County Public Schools	960334	Fremont STARS Elementary	N	PK,0K,01,02,03,04,05	247	112	1.6	179	72.47	Y	SW-SW	 	 		 	2005-2006	2016-2017
290	Davidson County Schools	290330	Friedberg Elementary	N	PK,0K,01,02,03,04,05	452	N/A	N/A	129	28.54	N	Not Title I	 	 		 	 	2016-2017
290	Davidson County Schools	290333	Friendship Elementary	N	PK,0K,01,02,03,04,05	473	N/A	N/A	168	35.52	N	TAS	 	 		 	 	2016-2017
920	Wake County Schools	920416	Fuller Elementary	N	0K,01,02,03,04,05	575	N/A	N/A	259	45.04	Y	SW-SW	 	 		 	2012-2013	2016-2017
920	Wake County Schools	920420	Fuquay-Varina Elementary	N	PK,0K,01,02,03,04,05	929	N/A	N/A	356	38.32	N	TAS	 	 		 	 	2016-2017
920	Wake County Schools	920428	Fuquay-Varina High	N	09,10,11,12	2182	N/A	N/A	638	29.24	N	Not Title I	 	 		 	 	2016-2017
