LEA,SchoolCode,Charter,TotalStudents,LowIncomeStudents,PctLowIncome,SchoolServed,SchoolYear
200,200308,N,229,150,65.5,N,2017-18
200,200310,N,182,149,81.87,N,2017-18
430,430308,N,427,320,74.94,Y,2017-18
260,260336,N,354,290,81.92,Y,2017-18
40,40305,N,78,78,100,N,2017-18
40,40304,N,206,146,70.87,N,2017-18
40,40306,N,622,622,100,N,2017-18
40,40309,N,468,468,100,N,2017-18
40,40308,N,196,166,84.69,Y,2017-18
900,900302,N,725,46,6.34,N,2017-18
920,920308,N,667,189,28.34,N,2017-18
920,920317,N,1549,151,9.75,N,2017-18
920,920316,N,2004,274,13.67,N,2017-18
920,920312,N,1293,235,18.17,N,2017-18
450,450301,N,865,616,71.21,N,2017-18
840,840304,N,367,192,52.32,Y,2017-18
69A,69A000,Y,570,330,57.89,Y,2017-18
760,760304,N,403,271,67.25,Y,2017-18
760,760378,N,769,361,46.94,N,2017-18
410,410322,N,427,243,56.91,Y,2017-18
510,510364,N,1073,372,34.67,N,2017-18
600,600302,N,2969,153,5.15,N,2017-18
60N,60N000,Y,165,165,100,Y,2017-18
260,260306,N,443,365,82.39,Y,2017-18
250,250380,N,629,321,51.03,Y,2017-18
11B,11B000,Y,400,163,40.75,Y,2017-18
550,550308,N,65,65,100,N,2017-18
360,360310,N,1331,531,39.89,N,2017-18
50,50302,N,910,434,47.69,N,2017-18
50,50305,N,457,273,59.74,N,2017-18
761,761304,N,1328,879,66.19,N,2017-18
111,111302,N,1004,350,34.86,N,2017-18
111,111356,N,812,347,42.73,N,2017-18
111,111307,N,60,20,33.33,N,2017-18
340,340308,N,519,519,100,Y,2017-18
770,770342,N,81,65,80.25,Y,2017-18
260,260308,N,233,218,93.56,Y,2017-18
600,600311,N,603,495,82.09,Y,2017-18
920,920318,N,1955,816,41.74,N,2017-18
340,340311,N,849,261,30.74,N,2017-18
450,450302,N,347,166,47.84,Y,2017-18
160,160304,N,77,47,61.04,Y,2017-18
80,80348,N,137,137,100,Y,2017-18
420,420304,N,328,243,74.09,Y,2017-18
920,920320,N,610,357,58.52,Y,2017-18
60,60302,N,348,215,61.78,N,2017-18
60,60700,N,151,57,37.75,N,2017-18
60,60701,N,65,29,44.62,N,2017-18
60,60318,N,279,156,55.91,Y,2017-18
110,110410,N,591,395,66.84,Y,2017-18
910,910304,N,375,225,60,Y,2017-18
740,740304,N,713,512,71.81,Y,2017-18
740,740308,N,327,207,63.3,Y,2017-18
740,740309,N,669,417,62.33,N,2017-18
70,70310,N,83,71,85.54,N,2017-18
10,10346,N,380,234,61.58,Y,2017-18
310,310304,N,940,795,84.57,Y,2017-18
980,980308,N,399,399,100,Y,2017-18
90,90304,N,205,205,100,Y,2017-18
840,840308,N,475,280,58.95,Y,2017-18
640,640304,N,647,510,78.83,Y,2017-18
600,600313,N,1681,189,11.24,N,2017-18
920,920326,N,453,265,58.5,Y,2017-18
600,600314,N,921,138,14.98,N,2017-18
995,995304,N,177,121,68.36,Y,2017-18
761,761312,N,550,482,87.64,Y,2017-18
600,600437,N,877,82,9.35,N,2017-18
920,920327,N,577,178,30.85,N,2017-18
180,180304,N,648,347,53.55,Y,2017-18
180,180308,N,857,288,33.61,N,2017-18
540,540304,N,568,301,52.99,Y,2017-18
920,920325,N,700,260,37.14,N,2017-18
60,60304,N,177,91,51.41,Y,2017-18
180,180312,N,293,169,57.68,Y,2017-18
110,110308,N,148,97,65.54,Y,2017-18
600,600328,N,803,138,17.19,N,2017-18
600,600316,N,577,281,48.7,Y,2017-18
170,170316,N,822,468,56.93,N,2017-18
920,920329,N,855,690,80.7,Y,2017-18
640,640306,N,326,326,100,Y,2017-18
70,70308,N,589,193,32.77,Y,2017-18
140,140304,N,419,267,63.72,Y,2017-18
550,550312,N,267,267,100,Y,2017-18
920,920328,N,720,152,21.11,N,2017-18
58B,58B000,Y,,,, ,2017-18
460,460312,N,745,745,100,Y,2017-18
70,70311,N,228,88,38.6,N,2017-18
160,160308,N,469,324,69.08,Y,2017-18
160,160310,N,272,154,56.62,N,2017-18
260,260312,N,101,85,84.16,Y,2017-18
920,920332,N,719,488,67.87,Y,2017-18
980,980318,N,798,521,65.29,N,2017-18
995,995308,N,42,25,59.52,Y,2017-18
110,110332,N,284,163,57.39,Y,2017-18
670,670304,N,679,462,68.04,Y,2017-18
360,360320,N,754,159,21.09,N,2017-18
421,421304,N,740,619,83.65,Y,2017-18
360,360324,N,715,162,22.66,N,2017-18
100,100302,N,827,437,52.84,Y,2017-18
740,740310,N,445,445,100,Y,2017-18
250,250306,N,462,228,49.35,Y,2017-18
410,410544,N,1236,714,57.77,Y,2017-18
430,430312,N,529,370,69.94,Y,2017-18
260,260414,N,602,602,100,Y,2017-18
190,190304,N,210,91,43.33,Y,2017-18
510,510308,N,630,438,69.52,Y,2017-18
510,510310,N,473,313,66.17,Y,2017-18
900,900304,N,602,602,100,Y,2017-18
640,640308,N,610,610,100,Y,2017-18
600,600369,N,755,233,30.86,N,2017-18
600,600319,N,736,429,58.29,Y,2017-18
80,80311,N,175,175,100,Y,2017-18
80,80312,N,586,586,100,Y,2017-18
80,80314,N,495,495,100,Y,2017-18
360,360332,N,423,269,63.59,Y,2017-18
360,360336,N,635,281,44.25,N,2017-18
360,360436,N,533,299,56.1,Y,2017-18
360,360338,N,488,326,66.8,Y,2017-18
410,410328,N,495,394,79.6,Y,2017-18
79A,79A000,Y,360,117,32.5,N,2017-18
790,790302,N,449,174,38.75,N,2017-18
130,130308,N,616,277,44.97,N,2017-18
440,440314,N,498,278,55.82,Y,2017-18
740,740320,N,276,210,76.09,Y,2017-18
950,950308,N,170,106,62.35,Y,2017-18
73A,73A000,Y,397,154,38.79,Y,2017-18
440,440318,N,253,147,58.1,N,2017-18
320,320304,N,700,581,83,Y,2017-18
20,20304,N,447,170,38.03,Y,2017-18
230,230304,N,470,229,48.72,Y,2017-18
310,310308,N,893,554,62.04,Y,2017-18
130,130309,N,401,277,69.08,Y,2017-18
600,600322,N,768,71,9.24,N,2017-18
260,260367,N,821,739,90.01,Y,2017-18
600,600335,N,380,334,87.89,Y,2017-18
110,110318,N,221,118,53.39,Y,2017-18
110,110320,N,412,223,54.13,Y,2017-18
180,180316,N,662,338,51.06,Y,2017-18
90,90318,N,271,271,100,Y,2017-18
90,90315,N,315,315,100,Y,2017-18
90,90317,N,417,417,100,Y,2017-18
950,950312,N,351,78,22.22,N,2017-18
670,670308,N,479,322,67.22,Y,2017-18
60,60334,N,24,17,70.83,N,2017-18
500,500302,N,183,78,42.62,N,2017-18
50,50310,N,505,332,65.74,Y,2017-18
500,500316,N,177,146,82.49,Y,2017-18
410,410331,N,282,217,76.95,Y,2017-18
600,600442,N,1146,321,28.01,N,2017-18
160,160306,N,406,221,54.43,Y,2017-18
230,230308,N,536,232,43.28,Y,2017-18
100,100304,N,452,288,63.72,Y,2017-18
340,340314,N,485,485,100,Y,2017-18
190,190308,N,317,184,58.04,Y,2017-18
970,970308,N,161,161,100,Y,2017-18
430,430316,N,1003,592,59.02,Y,2017-18
990,990304,N,375,208,55.47,Y,2017-18
800,800312,N,345,142,41.16,Y,2017-18
610,610302,N,208,114,54.81,Y,2017-18
60S,60S000,Y,,,, ,2017-18
650,650304,N,427,326,76.35,Y,2017-18
530,530306,N,65,60,92.31,N,2017-18
920,920334,N,772,207,26.81,N,2017-18
490,490308,N,751,105,13.98,N,2017-18
760,760308,N,358,169,47.21,N,2017-18
260,260320,N,573,573,100,Y,2017-18
920,920336,N,419,320,76.37,Y,2017-18
88A,88A000,Y,375,158,42.13,Y,2017-18
880,880304,N,555,330,59.46,Y,2017-18
880,880308,N,712,293,41.15,N,2017-18
880,880312,N,485,277,57.11,N,2017-18
920,920340,N,590,242,41.02,N,2017-18
600,600329,N,789,551,69.84,Y,2017-18
97D,97D000,Y,178,93,52.25,Y,2017-18
160,160309,N,27,25,92.59,Y,2017-18
250,250308,N,417,283,67.87,Y,2017-18
290,290302,N,297,175,58.92,Y,2017-18
920,920342,N,910,262,28.79,N,2017-18
410,410334,N,605,375,61.98,Y,2017-18
250,250312,N,690,396,57.39,Y,2017-18
160,160311,N,653,202,30.93,N,2017-18
10,10310,N,746,746,100,Y,2017-18
530,530308,N,575,440,76.52,Y,2017-18
320,320306,N,543,457,84.16,Y,2017-18
960,960312,N,500,397,79.4,Y,2017-18
960,960314,N,858,729,84.97,Y,2017-18
920,920344,N,565,159,28.14,N,2017-18
410,410337,N,412,93,22.57,N,2017-18
360,360340,N,578,283,48.96,Y,2017-18
410,410341,N,242,11,4.55,N,2017-18
450,450306,N,466,354,75.97,Y,2017-18
862,862308,N,360,243,67.5,Y,2017-18
600,600489,N,723,617,85.34,Y,2017-18
340,340320,N,614,427,69.54,Y,2017-18
100,100308,N,185,158,85.41,N,2017-18
100,100307,N,344,129,37.5,N,2017-18
570,570306,N,362,126,34.81,Y,2017-18
530,530302,N,696,533,76.58,Y,2017-18
370,370304,N,243,137,56.38,Y,2017-18
920,920352,N,495,371,74.95,Y,2017-18
430,430320,N,307,154,50.16,Y,2017-18
180,180320,N,915,501,54.75,N,2017-18
350,350304,N,640,472,73.75,Y,2017-18
350,350308,N,860,446,51.86,N,2017-18
350,350310,N,630,366,58.1,Y,2017-18
710,710312,N,540,478,88.52,Y,2017-18
710,710316,N,255,202,79.22,Y,2017-18
120,120310,N,124,42,33.87,N,2017-18
230,230312,N,988,354,35.83,N,2017-18
230,230316,N,747,348,46.59,N,2017-18
995,995312,N,345,226,65.51,Y,2017-18
320,320308,N,373,331,88.74,Y,2017-18
821,821304,N,540,392,72.59,Y,2017-18
600,600361,N,2101,517,24.61,N,2017-18
390,390311,N,497,360,72.43,Y,2017-18
390,390309,N,416,292,70.19,Y,2017-18
970,970310,N,289,189,65.4,Y,2017-18
130,130318,N,1041,633,60.81,N,2017-18
320,320374,N,321,321,100,Y,2017-18
970,970312,N,410,318,77.56,Y,2017-18
320,320312,N,2010,978,48.66,N,2017-18
410,410458,N,84,32,38.1,N,2017-18
740,740324,N,519,427,82.27,Y,2017-18
260,260342,N,555,456,82.16,Y,2017-18
390,390312,N,417,342,82.01,Y,2017-18
13B,13B000,Y,1191,549,46.1,Y,2017-18
130,130317,N,112,99,88.39,N,2017-18
130,130349,N,62,26,41.94,N,2017-18
130,130350,N,234,102,43.59,N,2017-18
140,140305,N,244,69,28.28,N,2017-18
140,140309,N,390,106,27.18,N,2017-18
340,340326,N,800,346,43.25,N,2017-18
150,150304,N,453,130,28.7,N,2017-18
150,150350,N,165,38,23.03,N,2017-18
150,150310,N,460,172,37.39,N,2017-18
150,150312,N,295,88,29.83,N,2017-18
630,630312,N,261,157,60.15,Y,2017-18
680,680308,N,641,253,39.47,N,2017-18
110,110324,N,437,315,72.08,Y,2017-18
620,620312,N,409,376,91.93,Y,2017-18
110,110326,N,579,198,34.2,N,2017-18
995,995316,N,239,121,50.63,Y,2017-18
440,440320,N,547,331,60.51,N,2017-18
65A,65A000,Y,405,50,12.35,Y,2017-18
710,710318,N,493,365,74.04,Y,2017-18
260,260325,N,1449,712,49.14,N,2017-18
710,710320,N,483,358,74.12,Y,2017-18
280,280302,N,304,194,63.82,Y,2017-18
280,280304,N,328,191,58.23,N,2017-18
92W,92W000,Y,1082,87,8.04,Y,2017-18
490,490310,N,90,0,0,N,2017-18
340,340332,N,0,0,0,N,2017-18
650,650355,N,78,67,85.9,N,2017-18
10,10311,N,0,0,0,N,2017-18
130,130321,N,834,419,50.24,Y,2017-18
600,600333,N,1097,280,25.52,N,2017-18
920,920356,N,1032,402,38.95,N,2017-18
650,650308,N,440,147,33.41,N,2017-18
670,670310,N,870,320,36.78,N,2017-18
13A,13A000,Y,,,, ,2017-18
920,920358,N,854,162,18.97,N,2017-18
360,360344,N,733,376,51.3,Y,2017-18
681,681304,N,498,151,30.32,Y,2017-18
681,681305,N,820,202,24.63,N,2017-18
920,920360,N,1005,498,49.55,N,2017-18
800,800361,N,1203,483,40.15,N,2017-18
32C,32C000,Y,243,226,93,Y,2017-18
34D,34D000,Y,412,412,100,Y,2017-18
340,340336,N,177,122,68.93,N,2017-18
630,630316,N,380,230,60.53,Y,2017-18
560,560304,N,337,199,59.05,Y,2017-18
910,910308,N,215,135,62.79,Y,2017-18
920,920362,N,490,322,65.71,Y,2017-18
960,960316,N,565,416,73.63,Y,2017-18
960,960318,N,412,376,91.26,Y,2017-18
340,340330,N,611,611,100,Y,2017-18
830,830304,N,616,416,67.53,Y,2017-18
920,920364,N,569,246,43.23,N,2017-18
920,920368,N,2467,805,32.63,N,2017-18
92R,92R000,Y,503,123,24.45,Y,2017-18
230,230320,N,282,132,46.81,Y,2017-18
340,340334,N,682,298,43.7,N,2017-18
650,650309,N,602,442,73.42,Y,2017-18
50Z,50Z000,Y,50,20,40,Y,2017-18
180,180324,N,445,292,65.62,Y,2017-18
360,360348,N,322,109,33.85,Y,2017-18
180,180323,N,95,53,55.79,N,2017-18
550,550314,N,581,163,28.06,N,2017-18
600,600334,N,237,34,14.35,N,2017-18
240,240373,N,320,162,50.63,N,2017-18
410,410349,N,487,412,84.6,Y,2017-18
350,350312,N,596,288,48.32,Y,2017-18
920,920369,N,1054,94,8.92,N,2017-18
640,640316,N,198,198,100,Y,2017-18
100,100309,N,490,331,67.55,Y,2017-18
860,860302,N,387,283,73.13,Y,2017-18
680,680310,N,1139,360,31.61,N,2017-18
490,490312,N,524,355,67.75,Y,2017-18
920,920370,N,542,257,47.42,N,2017-18
390,390314,N,49,39,79.59,Y,2017-18
900,900366,N,825,155,18.79,N,2017-18
130,130310,N,1641,738,44.97,N,2017-18
290,290308,N,899,403,44.83,N,2017-18
290,290309,N,779,397,50.96,Y,2017-18
300,300306,N,19,18,94.74,Y,2017-18
270,270304,N,211,103,48.82,Y,2017-18
490,490316,N,354,144,40.68,N,2017-18
660,660306,N,251,215,85.66,Y,2017-18
680,680312,N,315,219,69.52,Y,2017-18
700,700306,N,446,310,69.51,Y,2017-18
790,790310,N,420,338,80.48,Y,2017-18
840,840310,N,629,629,100,Y,2017-18
440,440326,N,110,75,68.18,N,2017-18
241,241304,N,490,490,100,Y,2017-18
860,860306,N,617,451,73.1,N,2017-18
370,370308,N,357,199,55.74,N,2017-18
32K,32K000,Y,,,, ,2017-18
93L,93L000,Y,,,, ,2017-18
970,970315,N,642,437,68.07,N,2017-18
240,240328,N,358,237,66.2,Y,2017-18
240,240332,N,322,285,88.51,Y,2017-18
240,240330,N,113,99,87.61,Y,2017-18
180,180325,N,392,167,42.6,N,2017-18
421,421306,N,630,386,61.27,N,2017-18
600,600336,N,329,27,8.21,N,2017-18
360,360352,N,452,231,51.11,Y,2017-18
681,681308,N,1488,326,21.91,N,2017-18
960,960324,N,1172,361,30.8,N,2017-18
130,130325,N,623,241,38.68,N,2017-18
291,291308,N,458,458,100,Y,2017-18
980,980317,N,338,338,100,Y,2017-18
180,180326,N,467,235,50.32,Y,2017-18
650,650310,N,892,314,35.2,Y,2017-18
761,761320,N,414,372,89.86,Y,2017-18
680,680316,N,607,201,33.11,N,2017-18
60P,60P000,Y,294,229,77.89,Y,2017-18
600,600567,N,263,73,27.76,N,2017-18
61M,61M000,Y,397,69,17.38,N,2017-18
60V,60V000,Y,325,325,100,Y,2017-18
60K,60K000,Y,393,190,48.35,Y,2017-18
600,600569,N,46,19,41.3,N,2017-18
10A,10A000,Y,866,391,45.15,Y,2017-18
810,810324,N,747,257,34.4,N,2017-18
810,810326,N,563,247,43.87,N,2017-18
190,190316,N,399,150,37.59,N,2017-18
19A,19A000,Y,556,70,12.59,N,2017-18
190,190312,N,544,482,88.6,Y,2017-18
190,190501,N,8,1,12.5,N,2017-18
870,870312,N,0,0,0,N,2017-18
360,360364,N,402,180,44.78,Y,2017-18
360,360360,N,509,159,31.24,N,2017-18
120,120304,N,201,169,84.08,Y,2017-18
850,850304,N,655,333,50.84,N,2017-18
740,740332,N,927,355,38.3,Y,2017-18
550,550340,N,439,315,71.75,Y,2017-18
340,340344,N,120,46,38.33,N,2017-18
54A,54A000,Y,183,183,100,Y,2017-18
800,800316,N,598,598,100,Y,2017-18
800,800320,N,479,230,48.02,N,2017-18
310,310330,N,506,288,56.92,Y,2017-18
70,70325,N,383,248,64.75,Y,2017-18
70,70326,N,508,347,68.31,Y,2017-18
210,210304,N,454,282,62.11,N,2017-18
290,290312,N,479,319,66.6,Y,2017-18
78A,78A000,Y,112,66,58.93,Y,2017-18
320,320317,N,323,174,53.87,N,2017-18
410,410514,N,354,265,74.86,Y,2017-18
180,180332,N,424,288,67.92,Y,2017-18
910,910311,N,440,313,71.14,Y,2017-18
90,90320,N,225,211,93.78,Y,2017-18
111,111312,N,490,219,44.69,Y,2017-18
410,410343,N,588,140,23.81,N,2017-18
510,510324,N,1599,517,32.33,N,2017-18
510,510412,N,735,299,40.68,N,2017-18
450,450307,N,517,329,63.64,Y,2017-18
600,600338,N,584,198,33.9,N,2017-18
995,995320,N,122,74,60.66,Y,2017-18
820,820320,N,382,204,53.4,Y,2017-18
340,340348,N,771,188,24.38,N,2017-18
340,340350,N,1061,544,51.27,N,2017-18
230,230322,N,204,67,32.84,N,2017-18
510,510328,N,829,248,29.92,N,2017-18
800,800324,N,278,193,69.42,Y,2017-18
510,510327,N,1603,414,25.83,N,2017-18
510,510329,N,1184,317,26.77,N,2017-18
260,260338,N,727,727,100,Y,2017-18
810,810328,N,318,192,60.38,Y,2017-18
821,821308,N,774,441,56.98,N,2017-18
01C,01C000,Y,645,201,31.16,Y,2017-18
490,490319,N,642,501,78.04,Y,2017-18
320,320318,N,501,312,62.28,Y,2017-18
180,180336,N,549,237,43.17,Y,2017-18
440,440328,N,493,411,83.37,Y,2017-18
670,670312,N,462,319,69.05,Y,2017-18
65F,65F000,Y,,,, ,2017-18
430,430328,N,733,519,70.8,Y,2017-18
430,430330,N,625,412,65.92,N,2017-18
600,600341,N,803,501,62.39,Y,2017-18
490,490318,N,560,137,24.46,N,2017-18
330,330312,N,322,236,73.29,Y,2017-18
80,80360,N,195,195,100,Y,2017-18
760,760316,N,335,232,69.25,Y,2017-18
410,410346,N,636,157,24.69,N,2017-18
490,490320,N,220,77,35,N,2017-18
260,260340,N,483,483,100,Y,2017-18
650,650316,N,492,469,95.33,Y,2017-18
41H,41H000,Y,460,276,60,Y,2017-18
650,650420,N,156,94,60.26,Y,2017-18
140,140308,N,343,206,60.06,Y,2017-18
600,600344,N,766,206,26.89,N,2017-18
130,130311,N,526,275,52.28,Y,2017-18
890,890304,N,168,106,63.1,N,2017-18
890,890306,N,122,93,76.23,N,2017-18
24N,24N000,Y,827,358,43.29,Y,2017-18
920,920376,N,944,383,40.57,N,2017-18
520,520308,N,166,99,59.64,Y,2017-18
60U,60U000,Y,,,, ,2017-18
110,110303,N,139,119,85.61,N,2017-18
600,600345,N,1812,153,8.44,N,2017-18
60I,60I000,Y,1365,0,0,N,2017-18
130,130314,N,1234,661,53.57,N,2017-18
130,130313,N,808,672,83.17,N,2017-18
920,920380,N,571,276,48.34,Y,2017-18
920,920381,N,0,0,0,N,2017-18
182,182304,N,100,64,64,N,2017-18
540,540308,N,930,651,70,Y,2017-18
660,660308,N,325,268,82.46,Y,2017-18
340,340351,N,289,289,100,Y,2017-18
490,490324,N,381,181,47.51,Y,2017-18
300,300308,N,465,364,78.28,Y,2017-18
510,510330,N,614,383,62.38,Y,2017-18
640,640324,N,682,427,62.61,Y,2017-18
860,860308,N,336,242,72.02,Y,2017-18
770,770364,N,264,209,79.17,Y,2017-18
510,510333,N,1746,418,23.94,N,2017-18
510,510332,N,595,393,66.05,Y,2017-18
300,300310,N,357,195,54.62,Y,2017-18
600,600346,N,618,110,17.8,N,2017-18
41G,41G000,Y,1091,172,15.77,N,2017-18
800,800328,N,529,347,65.6,N,2017-18
60M,60M000,Y,865,29,3.35,N,2017-18
360,360376,N,477,174,36.48,N,2017-18
600,600349,N,817,241,29.5,N,2017-18
600,600351,N,653,346,52.99,Y,2017-18
990,990308,N,268,171,63.81,Y,2017-18
950,950316,N,285,140,49.12,Y,2017-18
830,830312,N,302,230,76.16,Y,2017-18
130,130319,N,1016,67,6.59,N,2017-18
130,130307,N,1666,253,15.19,N,2017-18
630,630317,N,387,210,54.26,N,2017-18
360,360380,N,811,131,16.15,N,2017-18
60,60310,N,180,97,53.89,Y,2017-18
250,250314,N,200,75,37.5,N,2017-18
920,920384,N,628,507,80.73,Y,2017-18
390,390316,N,456,336,73.68,Y,2017-18
250,250316,N,541,122,22.55,N,2017-18
320,320319,N,895,358,40,Y,2017-18
740,740330,N,626,381,60.86,Y,2017-18
230,230324,N,1156,404,34.95,N,2017-18
230,230328,N,954,404,42.35,N,2017-18
600,600353,N,780,109,13.97,N,2017-18
940,940306,N,194,163,84.02,Y,2017-18
940,940308,N,163,110,67.48,Y,2017-18
160,160314,N,853,196,22.98,N,2017-18
600,600418,N,621,187,30.11,N,2017-18
260,260354,N,258,150,58.14,N,2017-18
35A,35A000,Y,206,61,29.61,Y,2017-18
60,60316,N,221,118,53.39,Y,2017-18
490,490355,N,259,102,39.38,N,2017-18
920,920386,N,81,9,11.11,N,2017-18
600,600352,N,701,244,34.81,N,2017-18
460,460340,N,67,54,80.6,Y,2017-18
681,681322,N,713,191,26.79,N,2017-18
500,500304,N,602,392,65.12,Y,2017-18
260,260347,N,247,141,57.09,N,2017-18
260,260348,N,635,582,91.65,Y,2017-18
260,260700,N,165,82,49.7,N,2017-18
260,260352,N,401,401,100,Y,2017-18
270,270306,N,975,282,28.92,N,2017-18
270,270308,N,370,167,45.14,N,2017-18
900,900311,N,1543,113,7.32,N,2017-18
900,900310,N,1246,59,4.74,N,2017-18
410,410376,N,344,212,61.63,Y,2017-18
210,210306,N,554,357,64.44,Y,2017-18
740,740333,N,1609,528,32.82,N,2017-18
640,640326,N,314,314,100,Y,2017-18
650,650409,N,168,168,100,Y,2017-18
910,910314,N,510,330,64.71,Y,2017-18
790,790314,N,936,381,40.71,N,2017-18
450,450308,N,551,461,83.67,Y,2017-18
920,920388,N,1115,370,33.18,N,2017-18
280,280306,N,28,21,75,N,2017-18
140,140312,N,520,422,81.15,Y,2017-18
600,600362,N,646,336,52.01,Y,2017-18
410,410430,N,707,314,44.41,Y,2017-18
290,290314,N,83,49,59.04,Y,2017-18
290,290315,N,98,0,0,N,2017-18
600,600357,N,724,85,11.74,N,2017-18
880,880320,N,74,74,100,N,2017-18
300,300314,N,146,60,41.1,N,2017-18
300,300312,N,1376,672,48.84,N,2017-18
920,920390,N,1024,55,5.37,N,2017-18
920,920391,N,1330,106,7.97,N,2017-18
290,290316,N,509,242,47.54,Y,2017-18
780,780320,N,411,411,100,Y,2017-18
530,530312,N,633,535,84.52,Y,2017-18
290,290320,N,380,208,54.74,Y,2017-18
600,600365,N,618,460,74.43,Y,2017-18
610,610310,N,272,171,62.87,Y,2017-18
340,340430,N,563,563,100,Y,2017-18
96C,96C000,Y,281,281,100,Y,2017-18
920,920393,N,736,466,63.32,Y,2017-18
920,920394,N,1170,590,50.43,N,2017-18
960,960326,N,329,294,89.36,Y,2017-18
600,600367,N,737,139,18.86,N,2017-18
182,182700,N,224,43,19.2,N,2017-18
260,260356,N,264,144,54.55,Y,2017-18
670,670314,N,920,355,38.59,N,2017-18
670,670320,N,856,297,34.7,N,2017-18
670,670318,N,789,322,40.81,Y,2017-18
510,510334,N,595,227,38.15,N,2017-18
860,860312,N,384,234,60.94,Y,2017-18
800,800359,N,521,521,100,Y,2017-18
470,470310,N,692,359,51.88,Y,2017-18
761,761321,N,364,290,79.67,Y,2017-18
410,410398,N,478,306,64.02,Y,2017-18
260,260322,N,1068,1068,100,Y,2017-18
260,260321,N,646,646,100,Y,2017-18
920,920396,N,668,277,41.47,N,2017-18
65C,65C000,Y,174,174,100,Y,2017-18
790,790318,N,402,275,68.41,Y,2017-18
160,160332,N,259,137,52.9,Y,2017-18
320,320336,N,0,0,0,N,2017-18
650,650353,N,560,88,15.71,N,2017-18
650,650366,N,591,143,24.2,N,2017-18
790,790322,N,245,245,100,Y,2017-18
120,120312,N,490,332,67.76,Y,2017-18
600,600374,N,612,537,87.75,Y,2017-18
90,90324,N,306,306,100,Y,2017-18
140,140316,N,488,315,64.55,Y,2017-18
430,430332,N,345,345,100,N,2017-18
310,310338,N,183,133,72.68,N,2017-18
920,920398,N,857,379,44.22,N,2017-18
920,920399,N,1072,487,45.43,N,2017-18
320,320323,N,1712,685,40.01,N,2017-18
320,320322,N,208,148,71.15,N,2017-18
740,740337,N,775,531,68.52,Y,2017-18
540,540312,N,513,331,64.52,Y,2017-18
260,260398,N,535,402,75.14,Y,2017-18
260,260359,N,934,877,93.9,Y,2017-18
580,580312,N,382,251,65.71,Y,2017-18
320,320363,N,482,251,52.07,Y,2017-18
290,290322,N,706,360,50.99,Y,2017-18
910,910360,N,434,310,71.43,Y,2017-18
10,10320,N,372,183,49.19,N,2017-18
260,260397,N,915,381,41.64,Y,2017-18
910,910346,N,240,156,65,Y,2017-18
110,110322,N,269,109,40.52,N,2017-18
410,410395,N,197,8,4.06,N,2017-18
250,250321,N,180,40,22.22,N,2017-18
740,740500,N,150,150,100,Y,2017-18
340,340362,N,0,0,0,N,2017-18
320,320313,N,562,165,29.36,N,2017-18
840,840316,N,348,348,100,Y,2017-18
20,20306,N,622,375,60.29,N,2017-18
90,90328,N,126,126,100,Y,2017-18
990,990312,N,279,192,68.82,Y,2017-18
90,90330,N,651,651,100,N,2017-18
120,120314,N,907,445,49.06,N,2017-18
120,120315,N,658,401,60.94,N,2017-18
74Z,74Z000,Y,75,75,100,Y,2017-18
160,160313,N,540,228,42.22,N,2017-18
920,920402,N,980,261,26.63,N,2017-18
681,681314,N,1362,254,18.65,N,2017-18
